perturbagen,threshold,min_m,min_c,min_n1,min_a2,min_a3,min_ap,min_a4,min_c5
SB743921,0.26,-0.10540236452826568,-0.03776294199634624,0.009146616658005358,-0.14534190653098883,-0.07344059345938073,-0.10133030822287098,-0.036355706841912507,-0.048116843934478994
SB743921,0.5,-0.09895132128215721,-0.04629993938338976,-0.06849866609480007,-0.23926011391698018,-0.05262412325359409,-0.1142938696325808,-0.04320413666951237,-0.06527700665132602
SB743921,0.85,-0.0842351055986047,-0.036761922719161,-0.1931020795938439,-0.3422013846569065,-0.021675115945235357,-0.08195050109366459,-0.050345903959724686,-0.039441368033591384
SB743921,1,-0.08581682420571715,-0.01073456764201782,-0.2636559241610176,-0.38381682470158085,0.009152485783040086,-0.07049364057571927,-0.029935106951154655,-0.048159998917541046
SCHEMBL1564574,0,-0.08785410777371505,-0.12292302630853823,-0.13377134066500798,-0.07597217668582226,-0.11369703608563256,-0.10407222498466501,-0.06478910573742924,-0.1416534941087154
SCHEMBL1564574,0.26,-0.09454824041380687,-0.1582518739147862,-0.22021446784235799,-0.12566400375055645,-0.1406236004439337,-0.11275753284305653,-0.07949389300962673,-0.16040517085296166
SCHEMBL1564574,0.5,-0.09436949879372737,-0.19749483384930339,-0.2431032520608182,-0.3724606616614894,-0.1603099249345074,-0.14318764730049213,-0.08406279732387338,-0.19381070378601647
SCHEMBL1564574,0.85,-0.09872555041109397,-0.1970520709156393,-0.48195481960865494,-0.6523567711561432,-0.1656122893735549,-0.12276218063007886,-0.2117630718484471,-0.2744514422537559
SCHEMBL1564574,1,-0.10558283650804515,-0.22282238740303473,-0.55370746245504,-0.6493785020748952,-0.18285220843538733,-0.13724709173799143,-0.24142345422000758,-0.26279508384820427
SCHEMBL618594,0,-0.07164925916467897,-0.06326007455008144,-0.08075407506747706,-0.14042048798129647,-0.0995355906124253,-0.11367469271274887,-0.027600530190114606,-0.1624218123075512
SCHEMBL618594,0.26,-0.08435506878974522,-0.060195195817103676,-0.20266180365858358,-0.1669212381506464,-0.12059405663037656,-0.12510176037790327,-0.029815584666914238,-0.18898003200640454
SCHEMBL618594,0.5,-0.06784453986348016,-0.07786546803796422,-0.33228659472827526,-0.46998354097188993,-0.16067748921500097,-0.15528272539693458,-0.03806391650014254,-0.22609122763882686
SCHEMBL618594,0.85,-0.04765157253857134,-0.05222317826455405,-0.4945310187435731,-0.5418474187646976,-0.1614881099888013,-0.18294709788358246,-0.09675149374742277,-0.3240618323316642
SCHEMBL618594,1,-0.058673285562579426,-0.04596618947935414,-0.547367253661059,-0.5622717681287053,-0.20220172587723592,-0.1936665014583834,-0.13108886465132427,-0.31141770293028403
Seliciclib,0,-0.10158909177391948,-0.10309754248243524,-0.09648951772255283,-0.1338219695751469,-0.1802986932643631,-0.2004196913629246,-0.12695133402019754,-0.1651113196063827
Seliciclib,0.26,-0.10064172551191454,-0.12452530696098252,-0.18320554839593955,-0.18575923429174113,-0.21773841449456427,-0.23343253763669242,-0.13387036381292114,-0.19574465900053523
Seliciclib,0.5,-0.10223781309052442,-0.1560059600053504,-0.25773784568913827,-0.34559532011847927,-0.24780275957724335,-0.25521308173908397,-0.14968297488327173,-0.22220983924191104
Seliciclib,0.85,-0.11658404674520537,-0.16623664306015784,-0.4880827454569687,-0.5238429025011079,-0.2664474244532248,-0.28053244288215284,-0.1881948259798844,-0.2643220570651259
Seliciclib,1,-0.11581598777431923,-0.17742028304793575,-0.6466080748327295,-0.642082213668663,-0.30686977198471466,-0.2845277748157239,-0.20162559861564475,-0.22485611812121495
SGX-523,0,-0.051544471846861485,-0.0899488354692024,-0.06457383431625004,-0.07365895549661354,-0.13107980185524543,-0.13401646333390185,-0.11276734930094472,-0.14168609555741235
SGX-523,0.26,-0.04844646076324386,-0.11326150898139335,-0.11244779223712745,-0.08885720906986802,-0.16789886015839992,-0.16781388293106347,-0.1310382447843454,-0.16354471760714398
SGX-523,0.5,-0.048626816674050166,-0.13707256591898523,-0.27618197670221545,-0.15375233083726195,-0.20300759773207455,-0.19765910824286964,-0.1510811977724382,-0.19745911101944533
SGX-523,0.85,-0.07670657525927023,-0.16059341521616338,-0.38053307364670275,-0.24647813019625872,-0.23448973471863957,-0.2148675564222601,-0.17991326508151084,-0.25931307627086375
SGX-523,1,-0.07621144159448211,-0.18415476881984968,-0.43425575767309066,-0.31268830182675134,-0.25046277181168153,-0.25347439610778216,-0.21247731386769345,-0.2629664521220994
Sirolimus,0,-0.13360436270613432,-0.1235174635612886,-0.13752425963193857,-0.14697090627105452,-0.0784172176432636,-0.10795481466455127,-0.0944575505000446,-0.11679307386751035
Sirolimus,0.26,-0.13511495217238934,-0.13989310864423138,-0.2145914260477569,-0.25591229880767,-0.09506924956591502,-0.1169861031873551,-0.10827195077915887,-0.14011563298124233
Sirolimus,0.5,-0.12739538703497352,-0.17420167924057134,-0.2608083381455154,-0.3663870559213877,-0.126808224621568,-0.1389389531011758,-0.14626441044640479,-0.14211302181660723
Sirolimus,0.85,-0.12624943511112788,-0.24296625049543852,-0.5100979951729978,-0.65765576136563,-0.13455144348057022,-0.1741966473900545,-0.2130014291265785,-0.20488232012132984
Sirolimus,1,-0.13468018776444357,-0.2647686589741991,-0.5974282585619927,-0.6836472942747018,-0.16535157058841826,-0.18663209752669802,-0.24091346476029213,-0.23682539537957506
Sitagliptin,0,-0.1124338138828715,-0.08435585263157953,-0.06153759836924524,-0.05314382356317759,-0.09793533635415956,-0.08031253292523995,-0.05466355197062455,-0.12328407704764635
Sitagliptin,0.26,-0.10667564730627295,-0.11696236022459494,-0.1476987206096661,-0.13451128243850322,-0.12076187223333051,-0.09891284666177587,-0.06577469395479546,-0.14485410505623636
Sitagliptin,0.5,-0.10240675554772287,-0.12561900980781632,-0.24468584842792807,-0.2387798354924672,-0.14727079010174163,-0.11322531294876949,-0.07655339730995861,-0.1828360147016456
Sitagliptin,0.85,-0.10769987000031392,-0.16590109833895614,-0.28386187703754795,-0.2996257809813442,-0.18327240855258067,-0.13294053665670175,-0.12061288146725443,-0.2344830396551559
Sitagliptin,1,-0.10810399681397823,-0.18388597310978225,-0.2932257922689009,-0.25502900970158715,-0.21295939525595511,-0.16893866032544091,-0.139151014250851,-0.23556386555837838
Skiii,0,-0.06520753209651982,-0.06518832601500725,-0.0736154099805458,-0.12544691464370714,-0.08271180726278682,-0.10027137363721693,-0.08002822478249923,-0.13152825418606695
Skiii,0.26,-0.05538366433186164,-0.07800387544705316,-0.14942666841683358,-0.21264568244330023,-0.09702665278009091,-0.12333994275875047,-0.09196332792733157,-0.15063056671184946
Skiii,0.5,-0.060529232107471694,-0.095532243514714,-0.2834276927396463,-0.4918915771064707,-0.1209192482411939,-0.14615341314952615,-0.11468648812445963,-0.17905554044257813
Skiii,0.85,-0.05633622266425698,-0.08996576557065236,-0.4662699401661838,-0.6452010811558125,-0.09552397658904392,-0.15758193898816694,-0.15764569711835016,-0.23160334425544282
Skiii,1,-0.059530032799198586,-0.05637164786957043,-0.6571310193194999,-0.6764142759394921,-0.09629538155999014,-0.15410113261998962,-0.20157804139719956,-0.2549343509879115
Sorafenib,0,-0.08953729829443963,-0.07934458253349537,-0.1219265766629887,-0.11589534288286783,-0.09912018805258847,-0.11286710007412501,-0.11315274796127216,-0.1631326373749485
Sorafenib,0.26,-0.10341643835508714,-0.09808122647532624,-0.19170243412477392,-0.2169711135597314,-0.12369088486728468,-0.12778719373771666,-0.1309377228039977,-0.20588381949707565
Sorafenib,0.5,-0.12007493173171363,-0.12191567997859447,-0.2830848478281314,-0.37299870016986736,-0.1565030394283135,-0.14024278302229728,-0.16492336722582904,-0.264713387240266
Sorafenib,0.85,-0.13262227567201879,-0.14619645146024024,-0.4996547317372659,-0.6760052245782268,-0.18553682206045424,-0.16119064722131726,-0.22726881308286354,-0.32880685390112613
Sorafenib,1,-0.1327697838731001,-0.1447651277957734,-0.653655929491263,-0.7668492890662487,-0.2080869877839042,-0.1695198691021601,-0.3034986897423582,-0.3557897328706406
SPECTRUM_001092,0,-0.07410089801182031,-0.01230408210584432,-0.030309874810483015,-0.0380051216147073,0.005840814692024772,-0.006160193542814242,-0.04725475718996995,0.01816157185760494
SPECTRUM_001092,0.26,-0.07602298930363648,-0.02660708598312034,-0.05405048032537429,-0.036365635776118566,0.010716609448064995,-9.84556205390861e-4,-0.05476527217248412,0.029885255388348037
SPECTRUM_001092,0.5,-0.07328003407163888,-0.03542099951449891,-0.10632501135682904,0.019663116927351582,0.02872364372688549,-0.0016263771732418278,-0.052161065234058675,0.04223160938224703
SPECTRUM_001092,0.85,-0.08853560199191521,-0.04234998834701562,-0.1674861925371277,-0.04437677684761096,0.044159214398724805,0.007574801396571489,-0.12541893611703217,0.06377212993420851
SPECTRUM_001092,1,-0.07934006194015705,-0.059307742732641305,-0.18277999329257438,-0.03727541491642179,0.025050911014899094,0.03183424959285987,-0.18069966305556479,0.06766084608785639
TAE-684,0,-0.08965736742171825,-0.11910797007171083,-0.1337812212759396,-0.11652202186388781,-0.09265771619715561,-0.09675981241270926,-0.03842884181150229,-0.08496794566370375
TAE-684,0.26,-0.0926688750069943,-0.14065497049858078,-0.21614480707535438,-0.21488752151403345,-0.10772880527191865,-0.11583362356539148,-0.04155100584808341,-0.09712689353418821
TAE-684,0.5,-0.09625377720509946,-0.1575209168643641,-0.23219575728357222,-0.37570899766052,-0.12989910900737717,-0.12029466948080643,-0.03671314122670583,-0.1258837406122704
TAE-684,0.85,-0.10776698390410744,-0.18862000690252145,-0.4155111514520221,-0.6142229287190444,-0.1612290397315957,-0.16346489624105262,-0.07063240200576086,-0.2078583845200075
TAE-684,1,-0.11320539030765366,-0.22405610809706888,-0.4310085545287191,-0.6192553828540649,-0.17071327232956476,-0.1613113084614016,-0.12411257468195568,-0.21927144514862104
TAK-715,0,-0.09069519914689245,-0.1252214260694185,-0.12075530171536179,-0.09294508774663904,-0.1398953250456675,-0.14500757635452036,-0.06832641905422387,-0.17161896334687501
TAK-715,0.26,-0.09328317435646431,-0.1496057733553566,-0.2050013299529012,-0.16842448781957442,-0.1611976321333937,-0.1631310490030682,-0.0816145637765895,-0.19395912405955795
TAK-715,0.5,-0.09503012866656706,-0.17823157586991883,-0.27380205002196856,-0.359829165495069,-0.18744076210127356,-0.18412778158838558,-0.09770735918220047,-0.21468760717760063
TAK-715,0.85,-0.1023250842330197,-0.1947111526394629,-0.5351120036772339,-0.47223505823432976,-0.22270505002679203,-0.22243094848934272,-0.13570646114202525,-0.3066424867900466
TAK-715,1,-0.09775990530983392,-0.24340228673135622,-0.5415902032557913,-0.48033820149662976,-0.2025941222749101,-0.23370020424767968,-0.17589925270538628,-0.3745885352776083
Troglitazone,0,-0.07968269334033176,-0.02160547909811719,-0.11417215105928656,-0.10123353250172767,-0.1354006178265161,-0.14629406834018144,-0.06769441337240713,-0.1683381608720772
Troglitazone,0.26,-0.08870528959701174,-0.020697404700296178,-0.1777394515014905,-0.14499623962582506,-0.1593032114793496,-0.17339951775916457,-0.08849574260061834,-0.19278455019658325
Troglitazone,0.5,-0.09368735152695049,-0.03601825911165616,-0.24553014009176544,-0.36481020133579795,-0.20985488872499786,-0.18976635064059028,-0.10237882848016974,-0.23295856309486349
Troglitazone,0.85,-0.12187490175381639,-0.08088341311978275,-0.42617577666021356,-0.5342520657588828,-0.25479966707456636,-0.20698096665685584,-0.18063474675005792,-0.25542334603497036
Troglitazone,1,-0.11856651309342361,-0.08602722723371153,-0.43291077998018673,-0.5864579796306277,-0.25132778583547494,-0.18926455080226956,-0.2294083556314383,-0.2600292244233793
Valsartan,0,-0.09927739744549292,-0.10044432169937477,-0.09627823102125639,-0.07918648283139924,-0.10849825301366883,-0.10097350706326344,-0.07502119205713392,-0.17499846932462507
Valsartan,0.26,-0.09595124074986867,-0.12347744781390034,-0.20446426473659315,-0.20257360687202908,-0.12155337683838603,-0.10609390097930183,-0.09953776572412933,-0.2048177173128521
Valsartan,0.5,-0.10025758484667903,-0.13057208064696557,-0.4168343961621127,-0.24306668710549492,-0.12098361490982198,-0.12390233112518788,-0.13535264165027402,-0.24420817795166178
Valsartan,0.85,-0.11403535001471864,-0.15861709840769667,-0.627470507775691,-0.45399709842703234,-0.10153884709004243,-0.11283972342408119,-0.22112122252652153,-0.3068300872288044
Valsartan,1,-0.11972317134743923,-0.18196586981381366,-0.6625686319686463,-0.4599622254086768,-0.09628972726688062,-0.12715658687316259,-0.2361207133395419,-0.3135892549755438
Veliparib,0,-0.07171635308090249,-0.07397733500128915,-0.0941763930952774,-0.15931364525705627,-0.13126525718699764,-0.13839644850468558,-0.047192092481738265,-0.16414916804694746
Veliparib,0.26,-0.07032532649893716,-0.07410439802825043,-0.15579112713377752,-0.24933114681396387,-0.15930715112627425,-0.16253906059244377,-0.05347326004349327,-0.1907232400670264
Veliparib,0.5,-0.07468679955480224,-0.090348008083433,-0.3447699227996382,-0.3507951487401943,-0.19500930181528578,-0.1928155271192491,-0.06231267586473847,-0.22829187223878267
Veliparib,0.85,-0.07975887530951475,-0.12078573352998338,-0.5935476121456481,-0.5063171021608652,-0.19427688090156328,-0.22051446745665973,-0.11629369325250719,-0.27707952372053224
Veliparib,1,-0.08165382480307201,-0.12697109446806848,-0.5962455476417381,-0.5531538317614993,-0.22766789030116913,-0.2343372205543505,-0.15300601139781383,-0.2910694198622067
vincristine,0,-0.0689529101740265,-0.0761316077833795,-0.01918614671113935,-0.110893950967839,0.03813436339046885,0.014416283344383003,-0.02755964016589316,0.03633995791349822
vincristine,0.26,-0.07669474122755002,-0.09579054766237606,-0.11607380510047206,-0.16625357187644885,0.04129202230738173,0.01957936304114691,-0.03747058391982186,0.041856789960340694
vincristine,0.5,-0.07224584122116232,-0.08384765145724675,-0.1537797211905615,-0.31726521392324136,0.04076979526629518,0.01559649845179985,-0.039441356434996945,0.03289902012851708
vincristine,0.85,-0.08622698901829118,-0.10130944050755741,-0.4094162825574594,-0.5373269759852397,5.065931164382628e-4,-0.008376005641757072,-0.09096506083989206,0.04246210953685584
vincristine,1,-0.09284877707296417,-0.10974835932601731,-0.5212169795718115,-0.5726457444837383,-0.02669093116053465,-0.005407782649525898,-0.12866293521836458,0.0381219003148702
Vorinostat,0,-0.08308195578479036,-0.11068990530522023,-0.11346208206920659,-0.11715695119223417,-0.12382810061003187,-0.11707792574776935,-0.07588425918648904,-0.18137688338069488
Vorinostat,0.26,-0.09333778969951681,-0.14077670182788374,-0.2183988857360117,-0.256093254751421,-0.14633557894716662,-0.13389989166570465,-0.08928550363952299,-0.20776209065449763
Vorinostat,0.5,-0.0920834788021413,-0.2115274627341158,-0.38517930809984585,-0.4720197485309725,-0.19723140954713833,-0.15393117090908434,-0.10737613577159455,-0.24578082598872983
Vorinostat,0.85,-0.11012141321206738,-0.21126022558344643,-0.573753646429411,-0.6279136767759553,-0.19825678697784893,-0.1761078131273272,-0.2551894878269351,-0.3186751494459006
Vorinostat,1,-0.10639579925527357,-0.2537568713996602,-0.6759532031364414,-0.6681148355183556,-0.25423552606220123,-0.22301173573515812,-0.3005430323718337,-0.32159253867616194
VX-745,0,-0.0729499321154831,-0.11717858505306145,-0.09785106016971838,-0.051621169519574024,-0.07531779751306528,-0.07480316901913345,-0.029490913010672776,-0.15296252694524212
VX-745,0.26,-0.07278960016857577,-0.1413326592170361,-0.22924099012552202,-0.12576870608102259,-0.10057294200894941,-0.08957729231832813,-0.03251081973869113,-0.17308893492545546
VX-745,0.5,-0.07408970353309148,-0.14048993744177823,-0.36729076655259363,-0.2406378568725982,-0.11537074146806187,-0.09825993768265993,-0.04519686568861897,-0.1999147988769343
VX-745,0.85,-0.08909856312415841,-0.15807207304324902,-0.5647121749367185,-0.4488607975660276,-0.2043581215661882,-0.12179682238090246,-0.07089615230721881,-0.29565601417697746
VX-745,1,-0.08715664924096107,-0.1798789793708456,-0.7064126552555657,-0.42714975606278693,-0.19489925092931637,-0.13745969920249704,-0.13988459802658357,-0.2721020170981698
Withaferin A,0,-0.11344842937217733,-0.09428397024038089,-0.08745839857819991,-0.1509381568530073,-0.11254420296631074,-0.13135243609329042,-0.05291901419505658,-0.0781975007754311
Withaferin A,0.26,-0.10880191826483064,-0.1111674585136936,-0.18945846875469666,-0.2576113859961595,-0.12624389002631037,-0.1466169334427008,-0.07128428161625637,-0.09254385053181559
Withaferin A,0.5,-0.11514709070768185,-0.1342185063839046,-0.31116452159584385,-0.4898280932516398,-0.14853420792308716,-0.15784040013164238,-0.07061443447433455,-0.12155470080877545
Withaferin A,0.85,-0.11829865235799579,-0.14805758642481245,-0.5887080742642984,-0.706247626452238,-0.13217011203408757,-0.19263303301628024,-0.15203368786732377,-0.1847535030844305
Withaferin A,1,-0.11922140222696652,-0.16658378965875237,-0.7088077349217891,-0.7357383659517425,-0.16084605839128363,-0.18141506713625755,-0.22077623476732672,-0.17962333623142795
Wortmannin,0,-0.11550325000214114,-0.18814015768393455,-0.12786200288832575,-0.19537969831019564,-0.13542189042256086,-0.16327767828689216,-0.06878738952862264,-0.17263177424531145
Wortmannin,0.26,-0.10371551538774157,-0.22020442207530427,-0.25469113607748134,-0.3131270167206871,-0.16046585485669845,-0.1866145648289114,-0.07503716723642075,-0.19789060325351396
Wortmannin,0.5,-0.10368028543702568,-0.2638385472793133,-0.4071099633874975,-0.44881150125026753,-0.17751792670848973,-0.2114142980336451,-0.09290384125063,-0.2103483973664427
Wortmannin,0.85,-0.099773167572216645,-0.3056419276732041,-0.6208615204667801,-0.6762856039708827,-0.20839386278164243,-0.19530724806961636,-0.16297244780838888,-0.23426992947382633
Wortmannin,1,-0.10096278956344548,-0.31759671370207243,-0.6459935053711502,-0.6889596327054354,-0.22443285977756425,-0.21185937254141643,-0.2187155061757706,-0.24417687831575297
