perturbagen,threshold,mean_m,mean_c,mean_n1,mean_a2,mean_a3,mean_ap,mean_a4,mean_c5
Entinostat,0.85,0.0019704443454049716,-0.06901863685177308,-0.08163904242745042,-0.06709399370744987,0.22457081354191674,0.2056332152467735,0.003446772046225559,0.21570658655548217
Entinostat,1,0.0055326760846793775,-0.07986910185123049,-0.10844888145023912,-0.05017916796660457,0.22832019547855148,0.21379099825296174,0.0023534167576359432,0.22664798079846682
Everolimus,0,-0.014082960079971158,-0.056806480961451564,-0.013479256010859194,-0.05760972972588786,0.04729844014013459,0.02482308735066675,0.027755297507496425,0.09865764465372408
Everolimus,0.26,-0.021482912115718556,-0.06225983139163472,-0.017310404478323663,-0.10382324485409328,0.05596439664560974,0.028862476160657936,0.037722367586641575,0.11706488978072954
Everolimus,0.5,-0.01995912643999807,-0.07037184751765942,-0.0064241989742676395,-0.08391088128088027,0.05122058146273634,0.03589379499828722,0.04114193541542139,0.14138073960044362
Everolimus,0.85,-0.011935291502901313,-0.08203331636611816,-0.04590193530075014,-0.13606697097331633,0.04246961624900115,0.03390884484567536,0.046524544884354,0.17089419219639643
Everolimus,1,-0.01139205949003846,-0.08246385512971316,-0.04148184809031946,-0.1594796474181843,0.04808891404130231,0.029025736703902415,0.050597185402070644,0.18698773477298097
Flufenamic acid,0,-0.005559803606462268,-0.02541786749319104,-0.008523796541838973,0.03137941170072386,0.003771704644085642,0.01261873046937452,0.010916142858954155,0.02984789587920917
Flufenamic acid,0.26,-0.009074554534959227,-0.02982752242797761,-0.003675483567979291,0.005419817341768198,0.0054502344856429685,0.013548404867015688,0.010885665088657423,0.03466552556404072
Flufenamic acid,0.5,-0.012989082089612023,-0.03288603455620663,0.008816778835757906,0.031855304702480686,-3.81284814295481e-4,0.013065733508618,0.008643520354232903,0.03916686337184372
Flufenamic acid,0.85,-0.014599363478731073,-0.04883061560240983,-0.030747097853300574,0.006843202321376955,-0.015295492882490729,0.00977168809997217,-0.01136304305860077,0.04812878168166124
Flufenamic acid,1,-0.020040830895193592,-0.04042262828174333,0.008266766791532477,-0.04285515101854587,-0.016466230947037353,0.0197853811612684,-0.03334455029869815,0.05331911215718544
Flutamide,0,-0.06228307746755687,-0.016902873559336912,-9.849637881711448e-4,-0.011158978562052252,0.031371760083127274,0.024567585982747456,0.036016735557795956,0.05678613998863754
Flutamide,0.26,-0.06283027598832364,-0.023485816916443678,-0.01154664623765091,-0.01144289293162268,0.03949702474284421,0.028732325937713268,0.04086431123517853,0.068596716313716
Flutamide,0.5,-0.06817439202718727,-0.028248235345419485,-0.0021878038841058995,-0.011098689779702596,0.05520556134656616,0.03484644239221709,0.04731940314199322,0.08081917811838342
Flutamide,0.85,-0.06953849992990234,-0.035779859406105514,-0.04848554822185657,-0.07772615109272679,0.06786328196592195,0.06060157922532638,0.036567884142543486,0.09145565581135842
Flutamide,1,-0.07249864341574677,-0.034267275605803775,-0.055002168906476016,-0.07520681795598966,0.07392758596572468,0.06625313628240684,0.023521341213771012,0.082164825636739
Foretinib,0,-0.028633596254519954,-0.05326942502352163,-0.01183145093937189,-0.017028528536994495,0.05046177789909999,0.03975928774702567,0.02016316926752681,0.08462657885392919
Foretinib,0.26,-0.0291640746483702,-0.06117999830758765,-0.028136258361715228,-0.043132497384658935,0.05758604496063995,0.044886813685164645,0.023608009873368644,0.09840182967243127
Foretinib,0.5,-0.03109436426058927,-0.0721619892735777,-0.003645397297752563,3.1086685076280285e-4,0.06211785382870347,0.050237783963627845,0.022747960807275504,0.1109579946352992
Foretinib,0.85,-0.03218705921382476,-0.07753232689887271,-0.04327396044965712,-0.0861557930595273,0.06268620519171632,0.056307021519969365,-0.0033585624186899055,0.11779344303101898
Foretinib,1,-0.03005187182746128,-0.08269732146951754,-0.07725462302664558,-0.06572064720866459,0.0705470172198663,0.0682350247459924,-0.010496394300373706,0.12334776635191373
Gefitinib,0,-0.0021137852426238238,0.0028186938810184636,-0.010971785711505457,0.017506196238446944,0.02994187056460301,0.03188204318273771,-0.003959734301692908,0.02360736745964636
Gefitinib,0.26,-0.00824549721020562,0.0022051131710063604,-0.018209657688573574,0.0326044766470299,0.03522819173007318,0.03561140772756608,-0.0030169012184553343,0.028932766080662645
Gefitinib,0.5,-0.009751489683107344,0.0036513178148991593,-0.02180344810157884,0.016125031022904853,0.03836839449398232,0.03706622823071023,-0.00426969257820012,0.0303366175900848
Gefitinib,0.85,-0.014639328218961266,-0.007689552385588073,-0.0040645064025399795,0.0026643960692798677,0.049450299780578875,0.05747121417014394,-0.0021288435597173264,0.025132558680341175
Gefitinib,1,-0.014540023501526805,-0.0015581518589346257,-0.011297967821675926,0.01171844924290386,0.034942583208660505,0.05286140754902085,-0.009460313075064303,0.03599787294772407
Gemcitabine,0,0.01563582810887976,-0.05740026282611131,0.0025463140156472735,-0.025068372321184293,0.0827118926435736,0.06604965874504086,-0.033966875757875,0.10176790537867084
Gemcitabine,0.26,0.012690823536646361,-0.0798323706322925,0.00739556120590342,-0.04681165199485912,0.10006210498807162,0.0747611958953281,-0.03975720501614416,0.11936099655106132
Gemcitabine,0.5,0.010684835753835798,-0.09575282018512653,0.034724361933862344,0.0430150468154538,0.11058145632716285,0.08887318493144732,-0.04575956060660672,0.14725664100847044
Gemcitabine,0.85,0.009570717332040827,-0.12257292607152684,-0.0017510178691571437,0.03477935787343716,0.14232820327128837,0.12013775736664535,-0.060620987656430224,0.19621049150169687
Gemcitabine,1,0.011734496496393059,-0.12207265722886404,-0.021713646674589842,0.04288727929459992,0.15193881256451505,0.13734656546667548,-0.05772535745210043,0.20458327441400787
Genistein,0,-0.00511795163842415,-0.013919489758428959,-0.010103168772431585,0.003586092268092449,0.0044309584785650145,0.005021915868095556,0.008324740337060274,0.00883393369033688
Genistein,0.26,-0.00993783066401026,-0.013468986648041912,-0.02746854216097979,0.022112201160494224,0.004618759300493689,0.004100425385702784,0.012688389366544825,0.01156675341636868
Genistein,0.5,-0.012648937588709148,-0.015615064293826945,0.009806404606480733,0.021304994056720403,0.010646126355980837,0.006040584825288873,0.017092132402391578,0.014394703071252873
Genistein,0.85,-0.012951290471152805,-0.045438444922174595,-0.01724905486898941,-0.0472617372017081,0.011217327166886474,0.021730684879525362,0.008677536175005706,0.022501497494678984
Genistein,1,-0.011381040744027213,-0.047659574040361224,-0.004358311883346759,-0.0032560703688938094,0.014634869021060311,0.030757727664451083,-5.259929926634728e-4,0.014468631342633417
GF-109203,0,-0.014044383849800909,-0.010074357629141367,0.01425048965174701,-0.05462249765987051,-0.06949496539997722,-0.07815866018085595,-0.01537591569418943,-0.05231591155612106
GF-109203,0.26,-0.012064798126087996,-0.004529573844193052,0.006717603351900818,-0.043756501596774654,-0.07808764616945953,-0.08925305445024652,-0.018156653848372017,-0.0596552337827895
GF-109203,0.5,-0.0028967699033010845,-0.016323910367104538,-0.0026329396147225523,0.008571871589015212,-0.0855027530417427,-0.09325976044386124,-0.023665946324958033,-0.0689775448928788
GF-109203,0.85,-0.003936393136277759,-0.027066492909429037,-0.05334442861348138,-0.04209492574146183,-0.07276515532589153,-0.0905577499027751,-0.03813022193579524,-0.07010446433233503
GF-109203,1,-0.006348341901956009,-0.024555399904594686,-0.04183668179778634,-0.03361121376955655,-0.07236513249991235,-0.06299054314009528,-0.04435707426308086,-0.07591888757751776
GSK 1059615,0,-0.025717682515093314,-0.05127991986317227,-0.01691856946908604,-0.01474641614523068,0.08202780392704687,0.06857174466422176,0.05917724140925345,0.10203411326288421
GSK 1059615,0.26,-0.029877197135953572,-0.05190369277615574,-0.026614164218026468,-0.026280979648564844,0.09527352063913305,0.08051669715747653,0.07208471861560711,0.12172839049911026
GSK 1059615,0.5,-0.024989357445287404,-0.056413341220655805,-0.04151958577134547,0.029883389728791704,0.10083373325410856,0.09298762790745278,0.08399303930435045,0.14082139815713174
GSK 1059615,0.85,-0.02243120467703629,-0.05489743899632905,-0.02260422998318005,0.037278535000809264,0.099546004400429,0.09771155281476773,0.09985130892104994,0.14875346037231982
GSK 1059615,1,-0.019929577461783345,-0.051034671704208154,-0.03669846916900501,0.044184119677769834,0.10836159932551999,0.10846017436273674,0.10376375901907171,0.16331244368463524
GSK J4,0,-0.018967142573889813,-0.016022109879868615,0.01634593615479916,-0.0042516451532248955,0.06223414834640154,0.054108277134706693,0.03715560876418126,0.1448872051497814
GSK J4,0.26,-0.015876540274716286,-0.031257114111238264,0.011426141091846063,0.012075480375688482,0.0764983394683325,0.06571593953887919,0.04347045385936983,0.1714456300013068
GSK J4,0.5,-0.015914428273194125,-0.03313740152970012,0.04791630640758687,0.15109380572802636,0.09422418423173269,0.08049008845925724,0.04935731517176199,0.19824332370721706
GSK J4,0.85,-0.013139533663694107,-0.03059691834871059,0.011398706086496974,0.11337164162285708,0.09247237282348328,0.09492991945950956,0.034586133080733474,0.24052226107869282
GSK J4,1,-0.004338008685552774,-0.02695285516682606,0.04827910924132879,0.11388904627422619,0.10328162700007336,0.108881594243467,0.03260580829832829,0.2490064169414632
GSK-1070916,0,-0.003815465978758271,-0.04783605979747599,-0.025904141350864367,-0.019769709885038716,0.08234339403245272,0.06731820822507494,0.027456946960347662,0.09536450631993149
GSK-1070916,0.26,-0.0075363716672994414,-0.05986457805081732,-0.04040963895482055,-0.05003873659765839,0.09357980554192322,0.0772646146482045,0.03514838547406107,0.1122314740209252
GSK-1070916,0.5,-0.007930938665060614,-0.06987767496220539,-0.01943831423111077,-0.05003460187843496,0.09860393388041958,0.0842420365732516,0.039174662344961184,0.13232928367778463
GSK-1070916,0.85,-0.0062893590898921185,-0.060406330723754134,-0.03883814113710238,-0.10910719047657147,0.11190692927998545,0.10101977768862418,0.035876349236659943,0.13561395901696652
GSK-1070916,1,-0.005514927510579984,-0.07075612656679355,-0.0707247479643765,-0.14257863063722703,0.12569471182368672,0.11742386569957977,0.043564808931834474,0.13352010140163584
GSK-3 Inhibitor IX,0,1.5179540453825154e-5,0.034638280799661685,0.033689733587387985,-0.018551208998774108,0.012154845840532587,0.005239680356951541,0.03619806584012272,0.024551286674141984
GSK-3 Inhibitor IX,0.26,-0.0052504094529192144,0.053825538722056226,0.04446592450236494,-0.016924705730195992,0.019583488244693113,0.006472267184282904,0.04571608126116647,0.0324571374515569
GSK-3 Inhibitor IX,0.5,0.006407898886004007,0.06531675699440781,0.021125835020652985,-0.09966054266829662,0.03499625141433521,0.01414619220213654,0.060582825498437666,0.041798358240460735
GSK-3 Inhibitor IX,0.85,0.009666439419591033,0.08006778974685397,0.0032068413649660238,-0.16206256258133145,0.07452628129373291,0.04716116064810414,0.09221114291862388,0.07533555358655405
GSK-3 Inhibitor IX,1,0.01145114237575559,0.08927259698555338,-0.08067934535164152,-0.1461376926267186,0.09305116701130309,0.0693694784869993,0.11060475986537832,0.09658455186331759
GSK-461364,0,-0.025482328891740777,-0.00589874915715701,0.005856019889686547,-0.03931032183683662,0.006596204711164938,-0.005890937173322853,0.021300802578150993,3.083725843970135e-5
GSK-461364,0.26,-0.0292155175847958,0.01124409931775269,-0.02326027181904792,-0.05007516278549341,0.005021901100785291,-0.008708945030533299,0.022224981240708562,-0.0014828740135608956
GSK-461364,0.5,-0.02207345694979891,0.021530478464585175,-0.08298716436834941,-0.0792492938199506,0.004294518487771954,-0.012510014742459897,0.030965331792774532,-0.0065953698365918455
GSK-461364,0.85,-0.023637360634568075,0.04125095999075622,-0.10725558623848622,-0.11209968108680905,0.013143020240839246,-0.014902222491892912,0.051543375901621016,-0.01710304551547901
GSK-461364,1,-0.02038708875900035,0.03704233867342972,-0.10323905318186505,-0.09629264710185374,-0.004523031084941787,-0.00963700987505764,0.05544949815860981,-0.03241499778291568
GW843682X,0,-0.0295645341977483,-0.004323689902820644,0.048183486004527716,-0.038431519912149,0.07045667932954083,0.05115070396694923,0.02639609118941551,0.06440696392564171
GW843682X,0.26,-0.0310174129483244,0.006142040100633784,0.05290666081573004,-0.025551662248867752,0.08525825982968417,0.062047608608035834,0.030936344597024112,0.0745480548644847
GW843682X,0.5,-0.022085600211908543,0.014946418983785029,0.01129051946919462,-0.06868809390000369,0.1177119071597512,0.07578850162157452,0.047790039258610355,0.08667483674478205
GW843682X,0.85,-0.020728897823945627,0.006798542071436901,0.021254301322447097,-0.13023497874658269,0.1636747515569489,0.1178299685123387,0.05725356077739376,0.11196427670258849
GW843682X,1,-0.019355704760842817,0.013131515435788419,0.03310673097477708,-0.16029966778531274,0.18560024943341716,0.13637582170452908,0.05550202910341397,0.11480880763958655
HG-14-10-04,0,-0.015807929730757196,-0.05803458714183825,-0.015425218387426987,-0.013490475969743738,0.06664344680319903,0.0552584846216245,0.043400695644848136,0.13079626494274024
HG-14-10-04,0.26,-0.015576496962411328,-0.07414794478128975,-0.02635126826725317,-0.05174629227294218,0.08005202716002309,0.06507810629439502,0.05108055016030582,0.15142559215683746
HG-14-10-04,0.5,-0.0160839595414595,-0.08723732752460243,-0.04331995552047231,-0.011372692553519222,0.08598836200079403,0.07879959605772223,0.05325087771105063,0.17082436831909492
HG-14-10-04,0.85,-0.02145860524739674,-0.08949800615286663,-0.10505630757898402,-0.10016048177649355,0.06219594944198821,0.060940140775823846,0.05273214082514212,0.18710801680943392
HG-14-10-04,1,-0.017012198212770932,-0.0977067138128144,-0.1506388010875309,-0.1209162278092529,0.0652340832881229,0.0693270783916608,0.05948953246263666,0.1868435534345421
Idebenone,0,0.007593855878233886,-0.016370634698558692,-0.016867970744038112,-0.042155123428265544,0.05699680868159885,0.03802770797846875,0.013480045250768043,0.0720899573512724
Idebenone,0.26,0.006699828927097396,-0.03053993742166491,-0.03950614308530052,-0.08153244974554007,0.07069672413664292,0.04588546043101602,0.020021189972608783,0.08327058323981525
Idebenone,0.5,0.0019316962508277007,-0.05023205725127772,-0.03479845393056899,-0.150580153831031,0.08724982124754038,0.06071836299289528,0.02211756070040706,0.09936394697369422
Idebenone,0.85,-8.424634404233567e-4,-0.05107555028699769,-0.04561493665956002,-0.20334521665106614,0.12063068756835389,0.09230828866173707,0.03809334785386277,0.1319628980196303
Idebenone,1,0.001983020565769966,-0.057300052714406274,-0.06336611944750539,-0.22479942082836585,0.14481469288953366,0.10996790244526371,0.03857568702212313,0.14107629078535208
Idelalisib,0,-0.014313701728629153,-0.004594460361335732,-0.0156466080804229,-0.03495256107863089,-0.029313312555892396,-0.03651274284355161,0.011962960969036531,0.00907412108466263
Idelalisib,0.26,-0.015307577280946059,0.004314303432713815,-0.03139539948816316,-0.055063116859337895,-0.03538995672479868,-0.04219850495290472,0.013196324387247434,0.011519244515175905
Idelalisib,0.5,-0.01763456995286131,-0.0022036722457148333,-0.034407450608574974,0.011782265331356423,-0.046412333794838216,-0.04898110496417144,0.01446098482157138,0.011421003491143987
Idelalisib,0.85,-0.019937994392500578,0.0012635419834486834,-0.030741207527871215,0.03759795166748898,-0.04290269599016975,-0.04746661453754122,0.015216999812599276,0.002493681512269763
Idelalisib,1,-0.01660909065021464,0.007100002430401848,0.003946913071625267,0.09904319531626776,-0.043473989242806196,-0.03450870456969175,0.014950861598786338,-0.004427225105486447
Ivermectin,0,0.03508172546362925,-0.03752875396345565,0.010379802947007794,-9.896016178482464e-4,0.18725183284139563,0.16619607383413446,0.03442466842837387,0.1695636404576878
Ivermectin,0.26,0.03603963654005764,-0.04570542111500507,0.005210125445386242,-0.00397793377707372,0.2100650445337575,0.18507415402333055,0.042396913217389386,0.1895659944903251
Ivermectin,0.5,0.03308757223862411,-0.04922919447269503,0.001933719800204237,0.05150750982217195,0.23440681311538225,0.2028933211197476,0.04435983528952314,0.21197151805200218
Ivermectin,0.85,0.03599286801380473,-0.07075398951232657,0.01449595910101536,0.10508839392373356,0.25999125220401875,0.23887107155627713,0.03679900245364458,0.24535911833417323
Ivermectin,1,0.03396198747557863,-0.08258953102241402,-0.026797875968423753,0.0757587504919226,0.2738158161475975,0.24885442254841686,0.026065031007316622,0.2536363303571976
Ketorolac,0,0.012267599257065647,0.007491472787547971,-0.014010361825717885,0.04255053273568087,0.04407172838656308,0.05192928223640158,0.03353874299690641,0.04855358411125466
Ketorolac,0.26,0.00511106154265263,0.008094534600211872,-0.015498876203130965,0.04531433678197028,0.054120927524301754,0.06112264267343778,0.04619673804309767,0.06129241858543591
Ketorolac,0.5,0.006203202578199318,0.005548212682863517,0.02171875397504136,0.0638405818724312,0.06979076977824937,0.06569006558845791,0.054395969481040314,0.06998974959901073
Ketorolac,0.85,0.006442164892307948,-0.005731709745139121,0.06537919548792874,0.017019981924940628,0.08243025207329245,0.08786963023274674,0.07024881680565631,0.10074269262719221
Ketorolac,1,0.013678886236727155,0.0023140502404179327,0.06443338298438267,0.04158352810275531,0.07502686725178875,0.09682594662083538,0.07557025788204925,0.10549616464566235
Lapatinib,0,-0.005109911919070422,0.01878531305108452,-7.450140683138391e-4,0.017602398979999264,0.012833709416954234,0.016701715007485834,-0.00501408894756245,0.0033244837604779103
Lapatinib,0.26,-0.009060128350312531,0.02794570051483931,-0.0022634374714331994,0.029667264281466127,0.016349902079266544,0.017635110312528637,-0.004957368749170183,0.006150289962177591
Lapatinib,0.5,-0.00991038744328398,0.03793724120204899,-0.0010153138374300406,0.0143654364577041,0.019319315454722097,0.018314040621135633,-0.007763298532035981,0.0034100980682336833
Lapatinib,0.85,-0.012889148600682125,0.04199368249479459,0.04080087048885884,-0.011037914089458227,0.029133493553902524,0.03253350492481879,-0.021364361233801758,-0.020833059789374664
Lapatinib,1,-0.01040318130507621,0.051475206638223546,0.03335539000575871,0.019325900667664278,0.015520983423142757,0.03218558866335674,-0.028580326981133598,-0.020223767135450234
Linsitinib,0,0.0025938796522571384,-0.014904993148038776,-0.026535548872104343,0.007169431782774393,0.08648807311742719,0.07908350756109424,0.025503253500020803,0.11226589291301395
Linsitinib,0.26,-0.002088728311976092,-0.02058475894432198,-0.04291805769843861,-0.022592936008072342,0.10272924393907376,0.09054577673841782,0.030140626311671043,0.13149127454897938
Linsitinib,0.5,-6.659033825591517e-4,-0.022307296886883765,-0.0600506180195743,-0.023662176869799247,0.10472480359654923,0.09958428025969895,0.035830741173953067,0.1507624811872998
Linsitinib,0.85,-0.0038735210381432563,-0.029953924446938947,-0.06264294404378637,-0.0443062154281746,0.10181830511132535,0.10153031303347002,0.019605226565310253,0.1694769867615234
Linsitinib,1,-0.003689705601486751,-0.024948755595146904,-0.08663638100194958,-0.08045379802302997,0.11656567567725416,0.10820852666102528,0.021445844202991615,0.19533659492666122
Maprotiline,0,-0.013075964003199388,-0.019082777122513807,0.006829305978155065,-0.026321259093727074,0.04312696266135906,0.03045396692197599,-0.011039499939368161,0.04937991357399113
Maprotiline,0.26,-0.015703197396434897,-0.023569939464077126,0.012458644566930929,-0.03515712713874985,0.05218413113074191,0.034615853083845544,-0.01526706830137053,0.05867210552206537
Maprotiline,0.5,-0.015346285921730221,-0.03889579817098538,0.003030977102108128,0.05424199590574367,0.057403754475750406,0.04394453134022918,-0.021887055393463157,0.0644055148254614
Maprotiline,0.85,-0.011656067964514155,-0.03916175120155018,-0.034087091437017415,0.07036075607904715,0.06642783023949016,0.04927121678734241,-0.03977425429073792,0.04797405626862597
Maprotiline,1,-0.01126284234825827,-0.04818664033957253,-0.032958993497430034,0.0936832272936177,0.06079137647959678,0.07118613264623334,-0.046400509208364124,0.045716611886178767
Mebendazole,0,-0.023413585144308618,-0.028287774491771948,0.06836920965844992,-0.05987113970371876,0.06072483218811718,0.03608072275359964,0.029806000310252947,0.09411859597346163
Mebendazole,0.26,-0.022809255991183087,-0.027448170562242746,0.08759729794584567,-0.04799385912786389,0.07672146310493783,0.04630742923820453,0.03555155807426585,0.10916499512415834
Mebendazole,0.5,-0.009840484419525205,-0.036238762856174035,0.09786812804093221,-0.05660075151604006,0.10371151381013931,0.06187484379940298,0.05316593445249473,0.12369973601644833
Mebendazole,0.85,-0.0032705289068684553,-0.0430983893212286,0.05066387723858394,-0.14781575590783516,0.1556863656703139,0.1025425165301158,0.07219513228917958,0.15314278416049026
Mebendazole,1,-0.0029538350958151767,-0.030343380700732128,-0.04058602838567231,-0.13072445152107426,0.1748368279660116,0.13169576239687408,0.0825970142350981,0.1602798485841994
Meclofenamic acid,0,-0.02951719219836641,-0.023533382782183584,-0.027007096933342696,-0.01535283984265001,0.014291801756051882,0.008108427537826427,0.004408096722668759,0.05024449571046883
Meclofenamic acid,0.26,-0.033372372666845875,-0.025204101761175938,-0.055699753497142734,-0.08162136048431352,0.01973468496824084,0.008777895868476451,0.0055144966952470455,0.0573418491766988
Meclofenamic acid,0.5,-0.03935123602953543,-0.029955855701844128,-0.07859541108909131,-0.09022148446395803,0.02046691541778652,0.01026615198034758,-0.00323452674276722,0.06673251978953845
Meclofenamic acid,0.85,-0.036696010366464867,-0.05401241738331901,-0.10750548619653265,-0.21750128158462584,0.0020454040020666782,-0.010963718732894924,-0.04256533986601089,0.07456935051096268
Meclofenamic acid,1,-0.03921043423969839,-0.0558472248319175,-0.10544774945804083,-0.2837907642812013,-0.0045534955076561015,-0.012438754380419,-0.06221184711800671,0.0663660575950092
Menadione,0,-0.0022374919007370608,-0.011445615461488994,0.017306580569566694,-0.016026137580871548,0.03676004473634691,0.02790799450429774,0.031611877499739684,0.07473550975274916
Menadione,0.26,-0.00732710766499233,-0.011288144215111559,0.026530499116543975,-0.009553477048466836,0.044498610464013856,0.031847949428259276,0.0375399086571853,0.08620760947111678
Menadione,0.5,-4.381018634520143e-4,-0.014776396032111503,0.016150471364733132,0.017253928469981635,0.052225242077991625,0.036686037075130205,0.05024830599113988,0.0980196253819066
Menadione,0.85,-0.001293630994087604,-0.0218221821076226,-0.004101614791777313,-0.014949870767382304,0.07959654983770764,0.06561299309495927,0.05766288269196624,0.11019199068566218
Menadione,1,0.0020214698943466745,-0.024958017423747883,-0.07013812593468699,-0.0033054858080293127,0.0907997744707824,0.07955674349366364,0.07037448037068232,0.1265784400894037
Mepivacaine,0,-0.058367650971188824,-0.004633951485599918,-0.006043461419096756,-0.0373127126197522,4.917114014447523e-4,-0.010722248018881572,0.036911185037676666,0.04352645438099034
Mepivacaine,0.26,-0.06191410397153736,-0.012581448945425462,-0.026400451818684653,-0.11370595341014983,2.4067349114759628e-4,-0.014180389057226912,0.043792747947750926,0.052195127763537914
Mepivacaine,0.5,-0.06679048629382761,-0.010405918041703316,-0.0663737742584542,-0.15054463817565172,0.0036665150092204265,-0.016983298404987815,0.05537619136049347,0.06414409279867371
Mepivacaine,0.85,-0.06485775902779395,-0.02718735098728533,-0.14982012263521519,-0.2930280840204084,0.011959976050937998,-0.006874968701314038,0.06948910014251351,0.07676890314740521
Mepivacaine,1,-0.07205316760980045,-0.02698980183256944,-0.17863697935533973,-0.2902904042127601,0.0362178798631071,-0.0024180193426519532,0.061357565096076566,0.0801210722141364
MG-132,0,0.016757544050680646,-0.0688397298937677,0.06270836422846192,-0.029880872877680896,0.17175098023886487,0.14384383903958595,0.06940952903387072,0.23224825764099247
MG-132,0.26,0.017086692703332955,-0.07969051130650058,0.09616443508520087,-0.0668587779692834,0.19833787995781355,0.16151858320510357,0.08220401951171806,0.2623638291698907
MG-132,0.5,0.028900445406308543,-0.07198683067035928,0.05242688111690938,0.03824610652250091,0.2216520428281227,0.189122973611002,0.09733974495307796,0.28725573051204994
MG-132,0.85,0.03812078913714167,-0.06715042349664854,0.01072553887491738,0.013676351977726152,0.2849160228208379,0.23954647143076133,0.114960678964393,0.32219825956651676
MG-132,1,0.03761118683453043,-0.06278824598886076,-0.04786860914073227,0.025383925266418337,0.2870581858161117,0.2597034915930067,0.10627593219559632,0.33726511306150053
Minoxidil,0,0.009409762152299592,-0.0043433876056117125,2.2234663755386937e-4,0.015054474612118673,-0.016155624170750008,-0.009840457366292618,-0.0023996470955519895,0.013691791993127521
Minoxidil,0.26,0.011753733401672862,-0.012209861980421986,-7.440145639793578e-4,0.0363496338087849,-0.014724005622956221,-0.009941125121726502,-0.0021525108145590516,0.01608428739795596
Minoxidil,0.5,0.006064467458690737,-0.014463113171103154,0.0065202569479938435,0.05613322251542987,-0.01514236045808116,-0.010773328795144569,-0.002633535498222535,0.014121104731776211
Minoxidil,0.85,0.003997346392379332,-0.03070602147609496,-0.010306601002271947,0.06042920648315617,-0.025332795931245638,-0.014563149632768536,-0.03247219419323454,0.031178901501470138
Minoxidil,1,0.006108336576502736,-0.011676424889965648,-0.04960358846259914,0.09767350029274464,-0.028574724411521105,-0.0013224878226215262,-0.0503744598663245,0.027601459000908827
Mitoxantrone,0,0.014944569669935084,-0.05239348832937728,0.006898736549846457,-0.04108610655122075,0.0933726677325008,0.07071142449666493,-0.04720407338602692,0.09123440054097143
Mitoxantrone,0.26,0.010268650072506758,-0.07585091507720357,-0.002177815057134277,-0.07487002789047027,0.10983757666425041,0.08141330559279321,-0.05530866696287238,0.10389209130460918
Mitoxantrone,0.5,0.007994086577651613,-0.09366446523061828,-0.002539637889844183,0.01114306687534164,0.1321209107024008,0.09523054106744444,-0.059035275020230725,0.12058141017729272
Mitoxantrone,0.85,0.006388446397995474,-0.10369841759015491,-0.10484355317134493,-0.05752453534166898,0.1667488576768182,0.12786505751737234,-0.08991174559049761,0.17890151555437783
Mitoxantrone,1,0.007042316837428547,-0.09565379108068267,-0.08973787529186034,-0.09555578243391105,0.18634555076042061,0.14371404718033703,-0.07838555367542706,0.1905929534541923
MK-2206,0,-0.03026233846267534,-0.041560813877425294,0.015012882559162789,-0.02309444892313564,0.04712543927840651,0.03503377801708118,0.02795806733796189,0.08121540110622698
MK-2206,0.26,-0.03520655815334857,-0.044486677266969823,0.028804706434124295,-0.014489756398780234,0.05636364830669567,0.04249881967774251,0.03259159587048324,0.09734134636374621
MK-2206,0.5,-0.03312552365113761,-0.05443359320186912,0.06726440369554611,0.05937452283460384,0.05732277843886164,0.046484497181353265,0.033981956994413545,0.1083973878613726
MK-2206,0.85,-0.03136525429314182,-0.06330034189580921,0.06323148650508043,0.12708105892314622,0.056547348579441215,0.061954367250940424,0.04791697687571922,0.10405339242555271
MK-2206,1,-0.028589450816826678,-0.06329115241289084,0.052332048666299424,0.13407366655252664,0.0559489679775738,0.07646502727488243,0.0531230760646594,0.11549499891239684
MLN 2238,0,0.08008216754994488,-0.04323326108377741,0.058777976498413535,0.011176284719399349,0.21966060815516578,0.1987183267240612,0.03530271476565413,0.23554934876220254
MLN 2238,0.26,0.08146119678631812,-0.05302261989813899,0.10373505680036928,-0.0061365618993686425,0.24415627209306112,0.21930829699224746,0.04237810591604822,0.2640639796282745
MLN 2238,0.5,0.08924927757818585,-0.046190618093137584,0.07004780931926202,0.08781490653981028,0.2689045723927409,0.23850417362562418,0.05489098523297231,0.29384500295216687
MLN 2238,0.85,0.08984325138882769,-0.061479765521042465,0.06595185259007645,0.061999116658398565,0.32185606166636205,0.2928788310591677,0.05580130717578668,0.34699392745617347
MLN 2238,1,0.09215981429066084,-0.06487787194184888,0.011519988298786223,0.04652419600662026,0.3246572796856669,0.2987557653994543,0.0573073893902301,0.3494722769852141
MLS004683634,0,-0.03098400496681085,-0.03252723664612115,-0.028434944649847634,-0.008878809353596744,0.04182101013787448,0.03455434451599585,0.006893917288620026,0.05331892986914709
MLS004683634,0.26,-0.03103484059560749,-0.03568887929938247,-0.07170519569378404,-0.01363479976098067,0.051212484658978506,0.038809703272438885,0.010119761190633875,0.06261786406089168
MLS004683634,0.5,-0.029828624453862307,-0.03209430303062725,-0.12108370052339863,0.008573390201618812,0.0629730874487241,0.04817336760051351,0.006865594764054076,0.06909849880929497
MLS004683634,0.85,-0.027578686737189516,-0.042251945721128385,-0.23445811868741398,-0.04927539063125529,0.07839451275399807,0.07315079168369082,-0.017153229355974672,0.07298339329634616
