perturbagen,threshold,sd_m,sd_c,sd_n1,sd_a2,sd_a3,sd_ap,sd_a4,sd_c5
Everolimus,1,0.03879618998754826,0.06264154957051084,0.2552269055114464,0.3022316986938179,0.08853071972009682,0.08826676848448715,0.09374869030331012,0.12953390417652175
Flufenamic acid,0,0.0549303016081304,0.038453261031993966,0.027826300857069962,0.06846695557120636,0.03962683362844176,0.05018728400576922,0.048414519296623985,0.07583018468430082
Flufenamic acid,0.26,0.05228936327413561,0.046201446315600796,0.07206966046797764,0.1507359021932293,0.04547447058778199,0.05492395742710299,0.05568872705198028,0.08606752372285022
Flufenamic acid,0.5,0.052004011390005614,0.05872679289269866,0.21083967244745552,0.18264916677305043,0.04934870112790282,0.06174842515302516,0.057876623775397026,0.09914082231150599
Flufenamic acid,0.85,0.0529867220535802,0.03121116854470139,0.29558971854289245,0.22377777291213163,0.06234903894928218,0.0808744043727167,0.04713631110411472,0.10326877594936641
Flufenamic acid,1,0.05177435702841155,0.047657437430962214,0.31219552390112276,0.3512182425697689,0.07114602573915332,0.09296558640674712,0.04927918298381472,0.1075028715593855
Flutamide,0,0.03170782568016458,0.037303604011631034,0.03483440372308799,0.04629467838744669,0.06017862998630553,0.060212172526440934,0.026763872934986055,0.0784419859765168
Flutamide,0.26,0.03076441668578485,0.04051873712409977,0.05807731289757671,0.09378574637967842,0.07050799808528435,0.06867192592149751,0.030223373208948273,0.0914992927973891
Flutamide,0.5,0.032437140642422056,0.045861659202469957,0.11060910612394954,0.20030531514953911,0.08337450915368158,0.08172062593549559,0.038598926908155196,0.1042021670031127
Flutamide,0.85,0.03539911209362283,0.06477784310981967,0.1600516610214628,0.30822046103416795,0.08442290893837116,0.09141194829686695,0.059735970625100186,0.12159347418554822
Flutamide,1,0.03974473282236974,0.0734502141990974,0.19123957127867441,0.39261068245143044,0.08429528382505712,0.09048362683516058,0.07531488345812225,0.1394436262308906
Foretinib,0,0.03570701484827583,0.04002963682997225,0.037718847287793865,0.04893478530579171,0.08580178347575959,0.073818916176065,0.03252879928347615,0.08928444185052732
Foretinib,0.26,0.035014253174218427,0.05205893499765677,0.06776067855095162,0.08565344418767654,0.1005156649489454,0.08524481977986548,0.03826494417614781,0.10252249339261141
Foretinib,0.5,0.034131672980903874,0.06178118935436826,0.11481416304179388,0.11770244006492984,0.11655241597308072,0.10086549220852675,0.0482605630664863,0.11823319940706414
Foretinib,0.85,0.03721507005053347,0.07342269691477354,0.14047761182594792,0.24248228667508936,0.1305543520246172,0.11969687597839566,0.07906326515850191,0.13727287730973495
Foretinib,1,0.03705241245947851,0.07591671226389288,0.15614083842388005,0.2676479765062905,0.14167705129724437,0.12132878482486158,0.09666439131607465,0.13294900137607268
Gefitinib,0,0.03427475576009698,0.041773677759336346,0.04355175664001464,0.05219511900272544,0.07926845647464571,0.07040879469685912,0.02806845759994458,0.09582909511561094
Gefitinib,0.26,0.03721064732656282,0.05355621415053015,0.07429521513270242,0.09341554588959713,0.09523080478119471,0.08185112324105066,0.03498020705127389,0.1119099751477942
Gefitinib,0.5,0.0417419629484343,0.06484099779253344,0.14620384060050837,0.1599422339470916,0.11655939108780254,0.09548341284050789,0.04265159715583341,0.13219647900016648
Gefitinib,0.85,0.04312771328250838,0.08569243276023764,0.22697475290572686,0.2629868687333316,0.13396601399116226,0.11740716445007693,0.07569222102712622,0.16271617773797914
Gefitinib,1,0.04379380133502392,0.09271729979416955,0.26758414449104373,0.28626811285489523,0.15640109714169606,0.13537584013120985,0.09695675105536959,0.16936506643107607
Gemcitabine,0,0.029092531092137164,0.03773949766840099,0.029374034216021486,0.06813482283873129,0.05924132565553183,0.05513610866812572,0.04656922026073077,0.07128695314048847
Gemcitabine,0.26,0.02914646129126277,0.044014300420916135,0.053595178226785806,0.1320007879872941,0.07074714557782315,0.06408957588114939,0.05493884174785888,0.08230701524066844
Gemcitabine,0.5,0.03130238031862754,0.05271282129357988,0.10862390693330001,0.2217061652321812,0.08273118185678749,0.07418450235191242,0.061849613871757074,0.09564081608562312
Gemcitabine,0.85,0.0353113431448341,0.05551268889686411,0.19780475222553323,0.3087893490464122,0.09832670420346122,0.08552862072863229,0.08498851551155988,0.11417775098967649
Gemcitabine,1,0.03876395497129377,0.05685023034657208,0.25016550833734474,0.33816382900870895,0.11098645894977564,0.09057762236089173,0.08975169373337502,0.11972073340931966
Genistein,0,0.0505844823829222,0.039994153164338755,0.04671536134280915,0.06852752076534897,0.048231741202867516,0.04820063092595451,0.03343081220008195,0.0631323019774075
Genistein,0.26,0.050448975614836314,0.05207457604566422,0.08118076233710221,0.11775890190913757,0.05865382702452491,0.056320879683186144,0.038810648334982115,0.07370541998717282
Genistein,0.5,0.05128298477352979,0.06288093490794362,0.13045247890808806,0.17141786169021725,0.07400693966141403,0.06545416006942463,0.04891813964487531,0.08716640710275426
Genistein,0.85,0.054162174149997785,0.08371167626590784,0.20161781593414907,0.244954113909311,0.08958210333337234,0.08283309029644094,0.08362463180258262,0.10388792797079671
Genistein,1,0.05597256857733137,0.08858125292077011,0.2490583883848196,0.2769710888714116,0.10130261002774668,0.08829758103775268,0.10905047272186615,0.1154996134247403
GF-109203,0,0.038686216601641114,0.04855685808365807,0.04882934458696218,0.07036175910918717,0.08482250911280731,0.08131828746484115,0.048643306077915366,0.06530189578159472
GF-109203,0.26,0.03488318348534692,0.060658232452541434,0.08661811258710934,0.13982386067046984,0.0981691588807831,0.09218491446957194,0.059193612619009545,0.07780097196750935
GF-109203,0.5,0.03475467395670032,0.0796762110354933,0.14887338320154403,0.20468868072724375,0.12613921513623977,0.10649880204233546,0.0743479621051699,0.09038725312826207
GF-109203,0.85,0.04169310471361118,0.08513924908713508,0.2250914482322294,0.34723858239962807,0.16462404414968526,0.14639260083812164,0.10555506027895407,0.12488976202622823
GF-109203,1,0.04451319318476675,0.08971336986979343,0.22213853843355622,0.3604851816101269,0.17580111744103044,0.1467313222794257,0.12248579941788121,0.12296562765226875
GSK 1059615,0,0.036109957829494665,0.037686888375133454,0.033509247422794,0.0491417104580214,0.08214855707957798,0.07446501294470886,0.04379318267151477,0.0926579593044551
GSK 1059615,0.26,0.03737742451467605,0.04312397104711113,0.06405073931316176,0.1034050040746187,0.09746342809761509,0.08820649242097581,0.051139551185187,0.1069785751725803
GSK 1059615,0.5,0.0390471474140301,0.051178354638967076,0.12957191869833606,0.18421611447926767,0.11468639560905268,0.10181637112057773,0.059706775885509274,0.12195439299781048
GSK 1059615,0.85,0.042420597068830224,0.06398581586476529,0.21460819089612285,0.2897680304765681,0.13574481926250426,0.12062586405406799,0.09187014897487161,0.1448889451015727
GSK 1059615,1,0.04522723635731082,0.06714348564536907,0.24251443483786247,0.30228245288569533,0.15055826900563093,0.12963781656901255,0.10465878579890169,0.15072477740163945
GSK J4,0,0.024081880023226476,0.029492339243819554,0.03247317501241264,0.034258751379668634,0.047339398963366836,0.03419032568260561,0.026236364163209704,0.05299738758703056
GSK J4,0.26,0.022363357166762226,0.038512457424672776,0.062362682711328776,0.06658445027526214,0.056578518113006335,0.04263235109045121,0.031679141547993186,0.06230383264640239
GSK J4,0.5,0.023283460987538314,0.04424439792357187,0.13025535571686936,0.1133629637276193,0.071396631666941,0.04632611021080731,0.042616797679883744,0.06603620674702444
GSK J4,0.85,0.02582640071242108,0.05085226713324085,0.15977082261865508,0.1739970739604239,0.09154623523980267,0.05831091368828215,0.06688386537450508,0.07300666241237962
GSK J4,1,0.029154885888192185,0.05754869327721949,0.18992862820026396,0.20825115181341763,0.09081796468613562,0.06182088435700358,0.07264805719188759,0.06478664261584893
GSK-1070916,0,0.05877347956812606,0.03831682010334749,0.04726168076931476,0.05543780549466276,0.10651902418489664,0.09568239712176933,0.03372716770358268,0.11178327361337868
GSK-1070916,0.26,0.06016337437600121,0.05560376637954684,0.08500641000702261,0.0992572862188364,0.12496616805223561,0.11064421049857183,0.040564456025840946,0.13024325941464507
GSK-1070916,0.5,0.06354528304642694,0.07013781687455675,0.13760275763497348,0.17078273621408416,0.14419360853625382,0.1289455927337092,0.05091124429422969,0.15043730480196255
GSK-1070916,0.85,0.06721342159232183,0.08785495545895419,0.20438268962491965,0.2665348656328615,0.15873716275242744,0.14995773336794047,0.07870282004976235,0.19187849069631474
GSK-1070916,1,0.06893987165938534,0.09125036443250331,0.23177714110820205,0.2989217013916049,0.16693375728822799,0.1552755024361789,0.0946663461274676,0.1893521869013907
GSK-3 Inhibitor IX,0,0.03777967971320985,0.03922195063853803,0.059936297232008946,0.05076418909883517,0.05985244605274225,0.05593773229831191,0.03677222195662945,0.0561099696177601
GSK-3 Inhibitor IX,0.26,0.0397667775895927,0.04979319435198653,0.10404491380144089,0.09009033333126269,0.07301144763375032,0.06405500231955767,0.0435184738034679,0.06492799287785159
GSK-3 Inhibitor IX,0.5,0.044386158877671375,0.06326942930638962,0.15160690408050673,0.20729945060002497,0.09402535073756405,0.07660374921512156,0.05078302775255256,0.07197004264551445
GSK-3 Inhibitor IX,0.85,0.050310535459916435,0.06730028308269921,0.21940691574046167,0.3837309953890802,0.10896941191291291,0.09881910388186685,0.06855621290075839,0.09512915610040977
GSK-3 Inhibitor IX,1,0.050093060791682076,0.06488418526686704,0.26601541713512555,0.39536955676521035,0.11572299294450478,0.1062657124831068,0.07478914512764452,0.10029507552213629
GSK-461364,0,0.03360467411139686,0.03766083683162349,0.031236947135913375,0.052143352934170654,0.06922257817925734,0.06655329214704132,0.030384611583280745,0.06632290045419531
GSK-461364,0.26,0.03374187188777706,0.043793056009198916,0.058726745724842766,0.0866505726074849,0.080717642905726,0.07679202445198965,0.03456956862323265,0.07643382267354183
GSK-461364,0.5,0.03353954506577271,0.05067959836708823,0.1278061919453426,0.18424066957066876,0.088133514969651,0.08762450399950111,0.038837639158998266,0.09202282410729914
GSK-461364,0.85,0.03299630426332772,0.058432269344700166,0.22732151813406903,0.2616754140048151,0.09659957755558785,0.0958883788743355,0.04489814169103389,0.09987089013399703
GSK-461364,1,0.03347871978683984,0.06684494826772357,0.24716271202625464,0.28176743508029584,0.10283490170336795,0.10299961171754328,0.05835048183638098,0.1074761406802343
GW843682X,0,0.03030505871526512,0.04954877040985382,0.045287691711740144,0.05209905682749996,0.05124889100435041,0.04681606846048766,0.039719532664426196,0.05744078222068182
GW843682X,0.26,0.03259750407950102,0.05484788115647893,0.08504482630103907,0.10487657795648453,0.06012571278107966,0.05405770057794638,0.04863331318348767,0.06714494868294887
GW843682X,0.5,0.03346670914770816,0.06153646436699127,0.13751367991129812,0.20318240634419152,0.07426107407291412,0.06469448214243288,0.059032233075176105,0.08281979556430424
GW843682X,0.85,0.03264833060533159,0.06744474077117314,0.2391609311266598,0.2670714221972787,0.08694722067192413,0.08134058610305904,0.09344036471428137,0.10273831498052835
GW843682X,1,0.03307660715955167,0.07038135732749336,0.28212828166226056,0.30366207900855907,0.09898504755455276,0.08957280322761457,0.10650032733295622,0.11158929250778012
HG-14-10-04,0,0.03125791032331532,0.03917641595082801,0.03185705380284776,0.026940782989664867,0.04839275846452771,0.043708535060561826,0.03788690618599951,0.04927170414610886
HG-14-10-04,0.26,0.027102443485504762,0.04036390003424772,0.06327346543099255,0.06686510501063207,0.05507401188350172,0.05031760052723599,0.044103406874530036,0.05520353349005332
HG-14-10-04,0.5,0.0315015986834525,0.04666319052120385,0.1123335320231418,0.20973467603303167,0.06983855012330265,0.05942927834139255,0.05324216542910745,0.06405615349671168
HG-14-10-04,0.85,0.03811144248856862,0.047979665205858536,0.21690083895658466,0.2691512958554181,0.08438548333108377,0.07800318855235704,0.08777541757932758,0.07828314008018661
HG-14-10-04,1,0.03610077734311839,0.05473551803501424,0.2512383471646553,0.2789480768978229,0.08301267061363264,0.0765747928970042,0.10321263738481501,0.0823382241855348
Idebenone,0,0.025730215616899046,0.044105548946862146,0.042433703855798456,0.03523807536580639,0.08877315262786843,0.07929068108416759,0.03385142538489428,0.10972167091815704
Idebenone,0.26,0.028719789430325927,0.057603379446089883,0.0879492170050485,0.10180836787679322,0.10405088514714884,0.0921728126801459,0.0399540280622579,0.12863463342017686
Idebenone,0.5,0.030473944506954675,0.05735810979780824,0.149927377073527,0.2328199967258324,0.12243382906391906,0.10571778889444289,0.050281476070793564,0.15915470197780976
Idebenone,0.85,0.035811358114335244,0.05351893757984242,0.22141554374481476,0.35322613384934726,0.10170777409902672,0.0933495484433274,0.04919537442380651,0.18829603895026745
Idebenone,1,0.03568906740978899,0.052715200116555366,0.22171308423507602,0.3977131203923842,0.11456949378048309,0.09067734169083759,0.06185801468081455,0.19313540939106358
Idelalisib,0,0.03467657388628714,0.048412069638847324,0.03687919964557427,0.02935961326451486,0.06545220561670016,0.06205098586472267,0.03362435836892669,0.09388720399999659
Idelalisib,0.26,0.038332081781744506,0.06352668726860164,0.06758475175306192,0.057368250759092076,0.07966431225078552,0.0732206155108454,0.039976178889910806,0.109812365717808
Idelalisib,0.5,0.04011217543894162,0.07319873312189293,0.12471670853103478,0.2000387120986391,0.09446780697151881,0.08594836106971708,0.05092549131964789,0.13080033582941603
Idelalisib,0.85,0.04378501821628943,0.0754607383894194,0.21114502069633662,0.3085915208321995,0.10869944559258217,0.09561007036867375,0.09826915345355315,0.16225149450307097
Idelalisib,1,0.04294435831290065,0.08580219169056227,0.25084333817239496,0.3435220744733677,0.1220835897428187,0.10778605522185265,0.11107593820560216,0.17145497497354223
Ivermectin,0,0.06659045291478628,0.034355032111547466,0.038692677084957904,0.04695571469736991,0.1692189724630781,0.15455193582345,0.06299144984657185,0.1620145332439202
Ivermectin,0.26,0.06953465344373125,0.03875298653439604,0.059527488591239616,0.09662065181317005,0.1825317376156329,0.1699445632181735,0.07440012479586823,0.17594020217572032
Ivermectin,0.5,0.0706558303093679,0.04144033716481586,0.1122007806424772,0.20600180436389873,0.1937439535404089,0.18360545527524352,0.08518761670691775,0.1953505391390392
Ivermectin,0.85,0.07954763356891685,0.041313823734798374,0.21852025792000984,0.32497047812252783,0.20200106529247772,0.19359184366455565,0.12683730561190074,0.22137066709718337
Ivermectin,1,0.08181622732902245,0.046176994754681636,0.19489249591363705,0.36379656914881137,0.2025819243285697,0.1885802654276277,0.14638233572827347,0.23426844376549125
Ketorolac,0,0.03467173005024142,0.05085264305457609,0.044741905427891596,0.05688379493562475,0.05872203525944035,0.05536315795633776,0.020602686546197225,0.07329662560292008
Ketorolac,0.26,0.03080040323068574,0.062492014216005316,0.07460664289184543,0.09159941782674542,0.07119328326283296,0.05885800647656884,0.025284435485377815,0.08450423477518225
Ketorolac,0.5,0.03529028391066738,0.07642776855924674,0.09927605319888609,0.16095473335160793,0.08210834941435931,0.07190961943011266,0.03506615875298215,0.09826250730450245
Ketorolac,0.85,0.038679217772922526,0.11210477267910726,0.15858203352531228,0.2512064184600748,0.10275350628533907,0.08218451656095019,0.07247219340543941,0.11521484059388377
Ketorolac,1,0.03921998060007809,0.12394143898816287,0.18865596457540373,0.32558053942837184,0.12122505844115627,0.08728919724731483,0.09380691620303912,0.1336345202255688
Lapatinib,0,0.03520007080532447,0.04329598185516793,0.03946290258137218,0.05216213256995839,0.07557558026244691,0.07419503235903481,0.04568472133606951,0.10419934024917292
Lapatinib,0.26,0.03557890527832894,0.05111379527515827,0.070407661814754,0.07401437992770052,0.09029789582628006,0.085753886498253,0.05447478175623226,0.1231219856791147
Lapatinib,0.5,0.03965318361553481,0.0602222951669203,0.12108671146381772,0.14492805019240373,0.10885657297656622,0.10171800158525098,0.06745454274415771,0.1425117931238627
Lapatinib,0.85,0.044013913254546275,0.07977940119613706,0.23175866458437816,0.28331201494169755,0.12051384913140553,0.11339204656364694,0.09697968446935398,0.18459364680845716
Lapatinib,1,0.0437365953926508,0.08944769896853738,0.24270770972688502,0.3177224144434347,0.13791118852149561,0.11779347350926879,0.11182850410162935,0.19709881388457634
Linsitinib,0,0.02788032734754559,0.04490739406735447,0.04773799712457121,0.04965425097609772,0.07801990609146468,0.0768994125627603,0.044896973290850295,0.07433031812739677
Linsitinib,0.26,0.029894743822586098,0.052716556207591934,0.08463931778728152,0.08675677177398908,0.0900408028161625,0.08775579302213961,0.05489373352347929,0.08568628265698226
Linsitinib,0.5,0.03293853681408582,0.06594285926132028,0.13828415614007566,0.17574230552643993,0.10167626191198323,0.09707558640803413,0.0648378506860292,0.10046167006284683
Linsitinib,0.85,0.03686040032677603,0.08592741613624726,0.23483446722416942,0.30128209400385814,0.10784838072957918,0.10587826494758794,0.10636920922218017,0.11917267854198241
Linsitinib,1,0.03986471975627339,0.09278161285182292,0.24385773288305757,0.31979675459342466,0.12026175894807471,0.11364136110099873,0.1275144347762722,0.12197442942307607
Maprotiline,0,0.03522387368019373,0.03524554563980474,0.04236745276494221,0.054294328031407234,0.07917192831254964,0.07602559925499332,0.036522421017675936,0.09689968088606987
Maprotiline,0.26,0.033396371788529756,0.04759316832659293,0.06847938152199755,0.07432800685815727,0.09116131179806095,0.08776286440767049,0.0463507055461735,0.11042080481288691
Maprotiline,0.5,0.034010639305101606,0.05863780223357056,0.1414289143882552,0.15597605407763623,0.11233284024846835,0.09477477582472668,0.057965557974603135,0.1302812578092039
Maprotiline,0.85,0.03726274647053614,0.07216972189880942,0.19578142984705682,0.27186457461345714,0.13081711503577115,0.12047379592447448,0.09509363421725792,0.18165798961642676
Maprotiline,1,0.03720500592656434,0.06906741204889265,0.23185832824182578,0.30062161718101327,0.14621234775873113,0.12700038500575128,0.10723708097581278,0.1956982959598832
Mebendazole,0,0.0361799243919984,0.025642390484844766,0.039931463598876685,0.06076688162048931,0.06826194360550851,0.06916289329769827,0.040918699595626155,0.07829454533690935
Mebendazole,0.26,0.039647899509313224,0.03246010510334859,0.06282980754209412,0.0958994648488424,0.08197245357315691,0.07990665423062755,0.05113636424350235,0.090996135852029
Mebendazole,0.5,0.03731439776849752,0.03856775212098302,0.09930395170714496,0.1604918388398218,0.10047059947863485,0.09312808565777932,0.06303619710834682,0.1058868382392534
Mebendazole,0.85,0.03748855078333393,0.056099410912271365,0.19149513166612755,0.24155789897664903,0.12017300983580774,0.10942192724550645,0.08900427129818056,0.12328157092653062
Mebendazole,1,0.037350337390939334,0.06036494705049554,0.24073576255700058,0.28324889697967165,0.12929595424239088,0.1165225812034161,0.10231748098083723,0.13604081028199924
Meclofenamic acid,0,0.03344303974138307,0.04436216008578805,0.047747552735559494,0.06111002764137385,0.04850047723242561,0.055060626259604555,0.039995243661814374,0.07012097698251814
Meclofenamic acid,0.26,0.03224907716284981,0.047223392118688555,0.08497836443590903,0.08648806426700618,0.05881806875296886,0.0636198842296604,0.04998879776154789,0.08248846291030308
Meclofenamic acid,0.5,0.03376173942304514,0.040366607265649536,0.14243767374341262,0.10439430551948024,0.06656258239026298,0.07183044795968277,0.05604052619683209,0.09975014752879564
Meclofenamic acid,0.85,0.036396566544249095,0.05812913240898622,0.19474915747002763,0.22401026196178025,0.06591688900573242,0.07426648746127147,0.07248580572376516,0.12604027011106722
Meclofenamic acid,1,0.039872160223696156,0.07146231686684565,0.20447529375862508,0.2714693949948357,0.06528095526327164,0.07936787782719898,0.08427580604128232,0.14302311051733718
Menadione,0,0.033962064059331214,0.04004505586234579,0.04337188175070912,0.048971991709987464,0.07839105346577649,0.06732281630728847,0.08089735758227651,0.1312548564274388
Menadione,0.26,0.036683241342419855,0.05005602365156778,0.08030477637852527,0.09803555385345036,0.09297371598854469,0.07697445599038125,0.09233806122809222,0.15156245030655047
Menadione,0.5,0.036986960758131314,0.05332128137364552,0.1259999328568095,0.16674152573979606,0.10590602268193015,0.08884669044691328,0.10416632617980078,0.172356167121202
Menadione,0.85,0.04113203210233783,0.06208890932795279,0.1880750597994473,0.25108799330771525,0.13227356603991963,0.10555636734804724,0.12969648440969012,0.20864744944720193
Menadione,1,0.042834388233788,0.07174805359421242,0.21175673953533206,0.25512540002423617,0.146353031291003,0.11818681388455729,0.14079651324795195,0.22293283535273914
Mepivacaine,0,0.036961308526971805,0.03552172981310906,0.0402139271943345,0.06518155724045893,0.056653110413930466,0.06587781895217591,0.03573882527995151,0.061558926340691274
Mepivacaine,0.26,0.03644306046472036,0.043072503659327015,0.06957750266375626,0.12618012083901392,0.06873990075552885,0.07489901809099518,0.04300300604391797,0.07289323990290582
Mepivacaine,0.5,0.03515648608102937,0.05211553871167659,0.11347434621731632,0.19524931692767522,0.08155629029573237,0.08829969821456884,0.04912654843576715,0.08740119194045624
Mepivacaine,0.85,0.035393304956538106,0.0761758783704358,0.16938001109504894,0.26718624607982044,0.08310854957821641,0.10215086249674651,0.08446285402694585,0.11356660449832995
Mepivacaine,1,0.032438259506362095,0.08231507177640766,0.22025801316286933,0.336385073422414,0.09207235516076714,0.1119814608015553,0.10019624894346091,0.11729888446156289
MG-132,0,0.058410448789114014,0.017886583278056187,0.03504261525360394,0.02753300064168501,0.09084408216621372,0.0871940852258764,0.05144186276627327,0.06315624434300378
MG-132,0.26,0.055910214796792264,0.02050675872093156,0.05616503680047151,0.05213884945225446,0.10050254901341794,0.09612998801458822,0.058746408648771765,0.06950838561046423
MG-132,0.5,0.058509260344174016,0.022281899003021563,0.09450981780660687,0.10743000218365625,0.11814762258119042,0.10848380598286293,0.06618491871532273,0.07264054749214668
MG-132,0.85,0.06753063195022728,0.026575714247153708,0.15753126211795299,0.16845230487411886,0.13602576937212674,0.12486418016674272,0.09198644798050605,0.09321075709867581
MG-132,1,0.07303693861791072,0.028540480128997545,0.19469423731745286,0.17986714549705227,0.13668067734310888,0.12629397450503235,0.10590686578374932,0.09324260094412247
Minoxidil,0,0.034859827065945204,0.03993450519155801,0.04671054296096341,0.05240260615029054,0.0709912943784858,0.06725104041322279,0.04600792398809401,0.0895564897648979
Minoxidil,0.26,0.0314765380449251,0.046187681602031676,0.0945855338198574,0.0907372975178155,0.08386283256433195,0.07710062837803144,0.05828638309436145,0.10517887237503068
Minoxidil,0.5,0.03439725746353894,0.05183960531874436,0.1515943067734106,0.19196121984998704,0.0989863902014621,0.0869079241479743,0.06947012430639686,0.11712458694748965
Minoxidil,0.85,0.0347258902313526,0.08821581404678647,0.2354067881691664,0.31186405836829684,0.119419468060383,0.10353244268832394,0.09896060140107502,0.14283141056503204
Minoxidil,1,0.03557112791721278,0.1062694894665579,0.24419436710995557,0.34679760685053235,0.13361148626179553,0.1261306047883235,0.11893528884427573,0.15494097286311706
Mitoxantrone,0,0.03380464289328464,0.060835963812139134,0.04240232583018944,0.04590205390846494,0.07160501199602691,0.06623793805211346,0.06726311155517818,0.11809122153602548
Mitoxantrone,0.26,0.03373043646864591,0.07274068759002852,0.07559793321282493,0.07076257541674968,0.08143531398513147,0.07443299405020126,0.0776890387132148,0.13395118259183822
Mitoxantrone,0.5,0.03339979911447856,0.08246967114420056,0.12363876657544047,0.15442682683149261,0.09032374383142489,0.083447039621121,0.08759570538438545,0.15092224772770207
Mitoxantrone,0.85,0.036984712667218436,0.09748633990041683,0.18280958183970408,0.24510254525799352,0.10713068009404499,0.10047839150086765,0.11090936803596849,0.16106104129749396
Mitoxantrone,1,0.039107237583176434,0.10076316495697218,0.21239235332369097,0.2670089153310583,0.11546549463443911,0.1045574251690831,0.11373306593587085,0.17595753910687612
MK-2206,0,0.04321073525173948,0.03476906526238631,0.04865662870838909,0.06310884405344361,0.11570021216753595,0.11676241654808071,0.03706534303679993,0.1125702196877679
MK-2206,0.26,0.042990189594150754,0.04682657535627499,0.07135325216642861,0.08073317264649292,0.1341640925328942,0.13410287514291735,0.04718181897206746,0.1318321872485241
MK-2206,0.5,0.04354288557021656,0.06124671070158162,0.1254502339943661,0.15369637253534715,0.1510315240878918,0.14978347980178577,0.06124044822198923,0.1516632091442797
MK-2206,0.85,0.04496041706841885,0.08837519075599938,0.18996951035857,0.25715725657030025,0.16409332556205938,0.15905455584748324,0.08815401170783035,0.18493174543870775
MK-2206,1,0.045992406155713,0.1019410107373177,0.204261749642778,0.27519487557692657,0.1739569906822064,0.16442990453432368,0.10439927671716588,0.18662356513336598
MLN 2238,0,0.047357921489849804,0.025583348533303397,0.04239097642988384,0.03259559283508677,0.10538782181203182,0.09661940096309796,0.04532326764830586,0.09133515882457148
MLN 2238,0.26,0.04811038389958414,0.030136195712520956,0.06889707186084787,0.06045022242628968,0.11593095361879094,0.10792043258661425,0.054033377694057916,0.10192205598486993
MLN 2238,0.5,0.050952531101459565,0.03275997935516733,0.1085987881741013,0.1167429874327197,0.1370513682370135,0.11961527882631887,0.0634576434069317,0.1105677866771306
MLN 2238,0.85,0.05630813164368634,0.03541446504808358,0.1987683549538929,0.21389953327268263,0.1604213786508707,0.14264297798831152,0.0813124696635092,0.12325769347457147
MLN 2238,1,0.060832773736037814,0.03852515829985908,0.22822474104895188,0.25228784728076875,0.1677881465725165,0.1487064073524519,0.08281399140716623,0.1297770597858076
MLS004683634,0,0.04812294612035452,0.029140486580266158,0.03315912088816509,0.026337800297360003,0.06490054772030372,0.060081285038900555,0.02675153599163007,0.05720287051328809
MLS004683634,0.26,0.046575922992673865,0.03841331671674336,0.059729805415574835,0.09454852873475311,0.08380328523126372,0.07149845003405694,0.03010011094673268,0.07022243986418351
MLS004683634,0.5,0.05083002363837491,0.05141047339043049,0.17379809614863034,0.16788249493823842,0.10475618175523028,0.08333967321683824,0.037218157092023654,0.08436890819668656
MLS004683634,0.85,0.054444247444730316,0.07977361364858279,0.24225438906950783,0.28696421536478756,0.13021180937082363,0.12066244980234858,0.05998790751271362,0.1071088893955614
MLS004683634,1,0.05196176271414979,0.0903636926471519,0.26453579401275185,0.3246445602083637,0.1603806815500655,0.11778950097518626,0.06300517795665138,0.11077980928033813
MLS006011051,0,0.030807322018701035,0.015862619283883907,0.04725005616576074,0.05732217350883698,0.07483130017588137,0.07715836980560443,0.04847697025653646,0.11292698208214524
MLS006011051,0.26,0.03201317962840741,0.03194642669964473,0.09216108899309564,0.11877878686565856,0.09059167611582594,0.09106296744931784,0.05903411132475871,0.13142553809863936
MLS006011051,0.5,0.035744444034247154,0.039227943938049806,0.18050314218026467,0.19512830106724283,0.10121915232699552,0.10282096020990937,0.07344843144839883,0.15454591977228754
MLS006011051,0.85,0.03546393724880456,0.039561997580416584,0.26221685662467464,0.27405692351568883,0.10616748516439652,0.10999096185842529,0.10855483330898667,0.17511108291696711
MLS006011051,1,0.038830969363731635,0.04858557311831381,0.2961583392282557,0.2813616861127339,0.10638473971964899,0.11689144101177745,0.12650710268626336,0.18573120018241554
Nafronyl,0,0.04517725918131148,0.03487384154130424,0.05318569768384122,0.0680026966738599,0.046282890843824497,0.05863982504424995,0.03104351166930583,0.057333626097861766
Nafronyl,0.26,0.04051897220378694,0.03778226249448225,0.09369183503951321,0.10295170540078952,0.056048016022697184,0.06533995977393799,0.03741749837702168,0.06757561285897895
Nafronyl,0.5,0.041419922288205145,0.055079072141658206,0.1352343533998358,0.1874918351201444,0.06138793288190723,0.07698300070503031,0.04529771242063802,0.08398832088384015
Nafronyl,0.85,0.04015980665822716,0.08413905587444943,0.20438684764195103,0.2514013010778755,0.06431194965361044,0.07932145077183733,0.07488303466967097,0.11469981249110747
Nafronyl,1,0.04148112140438731,0.09732157682496284,0.2405107705465135,0.2833459281230662,0.0617887443579225,0.0796947851623458,0.09117799688811906,0.12538673275353976
Nefazodone,0,0.03287426332640252,0.020746197281371614,0.035367918961951066,0.06067202407002374,0.053029347209621845,0.05079677406138991,0.02973351996635671,0.06213484923615717
Nefazodone,0.26,0.03264537754425973,0.022282590878124175,0.06791779431215977,0.11632217362756865,0.06352073651596464,0.05849308646611235,0.03513445921840844,0.06935192784974178
Nefazodone,0.5,0.0330251753603752,0.030401531918286286,0.11145883859883375,0.21243334816081633,0.0766574979278683,0.06793348919101291,0.04414266263341941,0.0883720958144141
