perturbagen,threshold,sd_m,sd_c,sd_n1,sd_a2,sd_a3,sd_ap,sd_a4,sd_c5
C30H33N3O5S,0.26,0.04303764892100946,0.03335648275087816,0.04172353763234126,0.08508710545716078,0.0606721615050228,0.05616117565805478,0.028961050585349108,0.07654438100315245
C30H33N3O5S,0.5,0.043089778770419224,0.041079175332601275,0.09083469941865105,0.1564094633113749,0.07011487589435784,0.05955527826966527,0.033865774117340215,0.08800199908484578
C30H33N3O5S,0.85,0.04960822570087948,0.06313622191011722,0.20195157838594252,0.29381986386226483,0.07600952916620213,0.0834295811818744,0.062080806539339194,0.1270533802848783
C30H33N3O5S,1,0.05109148017514097,0.06641147184517401,0.19393638837230104,0.31916184085110866,0.08076045208878282,0.07863955034576588,0.06982799335203345,0.12344961441333736
CHEMBL1083527,0,0.027931387674576872,0.033679180799249926,0.04372716934072599,0.03834812992093797,0.08990902809961673,0.08220186501163915,0.035105273193340156,0.11018572309520161
CHEMBL1083527,0.26,0.030646511676018028,0.04302167431262385,0.0774200427865563,0.0639493614810243,0.10711762828364813,0.09624528942742146,0.0437353272984069,0.1267715056591565
CHEMBL1083527,0.5,0.03154933196983267,0.05343149943538409,0.107742486586617,0.14604381307120293,0.12233480218235258,0.10956051127850965,0.0540799404596757,0.14787966600512717
CHEMBL1083527,0.85,0.031070575320853954,0.08282039105319734,0.1468971389298274,0.2709943916440682,0.14146088481809943,0.128321147253037,0.09146917673991597,0.19138897798942292
CHEMBL1083527,1,0.033185055966628504,0.09516136835915065,0.18263095686012018,0.2786412534551699,0.16170333990726207,0.13466139769840516,0.11567673080795711,0.19158097784555606
CHEMBL2136735,0,0.061090254719162025,0.03948205684797729,0.033730729849129254,0.06896410863347258,0.09380148000401282,0.0948355610378631,0.037891307886849385,0.09055283801531423
CHEMBL2136735,0.26,0.06151687574169615,0.05189021088098602,0.05148862580068604,0.10942848401352955,0.10937316721289322,0.10797707717895631,0.0447116769304059,0.10372660324941042
CHEMBL2136735,0.5,0.060835384215852974,0.06143507999958664,0.08289540727267937,0.17477782365040218,0.12784000788443642,0.12136682605945023,0.05087031935693425,0.1178695344760366
CHEMBL2136735,0.85,0.060881978576392715,0.07258536526837549,0.14519134164906683,0.24469893165136375,0.13661158162083517,0.13134624458855695,0.06408453724472368,0.14120241309136497
CHEMBL2136735,1,0.062308778564853895,0.07807533341793511,0.1752927763006363,0.29184622850095715,0.1445450397810634,0.12978691206376283,0.07675532247552491,0.14748869257777697
CHEMBL2381524,0,0.03779900882799761,0.030188930070503807,0.031067213741203165,0.058570978965137944,0.056138352503757816,0.06129534170271748,0.03457784159500005,0.07100009001868195
CHEMBL2381524,0.26,0.03590103800657035,0.043776318963608264,0.04687162911076461,0.10481564728048585,0.06686096903703685,0.069736538259905,0.03936109616583162,0.08117090230250235
CHEMBL2381524,0.5,0.03733982307938598,0.049904815606158615,0.08981866767040259,0.22018489719900913,0.08032775461279694,0.08212660581318569,0.04779762827226833,0.10106950104228474
CHEMBL2381524,0.85,0.04028534708928239,0.07180392544166926,0.13513354265390426,0.3526004802975878,0.08499350117140853,0.08937251479795592,0.07403306928487202,0.12377672187362712
CHEMBL2381524,1,0.039847723800976856,0.08095590536428074,0.16007606779948877,0.3680828477823699,0.0977803986836451,0.09894188236190528,0.09102533420844673,0.12956637583827388
CHEMBL3182395,0,0.05430384851910567,0.030313253631286206,0.03708462247064684,0.05160920371128753,0.05430340253199967,0.05233259084870858,0.030537335291530854,0.06709063168309941
CHEMBL3182395,0.26,0.05206929910305367,0.034201874298013635,0.06352483977982658,0.09532815165495455,0.06548265590164555,0.05922879632307956,0.03545255049175357,0.0764464232559038
CHEMBL3182395,0.5,0.054548651720651306,0.04432442498189649,0.09777928498270574,0.1548207856257314,0.07946854115663558,0.06882122873444942,0.04572172218265454,0.09290700809779259
CHEMBL3182395,0.85,0.059209978946760625,0.0448905579431648,0.16910497725631454,0.21581865867696892,0.09240856785425877,0.08748933768937266,0.08865491265253629,0.11085548219633012
CHEMBL3182395,1,0.05947587047252444,0.05286277553546055,0.17079197198678103,0.24503026619070115,0.10116393692562176,0.0933225576779123,0.11383193762194932,0.1344674781550987
CHEMBL3183436,0,0.054857050831732035,0.04263489304347295,0.04151345079103902,0.052726126387094924,0.07856303803618529,0.0714545154129341,0.037769244667867824,0.09717979622519071
CHEMBL3183436,0.26,0.05956076200040887,0.05498647471073651,0.07679086004017126,0.11741311946319544,0.0937033062116594,0.08298828868462328,0.04556430233844456,0.11291848480218016
CHEMBL3183436,0.5,0.06140840527358327,0.06935267086617959,0.13014260039510447,0.2139114722501457,0.10736279764784558,0.0964806694684661,0.053549525893642404,0.1310989104318461
CHEMBL3183436,0.85,0.0683590383827022,0.09265612209861966,0.18755877770599497,0.3195854603671089,0.133264455053265,0.12477315439508596,0.07783958980088204,0.16312158913297273
CHEMBL3183436,1,0.06985739766160247,0.10288322279571964,0.21160838690361228,0.3327479885301427,0.1495114673408559,0.13480596702349318,0.09363216894060981,0.17673679576048928
CHEMBL585951,0,0.04385877479197537,0.03745734474408233,0.028610090203771227,0.04318898195394148,0.08005481016654169,0.06960125033266536,0.0662205814629088,0.10140758273440605
CHEMBL585951,0.26,0.04392998018339717,0.04962935854989309,0.0601425712747387,0.07449898377327326,0.09832918071592367,0.0824093347512259,0.07615077354474205,0.12013045501692748
CHEMBL585951,0.5,0.044234121365547635,0.06493621275759319,0.10309321855179285,0.124826433459459,0.11525791710699193,0.09646778075366916,0.0834153512165332,0.13826914884864608
CHEMBL585951,0.85,0.045262910169771145,0.05406132031751966,0.2105329969888898,0.19105454624808324,0.1303809825826223,0.10999829733825586,0.09716747641973697,0.16815758094703417
CHEMBL585951,1,0.04538049710545732,0.05733084127678963,0.2510057054047958,0.22534080572697454,0.1381318396783708,0.11312447920710021,0.10841267006226199,0.16993416746255977
CI-1040,0,0.03341064341946058,0.0396928108181009,0.05998173117464958,0.04754581246592797,0.06916289819164845,0.06789395220138587,0.0343049299518336,0.09497691780953899
CI-1040,0.26,0.03620338701388117,0.050337253833531444,0.09986880183106689,0.08286853398985242,0.08315778085372233,0.0788431581928896,0.041305953528658755,0.11219977412104673
CI-1040,0.5,0.03822449444160792,0.06171196506929387,0.13298800347560744,0.16865629275711838,0.09662488871458921,0.09045769883943001,0.04909423240714797,0.13559030374736405
CI-1040,0.85,0.0390216148045421,0.0676714981459734,0.1874553013893327,0.2806067570455195,0.12423767843415882,0.11031893652748254,0.0750610480233999,0.17978930807295354
CI-1040,1,0.03975981287283503,0.07981294227990725,0.1985811547298719,0.3096688049934275,0.12856919195847533,0.1201702269723049,0.08875817566783997,0.17579611558308278
COT-10B,0,0.042575857556567405,0.03174302682926229,0.051534289285444554,0.04423269088753983,0.13460225446105112,0.1220840611721663,0.06436477860175432,0.15076090458605668
COT-10B,0.26,0.044888813093868205,0.04419732861485989,0.08491643497818253,0.07031233900636762,0.15873214799567165,0.14074717249428445,0.07577621160280544,0.17398285079876008
COT-10B,0.5,0.04616944737260927,0.05375471526116059,0.13235150590736414,0.11055184712474446,0.18236806374841733,0.16369751677773334,0.0890701074507858,0.2013267574558258
COT-10B,0.85,0.04974254919771904,0.07781932762387041,0.21311748596949212,0.19027887634783455,0.2097216175383945,0.18876986073390548,0.12111886821476495,0.24490470003567819
COT-10B,1,0.04997313279282414,0.08820346722510417,0.21631487456045007,0.21008220232131278,0.23568767370002583,0.20254273567931638,0.1340273428557732,0.24820851884992617
CP-724714,0,0.0395197918399689,0.03717047195770658,0.029519935756592446,0.046707356856127605,0.06038769249660251,0.060497744423680985,0.030029086428300975,0.06541379974300476
CP-724714,0.26,0.038304966060749575,0.04849209562857876,0.05555366710194944,0.0786554028873511,0.07071359793762363,0.06886920890093663,0.037119407931181445,0.07509926113966135
CP-724714,0.5,0.04233216695372931,0.056327740688735035,0.10929568139021595,0.12945883702618025,0.08124746363306302,0.07916463387255308,0.04343326511431392,0.08694589712556813
CP-724714,0.85,0.047445468025935585,0.0691053387791055,0.1952154754529155,0.2217784018135966,0.08910963454207885,0.09132683152830877,0.09497572194984007,0.10403108436775989
CP-724714,1,0.05166539785050344,0.07637535873413584,0.2188859580367702,0.27503253129171945,0.11106686773291059,0.09552682363628882,0.11645598652920876,0.10910038972393762
Crizotinib,0,0.04186617572934084,0.0551818632184937,0.041917563352234996,0.04722509647115485,0.10311310587530169,0.08583550514472109,0.04463118536947325,0.1400488418338303
Crizotinib,0.26,0.04272919274567263,0.07344916761561732,0.08082807955199976,0.10336353063697629,0.1213933372127504,0.09992327661059758,0.052309078726292625,0.16027490418944434
Crizotinib,0.5,0.044845845528870706,0.08526116777912855,0.1432998366078078,0.1744749561514526,0.13719315432823562,0.11610385771516868,0.062205121907758,0.1860257701898188
Crizotinib,0.85,0.04660087007958709,0.10275828222996596,0.23005316100122009,0.2969482567527037,0.15503192975548852,0.12415496051083469,0.08776965794955967,0.2270549277826182
Crizotinib,1,0.04931672694004751,0.11133071933302938,0.26381863302295183,0.3397155936407873,0.1655524938690248,0.1302609529420528,0.10018850159057537,0.2319186637751585
Dasatinib,0,0.03803833527066506,0.03613424277372818,0.050243389733419665,0.041205023068232906,0.06982533210312498,0.060681852437860846,0.047268688472562256,0.0816119885005034
Dasatinib,0.26,0.03671944957131971,0.044930957324306395,0.08167676078430874,0.08300408943738145,0.08482610188672385,0.07111595543290802,0.0538422369355374,0.0949400122188297
Dasatinib,0.5,0.040575286947370955,0.05409411697247355,0.11256519646956617,0.18322946916402513,0.10923895919705907,0.08410278847210842,0.06047913268886376,0.1098628021991398
Dasatinib,0.85,0.040972007539172815,0.06443666644626617,0.18579037617858743,0.26835903265962263,0.12973775245509417,0.10232216280275559,0.08797207731144598,0.13888422541765746
Dasatinib,1,0.04121576383358447,0.07163203159006586,0.22252508065942225,0.2786903679261583,0.13463484929514757,0.1092324433914201,0.09648462568116571,0.1423632520379636
Dienestrol,0,0.04572258173918742,0.026722724689355735,0.03576759791721721,0.042640758155418144,0.04532997509635025,0.045415437530175844,0.03600560296107382,0.06819119331566996
Dienestrol,0.26,0.0451438904993589,0.03627237372329825,0.06428825748055166,0.07325465020947979,0.05338248374349768,0.05195071158527124,0.04390947541363728,0.08206536162780925
Dienestrol,0.5,0.045890443915136594,0.03835227301530986,0.1335947252054342,0.11140083114068694,0.06677610580531881,0.06099443647249897,0.05728168556302966,0.09873513512642745
Dienestrol,0.85,0.05285812572114506,0.0471219923661198,0.21967724581489842,0.19773667529045874,0.08892689796885461,0.08212800395953984,0.09020585159569282,0.11562111259285265
Dienestrol,1,0.05123711064562521,0.04963589463576093,0.255266849199209,0.22641486902663058,0.10532378168462445,0.09174226018819084,0.11789673963327206,0.1291484362928756
Doxorubicin,0,0.031757491003374584,0.045354249510814446,0.038967681020361064,0.04430599476146039,0.06978233079424864,0.06251909802759903,0.07855340409852532,0.11564567976750521
Doxorubicin,0.26,0.031617368527313866,0.055543306297361025,0.07231747182611283,0.06703962265095857,0.08014406950605164,0.0716191222826195,0.09261961789347342,0.1337280529360909
Doxorubicin,0.5,0.03123579395919088,0.06351520240218705,0.12086801704612105,0.1483466651432676,0.09554024202118572,0.08207256729770923,0.10618312752794828,0.15623449030444506
Doxorubicin,0.85,0.03611006369866167,0.07566088989608948,0.16773947710672443,0.2557546506319255,0.11191380421556854,0.09985758888715199,0.1238577768953908,0.18303854551464513
Doxorubicin,1,0.036913848313192395,0.075925523010091,0.1926784932655417,0.30262065534269905,0.11866476998327428,0.10469652911641823,0.12266743157715046,0.19975187223138235
Entinostat,0,0.04064164296033189,0.02829181996708946,0.04488313902650292,0.037706913997883326,0.08554285790427968,0.08109374468160312,0.03388899662835961,0.07160482423869911
Entinostat,0.26,0.04126664444875186,0.03277559620209942,0.0827673687884129,0.08333429198922503,0.09643141768458519,0.09122381488788796,0.0394393850668494,0.08156287263171426
Entinostat,0.5,0.041161153357157046,0.03983021100599095,0.14482732890873015,0.16461107964249647,0.10747418746151095,0.09768573908596419,0.04914971991155381,0.09083755480577557
Entinostat,0.85,0.04410651484576243,0.05901301896596605,0.22348825352330265,0.27347157314307474,0.1244497759134679,0.11195459100055774,0.07858547245406039,0.11335254297007039
Entinostat,1,0.0455492979982047,0.06420998829347309,0.25632376563706305,0.2987663814984714,0.12988475494662677,0.11993883406092695,0.09302924910790553,0.1176827567124418
Everolimus,0,0.030340858716193794,0.034234832715806025,0.03198266679607751,0.04634961831295537,0.05372434308800049,0.054248231069624384,0.03599434188817928,0.07391128187706121
Everolimus,0.26,0.03167864621750327,0.041960697067213684,0.05984929614088548,0.08427160879819544,0.06633248949216562,0.06419121533012635,0.0441408547300189,0.08539585351594645
Everolimus,0.5,0.03458061073234964,0.04865658013155685,0.12997082321003858,0.17840229069173244,0.07952056535090968,0.07487005089182215,0.05547654172556284,0.09883620731977809
Everolimus,0.85,0.03767083273902808,0.05710703066696636,0.2109892050711145,0.26991228861232314,0.08985234548429251,0.07606682053418344,0.08508435702452734,0.12015234263290085
