perturbagen,threshold,pos_m,neg_m,min_m,max_m,mean_m,sd_m,pos_c,neg_c,min_c,max_c,mean_c,sd_c,pos_n1,neg_n1,min_n1,max_n1,mean_n1,sd_n1,pos_a2,neg_a2,min_a2,max_a2,mean_a2,sd_a2,pos_a3,neg_a3,min_a3,max_a3,mean_a3,sd_a3,pos_ap,neg_ap,min_ap,max_ap,mean_ap,sd_ap,pos_a4,neg_a4,min_a4,max_a4,mean_a4,sd_a4,pos_c5,neg_c5,min_c5,max_c5,mean_c5,sd_c5,m_ratio,c_ratio,n1_ratio,a2_ratio,a3_ratio,ap_ratio,a4_ratio,c5_ratio
AC1OCDAW,0,13,2,-0.02673546110429591,0.05337109430903521,0.01814831212604234,0.01997285948481605,1,14,-0.09608056802000212,0.00940796599088523,-0.0470522131655558,0.029773298605519468,9,6,-0.052857909951634655,0.04691048423581388,0.0027629901513700735,0.03378654017074907,1,14,-0.13601604163161168,0.03133011825847932,-0.06310283498233088,0.044267803175359444,12,3,-0.04087103444994222,0.15501918112808388,0.05463334086855018,0.057477430353006766,12,3,-0.05439701522673351,0.10677862188342374,0.029654379721117237,0.04665457389684801,8,7,-0.23387072174061613,0.055385497239581076,-0.04486645284689727,0.09657804621637203,11,4,-0.15650675638055211,0.2097874882816027,0.06123797230340139,0.11320863268865992,6.5,0.07142857142857142,1.5,0.07142857142857142,4,4,1.1428571428571428,2.75
AC1OCDAW,0.26,14,1,-0.0264875618882303,0.045164798203093645,0.017353709931487188,0.017548940519400928,0,15,-0.14151339484556058,-0.02086882718683809,-0.07494713120388963,0.033674991807342666,8,7,-0.10932095415619236,0.08602010792918022,-0.006536983660752773,0.06743464386166242,1,14,-0.23803658002790823,0.013898937222544403,-0.09632709759407959,0.06847874432432478,12,3,-0.04781874135087282,0.1840861848639701,0.06676274948519831,0.06901668456499196,12,3,-0.06313744583712066,0.12683045725537057,0.03579300730592523,0.054201959060132636,9,6,-0.27163572356431925,0.06098182363804252,-0.05057208992862072,0.11359200911827905,11,4,-0.18225564173082717,0.2427117967088939,0.06772639369765751,0.1310935578607003,14,0,1.1428571428571428,0.07142857142857142,4,4,1.5,2.75
AC1OCDAW,0.5,14,1,-0.016272841067798624,0.03849980935551168,0.017538044602980408,0.01488181452704186,0,15,-0.161357802386949,-0.061010231038960944,-0.09564454597902415,0.030535752580282238,7,8,-0.17905797523688896,0.13461177583797498,-0.012319406191781884,0.10181272551828968,6,9,-0.4201527388512752,0.25167945515307755,-0.0043610988105559035,0.1695889699662773,12,3,-0.08430306901243172,0.21281312926497342,0.07668622468084814,0.08840506802732415,11,4,-0.08766409950930683,0.14725213474560817,0.039551793378918884,0.0673001150715522,9,6,-0.3131396217380915,0.05882869538370622,-0.061131788362694756,0.12808288041575286,11,4,-0.2016201435176802,0.2816605098649354,0.08729760915993207,0.15067328537559666,14,0,0.875,0.6666666666666666,4,2.75,1.5,2.75
AC1OCDAW,0.85,13,2,-0.01569997083267704,0.03730372074659868,0.0180440009096081,0.014005084437988799,0,15,-0.2474359950269968,-0.06512179567085163,-0.1466202446616452,0.04982477245692354,1,14,-0.40816401350901915,0.01502844035621223,-0.15550641354102326,0.11289830914587265,6,9,-0.5887359986095594,0.3059303553609423,-0.08890160997716898,0.2783656775795344,12,3,-0.08860016799330048,0.28333141888095353,0.1127266582628996,0.10887496500812505,12,3,-0.10430589731257427,0.1787018126307259,0.06083606433288963,0.08298018784971377,7,8,-0.36376044941339236,0.06388530913868447,-0.08987871111620868,0.14755759718871242,12,3,-0.15319994321240224,0.3714463922434949,0.15983737180224367,0.16742528890938482,6.5,0,0.07142857142857142,0.6666666666666666,4,4,0.875,4
AC1OCDAW,1,13,2,-0.011791266716246656,0.035343463281400526,0.01879266811973369,0.01477664206516286,0,15,-0.24048598484657302,-0.037793448970926236,-0.13746273437887593,0.053675046250916125,0,15,-0.4517397215218248,-0.026810650049565322,-0.1834545598160031,0.1231031019531201,5,10,-0.6630116533417294,0.27897331680363935,-0.20906791719219953,0.30154752744543784,12,3,-0.07433072578752177,0.3181475639155952,0.13890182022338127,0.116629370762261,12,3,-0.08383413188554441,0.19709151208797898,0.08097174500960727,0.08407276955047172,4,11,-0.3431914634858085,0.07595546082553432,-0.09689834657344255,0.1365508734846191,12,3,-0.18456159673049052,0.3983732591201557,0.18979193263041524,0.1869349655488558,6.5,0,0,0.5,4,4,0.36363636363636365,4
AKT Inhibitor VIII,0,6,15,-0.07834057945016797,0.05840943013858179,-0.013676003806407638,0.03197650886627629,2,19,-0.12231014579826417,0.10030502035940769,-0.048025549428826995,0.04556213746075405,6,15,-0.08455161979700312,0.04613942012907333,-0.01985663691620702,0.03593932850349413,14,7,-0.09708890804487114,0.09343571313470526,0.00898306066439599,0.05041696464014886,20,1,-0.031429769210152905,0.27601823294578864,0.12735303469732354,0.08586446745720053,18,3,-0.038496892919280455,0.27348771580900233,0.1159539775617221,0.0838360386163384,17,4,-0.047588638763904186,0.1144551364189265,0.029502812447201033,0.039210323982411456,20,1,-0.009534381262219557,0.2635411459318472,0.14529365527947868,0.08474006611194213,0.4,0.10526315789473684,0.4,2,20,6,4.25,20
AKT Inhibitor VIII,0.26,6,15,-0.07704312077252755,0.059127724482807044,-0.01623602234449063,0.033847730464091876,1,20,-0.14524403556970455,0.1306838929064653,-0.061728770227822395,0.05663753376093549,10,11,-0.14331220544883386,0.12615271841911413,-0.015414826032087173,0.06878491515876164,10,11,-0.16475371821688456,0.10775285236578783,-0.02043547877836681,0.07694590799037426,20,1,-0.04075404091169714,0.3106426591557106,0.1506459260331945,0.09906031535942156,18,3,-0.044207163985161994,0.30926945234093023,0.13581546225978777,0.09715339674610547,17,4,-0.05848029202440575,0.1383765781991847,0.03332531025330208,0.04846395705297534,20,1,-0.009769654055642523,0.311844840168729,0.1702638113615916,0.09941235510406456,0.4,0.05,0.9090909090909091,0.9090909090909091,20,6,4.25,20
AKT Inhibitor VIII,0.5,5,16,-0.0835997845317883,0.06331604513261685,-0.015579309168151926,0.03655653029705577,1,20,-0.1891720007036509,0.15367586724577925,-0.07578926674480592,0.0663917083056623,14,7,-0.3158176588716722,0.18809897171421205,0.01164506193106894,0.12860126413535097,13,8,-0.34421530390796257,0.30484437737372183,0.029725187861870145,0.15896253572815994,19,2,-0.07253163098245557,0.33426753737942144,0.1665437881128739,0.11568185637084633,18,3,-0.06579731055789646,0.3348022906241739,0.15121921333889485,0.10996117389925052,16,5,-0.08090509547427907,0.15624696783589279,0.03171312660666707,0.060278573492791046,20,1,-0.016776594544857495,0.3952182383079693,0.19850341121375853,0.12036695960798882,0.3125,0.05,2,1.625,9.5,6,3.2,20
AKT Inhibitor VIII,0.85,8,13,-0.09040937436901651,0.07519250613027767,-0.014846015727453372,0.04045455553235002,1,20,-0.21670460341824613,0.17124610833789866,-0.0860872393800133,0.08097101803250435,13,8,-0.4975888526327549,0.4155303095641225,0.018595488822257276,0.22445043241742485,7,14,-0.47415649946268806,0.36192810876652165,-0.03438551247964313,0.22293130166918454,19,2,-0.07652465579201859,0.3582323040722205,0.1788412887831571,0.1306975329481272,19,2,-0.07577547700519999,0.3594403285394476,0.16268953405490635,0.12268535698522175,12,9,-0.1733214461009675,0.18288177160594155,0.00466929153379489,0.08926072861726388,20,1,-0.07840111745661593,0.4790542389207503,0.2097582845661947,0.1463648793402133,0.6153846153846154,0.05,1.625,0.5,9.5,9.5,1.3333333333333333,20
AKT Inhibitor VIII,1,11,10,-0.10144371761731881,0.07952456077387349,-0.008799712644169294,0.04357402370806203,2,19,-0.2496657848973197,0.1928349368215263,-0.09217252202082565,0.09660796644037159,14,7,-0.5066660375136662,0.5664005669137802,0.05378242185406485,0.25740385918340264,7,14,-0.5116648222341681,0.3171315417218792,-0.06393525711748023,0.23840076376938615,18,3,-0.06165299138030753,0.3699117900243056,0.19327378138002477,0.1373700389935207,18,3,-0.07487685856985697,0.3608700997262698,0.18099418772553083,0.13864726220101722,10,11,-0.18465512294373654,0.2066430323480838,-9.440635934450853e-5,0.10013033995004438,20,1,-0.10540641921667569,0.4671948433232778,0.214982367709411,0.15107369997298503,1.1,0.10526315789473684,2,0.5,6,6,0.9090909090909091,20
Alpelisib,0,7,9,-0.03658975531617515,0.023674871888693348,-0.004209214980151048,0.01817248135305025,2,14,-0.09718888633035278,0.05689382215477551,-0.036040007292342434,0.04385925323124592,5,11,-0.1614185314981796,0.08433463615864575,-0.041443704593225945,0.06969521288067855,9,7,-0.10862328467137938,0.09429571133613039,0.004715932036904259,0.06032463421560464,15,1,-0.012420645206848841,0.2867689193589455,0.07932511310748291,0.07876450310621581,14,2,-0.020605955583254267,0.2430987836718035,0.0719734790568304,0.07137343366957413,11,5,-0.04296550892498954,0.1379392695137013,0.02874950715784317,0.047161143696507236,13,3,-0.06337320112754292,0.288305141035597,0.06624198785451775,0.08595837113161174,0.7777777777777778,0.14285714285714285,0.45454545454545453,1.2857142857142858,15,7,2.2,4.333333333333333
Alpelisib,0.26,6,10,-0.054222668438089254,0.027882009740176912,-0.008473389491783124,0.020278704617671332,3,13,-0.11460778836102505,0.07398118131288382,-0.03956480189208661,0.05285268375728976,5,11,-0.28742558290858466,0.15627563903104422,-0.05753872650665416,0.11843510394586006,7,9,-0.20824988593025465,0.13038917638313732,-0.0226651340479327,0.10557567863205165,15,1,-0.01513276148756252,0.3270654007834278,0.09125948973497755,0.08994141772814152,13,3,-0.031131120647423467,0.2790760531808894,0.0827266200330817,0.08226760960411693,11,5,-0.04259957952948858,0.16524810784883256,0.03825367679097338,0.05697149417045052,13,3,-0.07240332367074155,0.32927078416351885,0.07897273478672155,0.0984929424269789,0.6,0.23076923076923078,0.45454545454545453,0.7777777777777778,15,4.333333333333333,2.2,4.333333333333333
Alpelisib,0.5,7,9,-0.061033912467349447,0.03410824736100564,-0.007906366214850994,0.022432979996092277,3,13,-0.143092581920718,0.06520557889584165,-0.052765526954700624,0.061740588899482245,6,10,-0.3835252692126811,0.27674056890101806,-0.0646129598611329,0.16635829389283593,6,10,-0.32853570704869084,0.25057311538198646,-0.06153763546734919,0.17969882973933315,15,1,-0.04253836675074981,0.33720897504515823,0.08897237458000525,0.09689581738775568,13,3,-0.02140750156189559,0.29731081939736514,0.08508431128161817,0.08795780891414569,12,4,-0.043820376184107994,0.17629615765145404,0.043238039217671394,0.06354620610968724,13,3,-0.08539288949532528,0.3746926703105381,0.09034078831283399,0.11536838340796415,0.7777777777777778,0.23076923076923078,0.6,0.6,15,4.333333333333333,3,4.333333333333333
