SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_100434	AZD-1775	WEE1	10uM	HCC515	24h	
LINCSCP_100435	AZD-1775	WEE1	3.33uM	HCC515	24h	
LINCSCP_100436	AZD-1775	WEE1	1.11uM	HCC515	24h	
LINCSCP_100437	AZD-1775	WEE1	0.37uM	HCC515	24h	
LINCSCP_100438	AZD-1775	WEE1	0.12uM	HCC515	24h	
LINCSCP_100439	AZD-1775	WEE1	0.04uM	HCC515	24h	
LINCSCP_10584	AZD-1775	WEE1	10uM	AGS	6h	1
LINCSCP_106710	AZD-1775	WEE1	10uM	HELA	24h	
LINCSCP_106711	AZD-1775	WEE1	3.33uM	HELA	24h	
LINCSCP_106712	AZD-1775	WEE1	1.11uM	HELA	24h	
LINCSCP_106713	AZD-1775	WEE1	0.37uM	HELA	24h	
LINCSCP_106714	AZD-1775	WEE1	0.12uM	HELA	24h	
LINCSCP_112267	AZD-1775	WEE1	10uM	HEPG2	24h	
LINCSCP_112268	AZD-1775	WEE1	3.33uM	HEPG2	24h	
LINCSCP_112269	AZD-1775	WEE1	1.11uM	HEPG2	24h	
LINCSCP_112270	AZD-1775	WEE1	0.37uM	HEPG2	24h	
LINCSCP_112271	AZD-1775	WEE1	0.12uM	HEPG2	24h	
LINCSCP_112272	AZD-1775	WEE1	0.04uM	HEPG2	24h	
LINCSCP_114039	AZD-1775	WEE1	10uM	HME1	24h	
LINCSCP_114040	AZD-1775	WEE1	3.33uM	HME1	24h	
LINCSCP_114041	AZD-1775	WEE1	1.11uM	HME1	24h	
LINCSCP_114042	AZD-1775	WEE1	0.37uM	HME1	24h	
LINCSCP_114043	AZD-1775	WEE1	0.12uM	HME1	24h	
LINCSCP_114044	AZD-1775	WEE1	0.04uM	HME1	24h	
LINCSCP_117225	AZD-1775	WEE1	10uM	HT29	24h	
LINCSCP_117226	AZD-1775	WEE1	3.33uM	HT29	24h	
LINCSCP_117227	AZD-1775	WEE1	1.11uM	HT29	24h	
LINCSCP_117228	AZD-1775	WEE1	0.37uM	HT29	24h	
LINCSCP_117229	AZD-1775	WEE1	0.12uM	HT29	24h	
LINCSCP_117230	AZD-1775	WEE1	0.04uM	HT29	24h	
LINCSCP_12179	AZD-1775	WEE1	0.1uM	BT20	24h	1
LINCSCP_12180	AZD-1775	WEE1	10uM	BT20	24h	0
LINCSCP_12311	AZD-1775	WEE1	10uM	BT20	6h	0
LINCSCP_123504	AZD-1775	WEE1	10uM	HT29	24h	
LINCSCP_123505	AZD-1775	WEE1	3.33uM	HT29	24h	
LINCSCP_123506	AZD-1775	WEE1	1.11uM	HT29	24h	
LINCSCP_123507	AZD-1775	WEE1	0.37uM	HT29	24h	
LINCSCP_123508	AZD-1775	WEE1	0.12uM	HT29	24h	
LINCSCP_12719	AZD-1775	WEE1	10uM	COV644	6h	1
LINCSCP_128687	AZD-1775	WEE1	10uM	HUVEC	24h	
LINCSCP_128688	AZD-1775	WEE1	3.33uM	HUVEC	24h	
LINCSCP_128689	AZD-1775	WEE1	1.11uM	HUVEC	24h	
LINCSCP_128690	AZD-1775	WEE1	0.37uM	HUVEC	24h	
LINCSCP_12963	AZD-1775	WEE1	10uM	EFO27	6h	1
LINCSCP_133623	AZD-1775	WEE1	10uM	MCF7	24h	
LINCSCP_133624	AZD-1775	WEE1	3.33uM	MCF7	24h	
LINCSCP_133625	AZD-1775	WEE1	1.11uM	MCF7	24h	
LINCSCP_133626	AZD-1775	WEE1	0.37uM	MCF7	24h	
LINCSCP_133627	AZD-1775	WEE1	0.12uM	MCF7	24h	
LINCSCP_133628	AZD-1775	WEE1	0.04uM	MCF7	24h	
LINCSCP_13531	AZD-1775	WEE1	10uM	H1299	6h	1
LINCSCP_140087	AZD-1775	WEE1	10uM	MCF7	24h	
LINCSCP_140088	AZD-1775	WEE1	3.33uM	MCF7	24h	
LINCSCP_140089	AZD-1775	WEE1	1.11uM	MCF7	24h	
LINCSCP_140090	AZD-1775	WEE1	0.37uM	MCF7	24h	
LINCSCP_140091	AZD-1775	WEE1	0.12uM	MCF7	24h	
LINCSCP_140092	AZD-1775	WEE1	0.04uM	MCF7	24h	
LINCSCP_146699	AZD-1775	WEE1	10uM	NEU	24h	
LINCSCP_146700	AZD-1775	WEE1	3.33uM	NEU	24h	
LINCSCP_146701	AZD-1775	WEE1	1.11uM	NEU	24h	
LINCSCP_146703	AZD-1775	WEE1	0.12uM	NEU	24h	
LINCSCP_146704	AZD-1775	WEE1	0.04uM	NEU	24h	
LINCSCP_147731	AZD-1775	WEE1	10uM	NPC.CAS9	24h	
LINCSCP_147732	AZD-1775	WEE1	3.33uM	NPC.CAS9	24h	
LINCSCP_147733	AZD-1775	WEE1	1.11uM	NPC.CAS9	24h	
LINCSCP_147734	AZD-1775	WEE1	0.37uM	NPC.CAS9	24h	
LINCSCP_147735	AZD-1775	WEE1	0.12uM	NPC.CAS9	24h	
LINCSCP_147736	AZD-1775	WEE1	0.04uM	NPC.CAS9	24h	
LINCSCP_148759	AZD-1775	WEE1	10uM	NPC	24h	
LINCSCP_148760	AZD-1775	WEE1	3.33uM	NPC	24h	
LINCSCP_148761	AZD-1775	WEE1	1.11uM	NPC	24h	
LINCSCP_148762	AZD-1775	WEE1	0.37uM	NPC	24h	
LINCSCP_148763	AZD-1775	WEE1	0.12uM	NPC	24h	
LINCSCP_148764	AZD-1775	WEE1	0.04uM	NPC	24h	
LINCSCP_149886	AZD-1775	WEE1	10uM	NPC.TAK	24h	
LINCSCP_149887	AZD-1775	WEE1	3.33uM	NPC.TAK	24h	
LINCSCP_149888	AZD-1775	WEE1	1.11uM	NPC.TAK	24h	
