SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_10001	AC1OCDAW	TOP2A	0.04uM	A549	24h	0
LINCSCP_10002	AC1OCDAW	TOP2A	0.12uM	A549	24h	0
LINCSCP_10003	AC1OCDAW	TOP2A	0.37uM	A549	24h	0
LINCSCP_10004	AC1OCDAW	TOP2A	10uM	A549	24h	0
LINCSCP_10005	AC1OCDAW	TOP2A	1.11uM	A549	24h	0
LINCSCP_10006	AC1OCDAW	TOP2A	3.33uM	A549	24h	0
LINCSCP_11497	AC1OCDAW	TOP2A	10uM	ASC	24h	1
LINCSCP_14833	AC1OCDAW	TOP2A	10uM	HA1E	6h	0
LINCSCP_17400	AC1OCDAW	TOP2A	0.04uM	HA1E	24h	0
LINCSCP_17401	AC1OCDAW	TOP2A	0.12uM	HA1E	24h	0
LINCSCP_17402	AC1OCDAW	TOP2A	0.37uM	HA1E	24h	0
LINCSCP_17403	AC1OCDAW	TOP2A	1.11uM	HA1E	24h	0
LINCSCP_17404	AC1OCDAW	TOP2A	3.33uM	HA1E	24h	0
LINCSCP_18791	AC1OCDAW	TOP2A	10uM	HCC515	24h	0
LINCSCP_19026	AC1OCDAW	TOP2A	10uM	HCC515	6h	0
LINCSCP_20902	AC1OCDAW	TOP2A	0.04uM	HCC515	24h	0
LINCSCP_20903	AC1OCDAW	TOP2A	0.12uM	HCC515	24h	0
LINCSCP_20904	AC1OCDAW	TOP2A	0.37uM	HCC515	24h	0
LINCSCP_20905	AC1OCDAW	TOP2A	10uM	HCC515	24h	0
LINCSCP_20906	AC1OCDAW	TOP2A	1.11uM	HCC515	24h	0
LINCSCP_20907	AC1OCDAW	TOP2A	3.33uM	HCC515	24h	0
LINCSCP_21471	AC1OCDAW	TOP2A	10uM	HEPG2	6h	0
LINCSCP_23004	AC1OCDAW	TOP2A	10uM	HEPG2	6h	0
LINCSCP_23953	AC1OCDAW	TOP2A	0.04uM	HEPG2	24h	0
LINCSCP_23954	AC1OCDAW	TOP2A	0.12uM	HEPG2	24h	0
LINCSCP_23955	AC1OCDAW	TOP2A	0.37uM	HEPG2	24h	0
LINCSCP_23956	AC1OCDAW	TOP2A	10uM	HEPG2	24h	0
LINCSCP_23957	AC1OCDAW	TOP2A	1.11uM	HEPG2	24h	0
LINCSCP_23958	AC1OCDAW	TOP2A	3.33uM	HEPG2	24h	0
LINCSCP_25155	AC1OCDAW	TOP2A	10uM	HT29	6h	0
LINCSCP_27045	AC1OCDAW	TOP2A	10uM	HT29	6h	0
LINCSCP_2832	AC1OCDAW	TOP2A	10uM	A375	6h	0
LINCSCP_28557	AC1OCDAW	TOP2A	0.04uM	HT29	24h	0
LINCSCP_28558	AC1OCDAW	TOP2A	0.12uM	HT29	24h	0
LINCSCP_28559	AC1OCDAW	TOP2A	0.37uM	HT29	24h	0
LINCSCP_28560	AC1OCDAW	TOP2A	10uM	HT29	24h	0
LINCSCP_28561	AC1OCDAW	TOP2A	1.11uM	HT29	24h	0
LINCSCP_28562	AC1OCDAW	TOP2A	3.33uM	HT29	24h	0
LINCSCP_30172	AC1OCDAW	TOP2A	10uM	MCF7	6h	0
LINCSCP_33557	AC1OCDAW	TOP2A	10uM	MCF7	24h	0
LINCSCP_33690	AC1OCDAW	TOP2A	10uM	MCF7	6h	0
LINCSCP_38602	AC1OCDAW	TOP2A	0.04uM	MCF7	24h	0
LINCSCP_38603	AC1OCDAW	TOP2A	0.12uM	MCF7	24h	0
LINCSCP_38604	AC1OCDAW	TOP2A	0.37uM	MCF7	24h	0
LINCSCP_38605	AC1OCDAW	TOP2A	10uM	MCF7	24h	0
LINCSCP_38606	AC1OCDAW	TOP2A	1.11uM	MCF7	24h	0
LINCSCP_38607	AC1OCDAW	TOP2A	3.33uM	MCF7	24h	0
LINCSCP_3941	AC1OCDAW	TOP2A	0.04uM	A375	24h	0
LINCSCP_3942	AC1OCDAW	TOP2A	0.12uM	A375	24h	0
LINCSCP_3943	AC1OCDAW	TOP2A	0.37uM	A375	24h	0
LINCSCP_3944	AC1OCDAW	TOP2A	10uM	A375	24h	0
LINCSCP_3945	AC1OCDAW	TOP2A	1.11uM	A375	24h	0
LINCSCP_3946	AC1OCDAW	TOP2A	3.33uM	A375	24h	0
LINCSCP_44501	AC1OCDAW	TOP2A	10uM	PC3	24h	0
LINCSCP_44616	AC1OCDAW	TOP2A	10uM	PC3	6h	0
LINCSCP_49577	AC1OCDAW	TOP2A	0.04uM	PC3	24h	0
LINCSCP_49578	AC1OCDAW	TOP2A	0.12uM	PC3	24h	0
LINCSCP_49579	AC1OCDAW	TOP2A	0.37uM	PC3	24h	0
LINCSCP_49580	AC1OCDAW	TOP2A	10uM	PC3	24h	0
LINCSCP_49581	AC1OCDAW	TOP2A	1.11uM	PC3	24h	0
LINCSCP_49582	AC1OCDAW	TOP2A	3.33uM	PC3	24h	0
LINCSCP_50150	AC1OCDAW	TOP2A	10uM	PHH	24h	1
LINCSCP_52805	AC1OCDAW	TOP2A	10uM	SKB	24h	1
LINCSCP_73	AC1OCDAW	TOP2A	10uM	A375	6h	0
LINCSCP_7549	AC1OCDAW	TOP2A	10uM	A549	24h	0
LINCSCP_7638	AC1OCDAW	TOP2A	10uM	A549	6h	0
