SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_104489	AC1NWAML	NR3C1	10uM	HELA	24h	
LINCSCP_104490	AC1NWAML	NR3C1	3.33uM	HELA	24h	
LINCSCP_104491	AC1NWAML	NR3C1	1.11uM	HELA	24h	
LINCSCP_104492	AC1NWAML	NR3C1	0.37uM	HELA	24h	
LINCSCP_104493	AC1NWAML	NR3C1	0.12uM	HELA	24h	
LINCSCP_104494	AC1NWAML	NR3C1	0.04uM	HELA	24h	
LINCSCP_121283	AC1NWAML	NR3C1	10uM	HT29	24h	
LINCSCP_121286	AC1NWAML	NR3C1	0.37uM	HT29	24h	
LINCSCP_121287	AC1NWAML	NR3C1	0.12uM	HT29	24h	
LINCSCP_121288	AC1NWAML	NR3C1	0.04uM	HT29	24h	
LINCSCP_137862	AC1NWAML	NR3C1	10uM	MCF7	24h	
LINCSCP_137863	AC1NWAML	NR3C1	3.33uM	MCF7	24h	
LINCSCP_137864	AC1NWAML	NR3C1	1.11uM	MCF7	24h	
LINCSCP_137866	AC1NWAML	NR3C1	0.12uM	MCF7	24h	
LINCSCP_14961	AC1NWAML	NR3C1	10uM	HA1E	24h	1
LINCSCP_156067	AC1NWAML	NR3C1	10uM	PC3	24h	
LINCSCP_156068	AC1NWAML	NR3C1	3.33uM	PC3	24h	
LINCSCP_156069	AC1NWAML	NR3C1	1.11uM	PC3	24h	
LINCSCP_156070	AC1NWAML	NR3C1	0.37uM	PC3	24h	
LINCSCP_156071	AC1NWAML	NR3C1	0.12uM	PC3	24h	
LINCSCP_156072	AC1NWAML	NR3C1	0.04uM	PC3	24h	
LINCSCP_169	AC1NWAML	NR3C1	10uM	A375	24h	1
LINCSCP_169668	AC1NWAML	NR3C1	10uM	YAPC	24h	
LINCSCP_169669	AC1NWAML	NR3C1	3.33uM	YAPC	24h	
LINCSCP_169670	AC1NWAML	NR3C1	1.11uM	YAPC	24h	
LINCSCP_169671	AC1NWAML	NR3C1	0.37uM	YAPC	24h	
LINCSCP_169672	AC1NWAML	NR3C1	0.12uM	YAPC	24h	
LINCSCP_19155	AC1NWAML	NR3C1	10uM	HCC515	6h	0
LINCSCP_30312	AC1NWAML	NR3C1	10uM	MCF7	6h	0
LINCSCP_405	AC1NWAML	NR3C1	10uM	A375	6h	0
LINCSCP_4125	AC1NWAML	NR3C1	10uM	A549	24h	1
LINCSCP_4264	AC1NWAML	NR3C1	10uM	A549	6h	0
LINCSCP_44666	AC1NWAML	NR3C1	10uM	PC3	24h	1
LINCSCP_44760	AC1NWAML	NR3C1	10uM	PC3	6h	0
LINCSCP_56721	AC1NWAML	NR3C1	10uM	VCAP	6h	0
LINCSCP_74339	AC1NWAML	NR3C1	10uM	A375	24h	
LINCSCP_74340	AC1NWAML	NR3C1	3.33uM	A375	24h	
LINCSCP_74341	AC1NWAML	NR3C1	1.11uM	A375	24h	
LINCSCP_74342	AC1NWAML	NR3C1	0.37uM	A375	24h	
LINCSCP_74343	AC1NWAML	NR3C1	0.12uM	A375	24h	
LINCSCP_74344	AC1NWAML	NR3C1	0.04uM	A375	24h	
LINCSCP_92679	AC1NWAML	NR3C1	10uM	HA1E	24h	
LINCSCP_92680	AC1NWAML	NR3C1	3.33uM	HA1E	24h	
LINCSCP_92681	AC1NWAML	NR3C1	1.11uM	HA1E	24h	
LINCSCP_92682	AC1NWAML	NR3C1	0.37uM	HA1E	24h	
LINCSCP_92683	AC1NWAML	NR3C1	0.12uM	HA1E	24h	
LINCSCP_92684	AC1NWAML	NR3C1	0.04uM	HA1E	24h	
