SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_100484	Olaparib	PARP1|PARP2|PARP3	10uM	HCC515	24h	
LINCSCP_100486	Olaparib	PARP1|PARP2|PARP3	1.11uM	HCC515	24h	
LINCSCP_100487	Olaparib	PARP1|PARP2|PARP3	0.37uM	HCC515	24h	
LINCSCP_100488	Olaparib	PARP1|PARP2|PARP3	0.12uM	HCC515	24h	
LINCSCP_100489	Olaparib	PARP1|PARP2|PARP3	0.04uM	HCC515	24h	
LINCSCP_101125	Olaparib	PARP1|PARP2|PARP3	3.33uM	HCC515	24h	
LINCSCP_101126	Olaparib	PARP1|PARP2|PARP3	1.11uM	HCC515	24h	
LINCSCP_101127	Olaparib	PARP1|PARP2|PARP3	0.37uM	HCC515	24h	
LINCSCP_101129	Olaparib	PARP1|PARP2|PARP3	0.04uM	HCC515	24h	
LINCSCP_10324	Olaparib	PARP1|PARP2|PARP3	40uM	A673	6h	1
LINCSCP_10502	Olaparib	PARP1|PARP2|PARP3	40uM	AGS	6h	1
LINCSCP_105261	Olaparib	PARP1|PARP2|PARP3	10uM	HELA	24h	
LINCSCP_112317	Olaparib	PARP1|PARP2|PARP3	10uM	HEPG2	24h	
LINCSCP_112318	Olaparib	PARP1|PARP2|PARP3	3.33uM	HEPG2	24h	
LINCSCP_112319	Olaparib	PARP1|PARP2|PARP3	1.11uM	HEPG2	24h	
LINCSCP_112321	Olaparib	PARP1|PARP2|PARP3	0.12uM	HEPG2	24h	
LINCSCP_112322	Olaparib	PARP1|PARP2|PARP3	0.04uM	HEPG2	24h	
LINCSCP_112957	Olaparib	PARP1|PARP2|PARP3	3.33uM	HEPG2	24h	
LINCSCP_112958	Olaparib	PARP1|PARP2|PARP3	1.11uM	HEPG2	24h	
LINCSCP_112960	Olaparib	PARP1|PARP2|PARP3	0.12uM	HEPG2	24h	
LINCSCP_114092	Olaparib	PARP1|PARP2|PARP3	0.37uM	HME1	24h	
LINCSCP_114093	Olaparib	PARP1|PARP2|PARP3	0.12uM	HME1	24h	
LINCSCP_114094	Olaparib	PARP1|PARP2|PARP3	0.04uM	HME1	24h	
LINCSCP_117275	Olaparib	PARP1|PARP2|PARP3	10uM	HT29	24h	
LINCSCP_117276	Olaparib	PARP1|PARP2|PARP3	3.33uM	HT29	24h	
LINCSCP_117277	Olaparib	PARP1|PARP2|PARP3	1.11uM	HT29	24h	
LINCSCP_117278	Olaparib	PARP1|PARP2|PARP3	0.37uM	HT29	24h	
LINCSCP_117279	Olaparib	PARP1|PARP2|PARP3	0.12uM	HT29	24h	
LINCSCP_117280	Olaparib	PARP1|PARP2|PARP3	0.04uM	HT29	24h	
LINCSCP_122056	Olaparib	PARP1|PARP2|PARP3	10uM	HT29	24h	
LINCSCP_122057	Olaparib	PARP1|PARP2|PARP3	3.33uM	HT29	24h	
LINCSCP_122061	Olaparib	PARP1|PARP2|PARP3	0.04uM	HT29	24h	
LINCSCP_12258	Olaparib	PARP1|PARP2|PARP3	10uM	BT20	6h	1
LINCSCP_128733	Olaparib	PARP1|PARP2|PARP3	10uM	HUVEC	24h	
LINCSCP_129371	Olaparib	PARP1|PARP2|PARP3	10uM	HUVEC	24h	
LINCSCP_133673	Olaparib	PARP1|PARP2|PARP3	10uM	MCF7	24h	
LINCSCP_133677	Olaparib	PARP1|PARP2|PARP3	0.12uM	MCF7	24h	
LINCSCP_133678	Olaparib	PARP1|PARP2|PARP3	0.04uM	MCF7	24h	
LINCSCP_134314	Olaparib	PARP1|PARP2|PARP3	3.33uM	MCF7	24h	
LINCSCP_134316	Olaparib	PARP1|PARP2|PARP3	0.37uM	MCF7	24h	
LINCSCP_134318	Olaparib	PARP1|PARP2|PARP3	0.04uM	MCF7	24h	
LINCSCP_138637	Olaparib	PARP1|PARP2|PARP3	3.33uM	MCF7	24h	
LINCSCP_138639	Olaparib	PARP1|PARP2|PARP3	0.37uM	MCF7	24h	
LINCSCP_146742	Olaparib	PARP1|PARP2|PARP3	10uM	NEU	24h	
LINCSCP_146743	Olaparib	PARP1|PARP2|PARP3	3.33uM	NEU	24h	
LINCSCP_146744	Olaparib	PARP1|PARP2|PARP3	1.11uM	NEU	24h	
LINCSCP_146745	Olaparib	PARP1|PARP2|PARP3	0.37uM	NEU	24h	
LINCSCP_146747	Olaparib	PARP1|PARP2|PARP3	0.04uM	NEU	24h	
LINCSCP_147377	Olaparib	PARP1|PARP2|PARP3	3.33uM	NEU	24h	
LINCSCP_147378	Olaparib	PARP1|PARP2|PARP3	1.11uM	NEU	24h	
LINCSCP_147379	Olaparib	PARP1|PARP2|PARP3	0.37uM	NEU	24h	
LINCSCP_147380	Olaparib	PARP1|PARP2|PARP3	0.12uM	NEU	24h	
LINCSCP_147381	Olaparib	PARP1|PARP2|PARP3	0.04uM	NEU	24h	
LINCSCP_147775	Olaparib	PARP1|PARP2|PARP3	10uM	NPC.CAS9	24h	
LINCSCP_147776	Olaparib	PARP1|PARP2|PARP3	3.33uM	NPC.CAS9	24h	
LINCSCP_147778	Olaparib	PARP1|PARP2|PARP3	0.37uM	NPC.CAS9	24h	
LINCSCP_147779	Olaparib	PARP1|PARP2|PARP3	0.12uM	NPC.CAS9	24h	
LINCSCP_148408	Olaparib	PARP1|PARP2|PARP3	10uM	NPC.CAS9	24h	
LINCSCP_148409	Olaparib	PARP1|PARP2|PARP3	3.33uM	NPC.CAS9	24h	
LINCSCP_148410	Olaparib	PARP1|PARP2|PARP3	1.11uM	NPC.CAS9	24h	
LINCSCP_148411	Olaparib	PARP1|PARP2|PARP3	0.37uM	NPC.CAS9	24h	
LINCSCP_148412	Olaparib	PARP1|PARP2|PARP3	0.12uM	NPC.CAS9	24h	
LINCSCP_148413	Olaparib	PARP1|PARP2|PARP3	0.04uM	NPC.CAS9	24h	
LINCSCP_148806	Olaparib	PARP1|PARP2|PARP3	10uM	NPC	24h	
LINCSCP_148807	Olaparib	PARP1|PARP2|PARP3	3.33uM	NPC	24h	
LINCSCP_148810	Olaparib	PARP1|PARP2|PARP3	0.12uM	NPC	24h	
LINCSCP_149439	Olaparib	PARP1|PARP2|PARP3	10uM	NPC	24h	
LINCSCP_149440	Olaparib	PARP1|PARP2|PARP3	3.33uM	NPC	24h	
LINCSCP_149442	Olaparib	PARP1|PARP2|PARP3	0.37uM	NPC	24h	
LINCSCP_149443	Olaparib	PARP1|PARP2|PARP3	0.12uM	NPC	24h	
LINCSCP_149444	Olaparib	PARP1|PARP2|PARP3	0.04uM	NPC	24h	
LINCSCP_149932	Olaparib	PARP1|PARP2|PARP3	10uM	NPC.TAK	24h	
LINCSCP_149933	Olaparib	PARP1|PARP2|PARP3	3.33uM	NPC.TAK	24h	
LINCSCP_149934	Olaparib	PARP1|PARP2|PARP3	1.11uM	NPC.TAK	24h	
LINCSCP_149935	Olaparib	PARP1|PARP2|PARP3	0.37uM	NPC.TAK	24h	
LINCSCP_149937	Olaparib	PARP1|PARP2|PARP3	0.04uM	NPC.TAK	24h	
LINCSCP_150561	Olaparib	PARP1|PARP2|PARP3	10uM	NPC.TAK	24h	
LINCSCP_150562	Olaparib	PARP1|PARP2|PARP3	3.33uM	NPC.TAK	24h	
LINCSCP_150564	Olaparib	PARP1|PARP2|PARP3	0.37uM	NPC.TAK	24h	
LINCSCP_150565	Olaparib	PARP1|PARP2|PARP3	0.12uM	NPC.TAK	24h	
LINCSCP_150566	Olaparib	PARP1|PARP2|PARP3	0.04uM	NPC.TAK	24h	
LINCSCP_151875	Olaparib	PARP1|PARP2|PARP3	10uM	PC3	24h	
LINCSCP_151876	Olaparib	PARP1|PARP2|PARP3	3.33uM	PC3	24h	
LINCSCP_151877	Olaparib	PARP1|PARP2|PARP3	1.11uM	PC3	24h	
LINCSCP_151878	Olaparib	PARP1|PARP2|PARP3	0.37uM	PC3	24h	
LINCSCP_151879	Olaparib	PARP1|PARP2|PARP3	0.12uM	PC3	24h	
LINCSCP_151880	Olaparib	PARP1|PARP2|PARP3	0.04uM	PC3	24h	
LINCSCP_15231	Olaparib	PARP1|PARP2|PARP3	40uM	HA1E	24h	0
LINCSCP_152515	Olaparib	PARP1|PARP2|PARP3	10uM	PC3	24h	
LINCSCP_152516	Olaparib	PARP1|PARP2|PARP3	3.33uM	PC3	24h	
LINCSCP_152517	Olaparib	PARP1|PARP2|PARP3	1.11uM	PC3	24h	
LINCSCP_152519	Olaparib	PARP1|PARP2|PARP3	0.12uM	PC3	24h	
LINCSCP_152520	Olaparib	PARP1|PARP2|PARP3	0.04uM	PC3	24h	
LINCSCP_15524	Olaparib	PARP1|PARP2|PARP3	40uM	HA1E	6h	0
LINCSCP_156840	Olaparib	PARP1|PARP2|PARP3	10uM	PC3	24h	
LINCSCP_156841	Olaparib	PARP1|PARP2|PARP3	3.33uM	PC3	24h	
LINCSCP_156843	Olaparib	PARP1|PARP2|PARP3	0.37uM	PC3	24h	
LINCSCP_164605	Olaparib	PARP1|PARP2|PARP3	10uM	SKL.C	24h	
LINCSCP_164608	Olaparib	PARP1|PARP2|PARP3	0.37uM	SKL.C	24h	
LINCSCP_164610	Olaparib	PARP1|PARP2|PARP3	0.04uM	SKL.C	24h	
LINCSCP_165242	Olaparib	PARP1|PARP2|PARP3	1.11uM	SKL.C	24h	
LINCSCP_165243	Olaparib	PARP1|PARP2|PARP3	0.37uM	SKL.C	24h	
LINCSCP_165666	Olaparib	PARP1|PARP2|PARP3	1.11uM	SKL	24h	
LINCSCP_165667	Olaparib	PARP1|PARP2|PARP3	0.37uM	SKL	24h	
LINCSCP_165668	Olaparib	PARP1|PARP2|PARP3	0.12uM	SKL	24h	
LINCSCP_166299	Olaparib	PARP1|PARP2|PARP3	10uM	SKL	24h	
LINCSCP_166301	Olaparib	PARP1|PARP2|PARP3	1.11uM	SKL	24h	
LINCSCP_166302	Olaparib	PARP1|PARP2|PARP3	0.37uM	SKL	24h	
LINCSCP_166303	Olaparib	PARP1|PARP2|PARP3	0.12uM	SKL	24h	
LINCSCP_170445	Olaparib	PARP1|PARP2|PARP3	0.37uM	YAPC	24h	
LINCSCP_170447	Olaparib	PARP1|PARP2|PARP3	0.04uM	YAPC	24h	
LINCSCP_17619	Olaparib	PARP1|PARP2|PARP3	40uM	HCC15	6h	1
LINCSCP_19269	Olaparib	PARP1|PARP2|PARP3	40uM	HCC515	24h	0
LINCSCP_21626	Olaparib	PARP1|PARP2|PARP3	40uM	HEPG2	6h	0
