SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_1023	MLN 2238	PSMB1	10uM	A375	6h	1
LINCSCP_10427	MLN 2238	PSMB1	10uM	A673	6h	1
LINCSCP_10630	MLN 2238	PSMB1	10uM	AGS	6h	1
LINCSCP_109689	MLN 2238	PSMB1	10uM	HELA	24h	
LINCSCP_109690	MLN 2238	PSMB1	3.33uM	HELA	24h	
LINCSCP_109691	MLN 2238	PSMB1	1.11uM	HELA	24h	
LINCSCP_109692	MLN 2238	PSMB1	0.37uM	HELA	24h	
LINCSCP_109693	MLN 2238	PSMB1	0.12uM	HELA	24h	
LINCSCP_109694	MLN 2238	PSMB1	0.04uM	HELA	24h	
LINCSCP_126490	MLN 2238	PSMB1	10uM	HT29	24h	
LINCSCP_126491	MLN 2238	PSMB1	3.33uM	HT29	24h	
LINCSCP_126492	MLN 2238	PSMB1	1.11uM	HT29	24h	
LINCSCP_126493	MLN 2238	PSMB1	0.37uM	HT29	24h	
LINCSCP_126494	MLN 2238	PSMB1	0.12uM	HT29	24h	
LINCSCP_126495	MLN 2238	PSMB1	0.04uM	HT29	24h	
LINCSCP_12863	MLN 2238	PSMB1	10uM	DV90	6h	1
LINCSCP_12988	MLN 2238	PSMB1	10uM	EFO27	6h	1
LINCSCP_13578	MLN 2238	PSMB1	10uM	H1299	6h	1
LINCSCP_143075	MLN 2238	PSMB1	10uM	MCF7	24h	
LINCSCP_143076	MLN 2238	PSMB1	3.33uM	MCF7	24h	
LINCSCP_143077	MLN 2238	PSMB1	1.11uM	MCF7	24h	
LINCSCP_143078	MLN 2238	PSMB1	0.37uM	MCF7	24h	
LINCSCP_143079	MLN 2238	PSMB1	0.12uM	MCF7	24h	
LINCSCP_143080	MLN 2238	PSMB1	0.04uM	MCF7	24h	
LINCSCP_15656	MLN 2238	PSMB1	10uM	HA1E	6h	1
LINCSCP_161276	MLN 2238	PSMB1	10uM	PC3	24h	
LINCSCP_161277	MLN 2238	PSMB1	3.33uM	PC3	24h	
LINCSCP_161278	MLN 2238	PSMB1	1.11uM	PC3	24h	
LINCSCP_161279	MLN 2238	PSMB1	0.37uM	PC3	24h	
LINCSCP_161280	MLN 2238	PSMB1	0.12uM	PC3	24h	
LINCSCP_161281	MLN 2238	PSMB1	0.04uM	PC3	24h	
LINCSCP_174869	MLN 2238	PSMB1	10uM	YAPC	24h	
LINCSCP_174870	MLN 2238	PSMB1	3.33uM	YAPC	24h	
LINCSCP_174872	MLN 2238	PSMB1	0.37uM	YAPC	24h	
LINCSCP_174873	MLN 2238	PSMB1	0.12uM	YAPC	24h	
LINCSCP_174874	MLN 2238	PSMB1	0.04uM	YAPC	24h	
LINCSCP_17793	MLN 2238	PSMB1	10uM	HCC15	6h	1
LINCSCP_19403	MLN 2238	PSMB1	10uM	HCC515	24h	0
LINCSCP_19591	MLN 2238	PSMB1	10uM	HCC515	6h	1
LINCSCP_205797	MLN 2238	PSMB1	10uM	CL34	6h	1
LINCSCP_21260	MLN 2238	PSMB1	10uM	HCT116	6h	1
LINCSCP_21402	MLN 2238	PSMB1	10uM	HEC108	6h	1
LINCSCP_21756	MLN 2238	PSMB1	10uM	HEPG2	6h	1
LINCSCP_25116	MLN 2238	PSMB1	10uM	HT115	6h	1
LINCSCP_25612	MLN 2238	PSMB1	10uM	HT29	24h	0
LINCSCP_256990	MLN 2238	PSMB1	10uM	NCIH1836	6h	1
LINCSCP_25821	MLN 2238	PSMB1	10uM	HT29	6h	1
LINCSCP_261171	MLN 2238	PSMB1	10uM	NOMO1	6h	1
LINCSCP_29167	MLN 2238	PSMB1	10uM	JHUEM2	6h	1
LINCSCP_29393	MLN 2238	PSMB1	10uM	LOVO	6h	1
LINCSCP_30637	MLN 2238	PSMB1	10uM	MCF7	24h	0
LINCSCP_30861	MLN 2238	PSMB1	10uM	MCF7	6h	1
LINCSCP_37044	MLN 2238	PSMB1	0.5uM	MCF7	24h	0
LINCSCP_37045	MLN 2238	PSMB1	10uM	MCF7	24h	0
LINCSCP_37046	MLN 2238	PSMB1	1uM	MCF7	24h	0
LINCSCP_37182	MLN 2238	PSMB1	0.5uM	MCF7	6h	0
LINCSCP_37183	MLN 2238	PSMB1	10uM	MCF7	6h	0
LINCSCP_37184	MLN 2238	PSMB1	1uM	MCF7	6h	0
LINCSCP_37185	MLN 2238	PSMB1	3uM	MCF7	6h	1
