SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_100848	TAK-715	MAPK14	10uM	HCC515	24h	
LINCSCP_100851	TAK-715	MAPK14	0.37uM	HCC515	24h	
LINCSCP_100853	TAK-715	MAPK14	0.04uM	HCC515	24h	
LINCSCP_106621	TAK-715	MAPK14	10uM	HELA	24h	
LINCSCP_106622	TAK-715	MAPK14	3.33uM	HELA	24h	
LINCSCP_106626	TAK-715	MAPK14	0.04uM	HELA	24h	
LINCSCP_112681	TAK-715	MAPK14	10uM	HEPG2	24h	
LINCSCP_112682	TAK-715	MAPK14	3.33uM	HEPG2	24h	
LINCSCP_112685	TAK-715	MAPK14	0.12uM	HEPG2	24h	
LINCSCP_112686	TAK-715	MAPK14	0.04uM	HEPG2	24h	
LINCSCP_114452	TAK-715	MAPK14	10uM	HME1	24h	
LINCSCP_114454	TAK-715	MAPK14	1.11uM	HME1	24h	
LINCSCP_11735	TAK-715	MAPK14	0.1uM	BT20	24h	0
LINCSCP_11736	TAK-715	MAPK14	10uM	BT20	24h	1
LINCSCP_117639	TAK-715	MAPK14	10uM	HT29	24h	
LINCSCP_117640	TAK-715	MAPK14	3.33uM	HT29	24h	
LINCSCP_117643	TAK-715	MAPK14	0.12uM	HT29	24h	
LINCSCP_117644	TAK-715	MAPK14	0.04uM	HT29	24h	
LINCSCP_11979	TAK-715	MAPK14	0.1uM	BT20	6h	0
LINCSCP_11980	TAK-715	MAPK14	10uM	BT20	6h	0
LINCSCP_123415	TAK-715	MAPK14	10uM	HT29	24h	
LINCSCP_123416	TAK-715	MAPK14	3.33uM	HT29	24h	
LINCSCP_129095	TAK-715	MAPK14	10uM	HUVEC	24h	
LINCSCP_129096	TAK-715	MAPK14	3.33uM	HUVEC	24h	
LINCSCP_129097	TAK-715	MAPK14	1.11uM	HUVEC	24h	
LINCSCP_129099	TAK-715	MAPK14	0.12uM	HUVEC	24h	
LINCSCP_129100	TAK-715	MAPK14	0.04uM	HUVEC	24h	
LINCSCP_134037	TAK-715	MAPK14	10uM	MCF7	24h	
LINCSCP_134038	TAK-715	MAPK14	3.33uM	MCF7	24h	
LINCSCP_134039	TAK-715	MAPK14	1.11uM	MCF7	24h	
LINCSCP_134040	TAK-715	MAPK14	0.37uM	MCF7	24h	
LINCSCP_134041	TAK-715	MAPK14	0.12uM	MCF7	24h	
LINCSCP_134042	TAK-715	MAPK14	0.04uM	MCF7	24h	
LINCSCP_139997	TAK-715	MAPK14	10uM	MCF7	24h	
LINCSCP_147100	TAK-715	MAPK14	10uM	NEU	24h	
LINCSCP_147102	TAK-715	MAPK14	1.11uM	NEU	24h	
LINCSCP_147103	TAK-715	MAPK14	0.37uM	NEU	24h	
LINCSCP_148135	TAK-715	MAPK14	10uM	NPC.CAS9	24h	
LINCSCP_148136	TAK-715	MAPK14	3.33uM	NPC.CAS9	24h	
LINCSCP_148137	TAK-715	MAPK14	1.11uM	NPC.CAS9	24h	
LINCSCP_149168	TAK-715	MAPK14	0.04uM	NPC	24h	
LINCSCP_150287	TAK-715	MAPK14	10uM	NPC.TAK	24h	
LINCSCP_150288	TAK-715	MAPK14	3.33uM	NPC.TAK	24h	
LINCSCP_150291	TAK-715	MAPK14	0.12uM	NPC.TAK	24h	
LINCSCP_152240	TAK-715	MAPK14	3.33uM	PC3	24h	
LINCSCP_152241	TAK-715	MAPK14	1.11uM	PC3	24h	
LINCSCP_152242	TAK-715	MAPK14	0.37uM	PC3	24h	
LINCSCP_152243	TAK-715	MAPK14	0.12uM	PC3	24h	
LINCSCP_152244	TAK-715	MAPK14	0.04uM	PC3	24h	
LINCSCP_158199	TAK-715	MAPK14	10uM	PC3	24h	
LINCSCP_158200	TAK-715	MAPK14	3.33uM	PC3	24h	
