SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_10351	COT-10B		40uM	A673	6h	1
LINCSCP_10534	COT-10B		40uM	AGS	6h	1
LINCSCP_12621	COT-10B		40uM	CORL23	6h	1
LINCSCP_12803	COT-10B		40uM	DV90	6h	1
LINCSCP_12930	COT-10B		40uM	EFO27	6h	1
LINCSCP_13485	COT-10B		40uM	H1299	6h	1
LINCSCP_15562	COT-10B		40uM	HA1E	6h	1
LINCSCP_17666	COT-10B		40uM	HCC15	6h	1
LINCSCP_19304	COT-10B		40uM	HCC515	24h	1
LINCSCP_19510	COT-10B		40uM	HCC515	6h	0
LINCSCP_205678	COT-10B		40uM	CL34	6h	1
LINCSCP_21183	COT-10B		40uM	HCT116	6h	1
LINCSCP_21341	COT-10B		40uM	HEC108	6h	1
LINCSCP_21660	COT-10B		40uM	HEPG2	6h	1
LINCSCP_234162	COT-10B		40uM	JHUEM2	6h	1
LINCSCP_25056	COT-10B		40uM	HT115	6h	1
LINCSCP_250769	COT-10B		0.01uM	MCF7	24h	0
LINCSCP_250886	COT-10B		0.001uM	MCF7	6h	0
LINCSCP_250887	COT-10B		0.01uM	MCF7	6h	0
LINCSCP_250888	COT-10B		0.01uM	MCF7	6h	0
LINCSCP_250889	COT-10B		0.1uM	MCF7	6h	0
LINCSCP_25491	COT-10B		40uM	HT29	24h	1
LINCSCP_25735	COT-10B		40uM	HT29	6h	0
LINCSCP_29319	COT-10B		40uM	LOVO	6h	1
LINCSCP_30507	COT-10B		40uM	MCF7	24h	1
LINCSCP_30766	COT-10B		40uM	MCF7	6h	0
LINCSCP_35935	COT-10B		0.01uM	MCF7	24h	0
LINCSCP_35936	COT-10B		0.5uM	MCF7	24h	0
LINCSCP_35937	COT-10B		10uM	MCF7	24h	0
LINCSCP_35938	COT-10B		1uM	MCF7	24h	0
LINCSCP_35939	COT-10B		3uM	MCF7	24h	0
LINCSCP_36103	COT-10B		0.001uM	MCF7	6h	0
LINCSCP_36104	COT-10B		0.5uM	MCF7	6h	0
LINCSCP_36105	COT-10B		10uM	MCF7	6h	0
LINCSCP_36106	COT-10B		3uM	MCF7	6h	0
LINCSCP_39736	COT-10B		40uM	MDST8	6h	1
LINCSCP_39935	COT-10B		40uM	NCIH1836	6h	1
LINCSCP_40057	COT-10B		40uM	NCIH2073	6h	1
LINCSCP_40191	COT-10B		40uM	NCIH508	6h	1
LINCSCP_40321	COT-10B		40uM	NCIH596	6h	1
LINCSCP_43743	COT-10B		40uM	OV7	6h	1
LINCSCP_44908	COT-10B		40uM	PC3	24h	1
LINCSCP_4499	COT-10B		40uM	A549	24h	1
LINCSCP_45143	COT-10B		40uM	PC3	6h	0
LINCSCP_4723	COT-10B		40uM	A549	6h	0
LINCSCP_50584	COT-10B		40uM	PL21	6h	1
LINCSCP_50767	COT-10B		40uM	RKO	6h	1
LINCSCP_50938	COT-10B		40uM	RMGI	6h	1
LINCSCP_52991	COT-10B		40uM	SKLU1	6h	1
LINCSCP_53143	COT-10B		40uM	SKM1	6h	1
LINCSCP_53320	COT-10B		40uM	SKMEL1	6h	1
LINCSCP_53444	COT-10B		40uM	SKMEL28	6h	1
LINCSCP_53562	COT-10B		40uM	SNGM	6h	1
LINCSCP_53673	COT-10B		40uM	SNU1040	6h	1
LINCSCP_53784	COT-10B		40uM	SNUC4	6h	1
LINCSCP_54186	COT-10B		40uM	SW620	6h	1
LINCSCP_54514	COT-10B		40uM	SW948	6h	1
LINCSCP_54752	COT-10B		40uM	T3M10	6h	1
LINCSCP_54909	COT-10B		40uM	THP1	6h	1
LINCSCP_55214	COT-10B		40uM	TYKNU	6h	1
LINCSCP_55466	COT-10B		40uM	U937	6h	1
LINCSCP_56845	COT-10B		40uM	VCAP	24h	0
LINCSCP_57086	COT-10B		40uM	VCAP	6h	1
LINCSCP_940	COT-10B		40uM	A375	6h	1
LINCSCP_9444	COT-10B		0.001uM	A549	24h	0
LINCSCP_9445	COT-10B		0.01uM	A549	24h	0
LINCSCP_9446	COT-10B		0.5uM	A549	24h	0
LINCSCP_9447	COT-10B		10uM	A549	24h	0
LINCSCP_9448	COT-10B		1uM	A549	24h	0
LINCSCP_9449	COT-10B		3uM	A549	24h	0
LINCSCP_9567	COT-10B		0.1uM	A549	6h	0
LINCSCP_9568	COT-10B		0.5uM	A549	6h	0
LINCSCP_9569	COT-10B		10uM	A549	6h	0
LINCSCP_9570	COT-10B		1uM	A549	6h	0
