SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_108239	Podofilox		10uM	HELA	24h	
LINCSCP_108240	Podofilox		3.33uM	HELA	24h	
LINCSCP_108241	Podofilox		1.11uM	HELA	24h	
LINCSCP_108242	Podofilox		0.37uM	HELA	24h	
LINCSCP_108243	Podofilox		0.12uM	HELA	24h	
LINCSCP_108244	Podofilox		0.04uM	HELA	24h	
LINCSCP_11188	Podofilox		10uM	ASC	24h	1
LINCSCP_125038	Podofilox		10uM	HT29	24h	
LINCSCP_125039	Podofilox		3.33uM	HT29	24h	
LINCSCP_125040	Podofilox		1.11uM	HT29	24h	
LINCSCP_125041	Podofilox		0.37uM	HT29	24h	
LINCSCP_125042	Podofilox		0.12uM	HT29	24h	
LINCSCP_125043	Podofilox		0.04uM	HT29	24h	
LINCSCP_141623	Podofilox		10uM	MCF7	24h	
LINCSCP_141624	Podofilox		3.33uM	MCF7	24h	
LINCSCP_141625	Podofilox		1.11uM	MCF7	24h	
LINCSCP_141626	Podofilox		0.37uM	MCF7	24h	
LINCSCP_141627	Podofilox		0.12uM	MCF7	24h	
LINCSCP_141628	Podofilox		0.04uM	MCF7	24h	
LINCSCP_14459	Podofilox		10uM	HA1E	24h	0
LINCSCP_159824	Podofilox		10uM	PC3	24h	
LINCSCP_159825	Podofilox		3.33uM	PC3	24h	
LINCSCP_159826	Podofilox		1.11uM	PC3	24h	
LINCSCP_159827	Podofilox		0.37uM	PC3	24h	
LINCSCP_159828	Podofilox		0.12uM	PC3	24h	
LINCSCP_159829	Podofilox		0.04uM	PC3	24h	
LINCSCP_173417	Podofilox		10uM	YAPC	24h	
LINCSCP_173418	Podofilox		3.33uM	YAPC	24h	
LINCSCP_173419	Podofilox		1.11uM	YAPC	24h	
LINCSCP_173420	Podofilox		0.37uM	YAPC	24h	
LINCSCP_173421	Podofilox		0.12uM	YAPC	24h	
LINCSCP_173422	Podofilox		0.04uM	YAPC	24h	
LINCSCP_179551	Podofilox		10uM	A375	6h	0
LINCSCP_180809	Podofilox		10uM	A375	6h	1
LINCSCP_18589	Podofilox		10uM	HCC515	24h	0
LINCSCP_20732	Podofilox		10uM	HCC515	6h	1
LINCSCP_208982	Podofilox		10uM	HA1E	6h	1
LINCSCP_212186	Podofilox		10uM	HA1E	6h	0
LINCSCP_23429	Podofilox		10uM	HEPG2	24h	0
LINCSCP_23430	Podofilox		3uM	HEPG2	24h	1
LINCSCP_23659	Podofilox		10uM	HEPG2	6h	0
LINCSCP_23660	Podofilox		3uM	HEPG2	6h	0
LINCSCP_266043	Podofilox		10uM	PC3	6h	0
LINCSCP_26844	Podofilox		10uM	HT29	6h	1
LINCSCP_272286	Podofilox		10uM	PC3	6h	1
LINCSCP_27319	Podofilox		10uM	HT29	6h	0
LINCSCP_28804	Podofilox		10uM	HUH7	24h	0
LINCSCP_28805	Podofilox		3uM	HUH7	24h	1
LINCSCP_28992	Podofilox		10uM	HUH7	6h	0
LINCSCP_28993	Podofilox		3uM	HUH7	6h	0
LINCSCP_290126	Podofilox		10uM	VCAP	24h	0
LINCSCP_296076	Podofilox		10uM	VCAP	24h	0
LINCSCP_32907	Podofilox		10uM	MCF7	24h	0
LINCSCP_34137	Podofilox		10uM	MCF7	24h	0
LINCSCP_34212	Podofilox		10uM	MCF7	6h	1
LINCSCP_42568	Podofilox		10uM	NPC	24h	1
LINCSCP_44396	Podofilox		10uM	PC3	24h	0
LINCSCP_47318	Podofilox		10uM	PC3	24h	0
LINCSCP_50335	Podofilox		10uM	PHH	24h	0
LINCSCP_50336	Podofilox		3uM	PHH	24h	1
LINCSCP_50469	Podofilox		10uM	PHH	6h	0
LINCSCP_50470	Podofilox		3uM	PHH	6h	0
LINCSCP_52507	Podofilox		10uM	SKB	24h	1
LINCSCP_6879	Podofilox		10uM	A549	24h	0
LINCSCP_6976	Podofilox		10uM	A549	6h	1
LINCSCP_78076	Podofilox		10uM	A375	24h	
LINCSCP_78077	Podofilox		3.33uM	A375	24h	
LINCSCP_78078	Podofilox		1.11uM	A375	24h	
LINCSCP_78079	Podofilox		0.37uM	A375	24h	
LINCSCP_78080	Podofilox		0.12uM	A375	24h	
LINCSCP_78081	Podofilox		0.04uM	A375	24h	
LINCSCP_96408	Podofilox		10uM	HA1E	24h	
LINCSCP_96409	Podofilox		3.33uM	HA1E	24h	
LINCSCP_96410	Podofilox		1.11uM	HA1E	24h	
LINCSCP_96411	Podofilox		0.37uM	HA1E	24h	
LINCSCP_96412	Podofilox		0.12uM	HA1E	24h	
LINCSCP_96413	Podofilox		0.04uM	HA1E	24h	
