SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_100032	QL47	BMX|BTK	10uM	HCC515	24h	
LINCSCP_100033	QL47	BMX|BTK	3.33uM	HCC515	24h	
LINCSCP_100034	QL47	BMX|BTK	1.11uM	HCC515	24h	
LINCSCP_100035	QL47	BMX|BTK	0.37uM	HCC515	24h	
LINCSCP_100036	QL47	BMX|BTK	0.12uM	HCC515	24h	
LINCSCP_100037	QL47	BMX|BTK	0.04uM	HCC515	24h	
LINCSCP_111865	QL47	BMX|BTK	10uM	HEPG2	24h	
LINCSCP_111866	QL47	BMX|BTK	3.33uM	HEPG2	24h	
LINCSCP_111867	QL47	BMX|BTK	1.11uM	HEPG2	24h	
LINCSCP_111868	QL47	BMX|BTK	0.37uM	HEPG2	24h	
LINCSCP_111869	QL47	BMX|BTK	0.12uM	HEPG2	24h	
LINCSCP_113283	QL47	BMX|BTK	10uM	HME1	24h	
LINCSCP_113284	QL47	BMX|BTK	3.33uM	HME1	24h	
LINCSCP_113285	QL47	BMX|BTK	1.11uM	HME1	24h	
LINCSCP_113286	QL47	BMX|BTK	0.37uM	HME1	24h	
LINCSCP_113287	QL47	BMX|BTK	0.12uM	HME1	24h	
LINCSCP_113288	QL47	BMX|BTK	0.04uM	HME1	24h	
LINCSCP_113637	QL47	BMX|BTK	10uM	HME1	3h	
LINCSCP_113638	QL47	BMX|BTK	3.33uM	HME1	3h	
LINCSCP_113639	QL47	BMX|BTK	1.11uM	HME1	3h	
LINCSCP_113640	QL47	BMX|BTK	0.37uM	HME1	3h	
LINCSCP_113641	QL47	BMX|BTK	0.12uM	HME1	3h	
LINCSCP_113642	QL47	BMX|BTK	0.04uM	HME1	3h	
LINCSCP_115762	QL47	BMX|BTK	10uM	HS578T	24h	
LINCSCP_115763	QL47	BMX|BTK	3.33uM	HS578T	24h	
LINCSCP_115764	QL47	BMX|BTK	1.11uM	HS578T	24h	
LINCSCP_115765	QL47	BMX|BTK	0.37uM	HS578T	24h	
LINCSCP_115766	QL47	BMX|BTK	0.12uM	HS578T	24h	
LINCSCP_115767	QL47	BMX|BTK	0.04uM	HS578T	24h	
LINCSCP_116116	QL47	BMX|BTK	10uM	HS578T	3h	
LINCSCP_116117	QL47	BMX|BTK	3.33uM	HS578T	3h	
LINCSCP_116118	QL47	BMX|BTK	1.11uM	HS578T	3h	
LINCSCP_116119	QL47	BMX|BTK	0.37uM	HS578T	3h	
LINCSCP_116120	QL47	BMX|BTK	0.12uM	HS578T	3h	
LINCSCP_116121	QL47	BMX|BTK	0.04uM	HS578T	3h	
LINCSCP_116823	QL47	BMX|BTK	10uM	HT29	24h	
LINCSCP_116824	QL47	BMX|BTK	3.33uM	HT29	24h	
