SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_111475	Alpelisib	PIK3CA	10uM	HEPG2	24h	
LINCSCP_111476	Alpelisib	PIK3CA	3.33uM	HEPG2	24h	
LINCSCP_111477	Alpelisib	PIK3CA	1.11uM	HEPG2	24h	
LINCSCP_111478	Alpelisib	PIK3CA	0.37uM	HEPG2	24h	
LINCSCP_111479	Alpelisib	PIK3CA	0.12uM	HEPG2	24h	
LINCSCP_111480	Alpelisib	PIK3CA	0.04uM	HEPG2	24h	
LINCSCP_115021	Alpelisib	PIK3CA	10uM	HS578T	24h	
LINCSCP_115022	Alpelisib	PIK3CA	3.33uM	HS578T	24h	
LINCSCP_115025	Alpelisib	PIK3CA	0.12uM	HS578T	24h	
LINCSCP_115026	Alpelisib	PIK3CA	0.04uM	HS578T	24h	
LINCSCP_115374	Alpelisib	PIK3CA	10uM	HS578T	3h	
LINCSCP_115375	Alpelisib	PIK3CA	3.33uM	HS578T	3h	
LINCSCP_115377	Alpelisib	PIK3CA	0.37uM	HS578T	3h	
LINCSCP_115378	Alpelisib	PIK3CA	0.12uM	HS578T	3h	
LINCSCP_116433	Alpelisib	PIK3CA	10uM	HT29	24h	
LINCSCP_116434	Alpelisib	PIK3CA	3.33uM	HT29	24h	
LINCSCP_116435	Alpelisib	PIK3CA	1.11uM	HT29	24h	
LINCSCP_116436	Alpelisib	PIK3CA	0.37uM	HT29	24h	
LINCSCP_116437	Alpelisib	PIK3CA	0.12uM	HT29	24h	
LINCSCP_130715	Alpelisib	PIK3CA	10uM	MCF10A	24h	
LINCSCP_130716	Alpelisib	PIK3CA	3.33uM	MCF10A	24h	
LINCSCP_130718	Alpelisib	PIK3CA	0.37uM	MCF10A	24h	
LINCSCP_130719	Alpelisib	PIK3CA	0.12uM	MCF10A	24h	
LINCSCP_130720	Alpelisib	PIK3CA	0.04uM	MCF10A	24h	
LINCSCP_131069	Alpelisib	PIK3CA	10uM	MCF10A	3h	
LINCSCP_131070	Alpelisib	PIK3CA	3.33uM	MCF10A	3h	
LINCSCP_132126	Alpelisib	PIK3CA	10uM	MCF7	24h	
LINCSCP_132127	Alpelisib	PIK3CA	3.33uM	MCF7	24h	
LINCSCP_132128	Alpelisib	PIK3CA	1.11uM	MCF7	24h	
LINCSCP_132129	Alpelisib	PIK3CA	0.37uM	MCF7	24h	
LINCSCP_132130	Alpelisib	PIK3CA	0.12uM	MCF7	24h	
LINCSCP_132131	Alpelisib	PIK3CA	0.04uM	MCF7	24h	
LINCSCP_132480	Alpelisib	PIK3CA	10uM	MCF7	3h	
LINCSCP_132481	Alpelisib	PIK3CA	3.33uM	MCF7	3h	
LINCSCP_132482	Alpelisib	PIK3CA	1.11uM	MCF7	3h	
LINCSCP_132484	Alpelisib	PIK3CA	0.12uM	MCF7	3h	
LINCSCP_144862	Alpelisib	PIK3CA	3.33uM	MDAMB231	24h	
LINCSCP_144863	Alpelisib	PIK3CA	1.11uM	MDAMB231	24h	
LINCSCP_144865	Alpelisib	PIK3CA	0.12uM	MDAMB231	24h	
LINCSCP_145215	Alpelisib	PIK3CA	10uM	MDAMB231	3h	
LINCSCP_145216	Alpelisib	PIK3CA	3.33uM	MDAMB231	3h	
LINCSCP_145217	Alpelisib	PIK3CA	1.11uM	MDAMB231	3h	
LINCSCP_145218	Alpelisib	PIK3CA	0.37uM	MDAMB231	3h	
LINCSCP_145219	Alpelisib	PIK3CA	0.12uM	MDAMB231	3h	
LINCSCP_151033	Alpelisib	PIK3CA	10uM	PC3	24h	
LINCSCP_151034	Alpelisib	PIK3CA	3.33uM	PC3	24h	
LINCSCP_151035	Alpelisib	PIK3CA	1.11uM	PC3	24h	
