SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_10195	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.01uM	A549	6h	0
LINCSCP_10196	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.1uM	A549	6h	0
LINCSCP_10197	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.5uM	A549	6h	1
LINCSCP_10198	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	10uM	A549	6h	0
LINCSCP_10199	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	1uM	A549	6h	0
LINCSCP_104663	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	10uM	HELA	24h	
LINCSCP_104664	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	3.33uM	HELA	24h	
LINCSCP_104665	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	1.11uM	HELA	24h	
LINCSCP_104666	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.37uM	HELA	24h	
LINCSCP_104667	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.12uM	HELA	24h	
LINCSCP_104668	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.04uM	HELA	24h	
LINCSCP_104801	LY2334737		10uM	HELA	24h	
LINCSCP_104802	LY2334737		3.33uM	HELA	24h	
LINCSCP_104803	LY2334737		1.11uM	HELA	24h	
LINCSCP_104804	LY2334737		0.37uM	HELA	24h	
LINCSCP_121457	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	10uM	HT29	24h	
LINCSCP_121458	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	3.33uM	HT29	24h	
LINCSCP_121459	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	1.11uM	HT29	24h	
LINCSCP_121460	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.37uM	HT29	24h	
LINCSCP_121461	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.12uM	HT29	24h	
LINCSCP_121462	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.04uM	HT29	24h	
LINCSCP_121595	LY2334737		10uM	HT29	24h	
LINCSCP_12800	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.1uM	DV90	6h	1
LINCSCP_13479	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.1uM	H1299	6h	1
LINCSCP_138036	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	10uM	MCF7	24h	
LINCSCP_138037	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	3.33uM	MCF7	24h	
LINCSCP_138038	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	1.11uM	MCF7	24h	
LINCSCP_138039	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.37uM	MCF7	24h	
LINCSCP_138040	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.12uM	MCF7	24h	
LINCSCP_138041	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.04uM	MCF7	24h	
LINCSCP_138174	LY2334737		10uM	MCF7	24h	
LINCSCP_138177	LY2334737		0.37uM	MCF7	24h	
LINCSCP_138178	LY2334737		0.12uM	MCF7	24h	
LINCSCP_138179	LY2334737		0.04uM	MCF7	24h	
LINCSCP_15268	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.1uM	HA1E	24h	0
LINCSCP_15556	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.1uM	HA1E	6h	0
LINCSCP_156241	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	10uM	PC3	24h	
LINCSCP_156242	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	3.33uM	PC3	24h	
LINCSCP_156243	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	1.11uM	PC3	24h	
LINCSCP_156244	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.37uM	PC3	24h	
LINCSCP_156245	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.12uM	PC3	24h	
LINCSCP_156246	Gemcitabine	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.04uM	PC3	24h	
