SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_108719	SB743921		10uM	HELA	24h	
LINCSCP_108720	SB743921		3.33uM	HELA	24h	
LINCSCP_108721	SB743921		1.11uM	HELA	24h	
LINCSCP_108722	SB743921		0.37uM	HELA	24h	
LINCSCP_108723	SB743921		0.12uM	HELA	24h	
LINCSCP_108724	SB743921		0.04uM	HELA	24h	
LINCSCP_125518	SB743921		10uM	HT29	24h	
LINCSCP_125519	SB743921		3.33uM	HT29	24h	
LINCSCP_125520	SB743921		1.11uM	HT29	24h	
LINCSCP_125521	SB743921		0.37uM	HT29	24h	
LINCSCP_125522	SB743921		0.12uM	HT29	24h	
LINCSCP_125523	SB743921		0.04uM	HT29	24h	
LINCSCP_142103	SB743921		10uM	MCF7	24h	
LINCSCP_142104	SB743921		3.33uM	MCF7	24h	
LINCSCP_142105	SB743921		1.11uM	MCF7	24h	
LINCSCP_142106	SB743921		0.37uM	MCF7	24h	
LINCSCP_142107	SB743921		0.12uM	MCF7	24h	
LINCSCP_142108	SB743921		0.04uM	MCF7	24h	
LINCSCP_160304	SB743921		10uM	PC3	24h	
LINCSCP_160305	SB743921		3.33uM	PC3	24h	
LINCSCP_160306	SB743921		1.11uM	PC3	24h	
LINCSCP_160307	SB743921		0.37uM	PC3	24h	
LINCSCP_160308	SB743921		0.12uM	PC3	24h	
LINCSCP_160309	SB743921		0.04uM	PC3	24h	
LINCSCP_173897	SB743921		10uM	YAPC	24h	
LINCSCP_173898	SB743921		3.33uM	YAPC	24h	
LINCSCP_173899	SB743921		1.11uM	YAPC	24h	
LINCSCP_173900	SB743921		0.37uM	YAPC	24h	
LINCSCP_173901	SB743921		0.12uM	YAPC	24h	
LINCSCP_173902	SB743921		0.04uM	YAPC	24h	
LINCSCP_78557	SB743921		3.33uM	A375	24h	
LINCSCP_78558	SB743921		1.11uM	A375	24h	
LINCSCP_78559	SB743921		0.37uM	A375	24h	
LINCSCP_78560	SB743921		0.12uM	A375	24h	
LINCSCP_78561	SB743921		0.04uM	A375	24h	
LINCSCP_96888	SB743921		3.33uM	HA1E	24h	
LINCSCP_96889	SB743921		1.11uM	HA1E	24h	
LINCSCP_96890	SB743921		0.37uM	HA1E	24h	
LINCSCP_96891	SB743921		0.12uM	HA1E	24h	
LINCSCP_96892	SB743921		0.04uM	HA1E	24h	
