SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_10611	NSC95397		10uM	AGS	6h	1
LINCSCP_11197	NSC95397		10uM	ASC	24h	1
LINCSCP_12974	NSC95397		10uM	EFO27	6h	1
LINCSCP_13557	NSC95397		10uM	H1299	6h	1
LINCSCP_14490	NSC95397		10uM	HA1E	24h	1
LINCSCP_15387	NSC95397		10uM	HA1E	24h	0
LINCSCP_15634	NSC95397		10uM	HA1E	6h	0
LINCSCP_177263	NSC95397		10uM	A375	6h	0
LINCSCP_17765	NSC95397		10uM	HCC15	6h	1
LINCSCP_179579	NSC95397		10uM	A375	6h	0
LINCSCP_19574	NSC95397		10uM	HCC515	6h	0
LINCSCP_206321	NSC95397		10uM	COV644	6h	1
LINCSCP_21243	NSC95397		10uM	HCT116	6h	1
LINCSCP_21386	NSC95397		10uM	HEC108	6h	1
LINCSCP_214378	NSC95397		10uM	HCC515	24h	0
LINCSCP_214623	NSC95397		10uM	HCC515	6h	0
LINCSCP_215368	NSC95397		10uM	HCC515	24h	1
LINCSCP_219361	NSC95397		10uM	HEPG2	6h	0
LINCSCP_220583	NSC95397		10uM	HEPG2	6h	0
LINCSCP_221531	NSC95397		10uM	HEPG2	6h	1
LINCSCP_23482	NSC95397		10uM	HEPG2	24h	0
LINCSCP_23483	NSC95397		3uM	HEPG2	24h	0
LINCSCP_236574	NSC95397		10uM	MCF7	24h	1
LINCSCP_236704	NSC95397		10uM	MCF7	6h	0
LINCSCP_23707	NSC95397		3uM	HEPG2	6h	0
LINCSCP_240705	NSC95397		10uM	MCF7	24h	0
LINCSCP_25098	NSC95397		10uM	HT115	6h	1
LINCSCP_253139	NSC95397		0.5uM	MCF7	24h	0
LINCSCP_253140	NSC95397		10uM	MCF7	24h	0
LINCSCP_253142	NSC95397		3uM	MCF7	24h	1
LINCSCP_253361	NSC95397		10uM	MCF7	6h	0
LINCSCP_253362	NSC95397		1uM	MCF7	6h	0
LINCSCP_25584	NSC95397		10uM	HT29	24h	1
LINCSCP_256705	NSC95397		10uM	NCIH1694	6h	1
LINCSCP_260891	NSC95397		1uM	NKDBA	24h	0
LINCSCP_265786	NSC95397		10uM	PC3	24h	0
LINCSCP_266083	NSC95397		10uM	PC3	6h	0
LINCSCP_267320	NSC95397		10uM	PC3	24h	1
LINCSCP_267466	NSC95397		10uM	PC3	6h	0
LINCSCP_26852	NSC95397		10uM	HT29	6h	0
LINCSCP_28846	NSC95397		3uM	HUH7	24h	1
LINCSCP_290155	NSC95397		10uM	VCAP	24h	0
LINCSCP_29035	NSC95397		3uM	HUH7	6h	0
LINCSCP_291642	NSC95397		10uM	VCAP	24h	1
LINCSCP_37573	NSC95397		0.5uM	MCF7	6h	0
LINCSCP_39793	NSC95397		10uM	MDST8	6h	1
LINCSCP_40228	NSC95397		10uM	NCIH508	6h	1
LINCSCP_40377	NSC95397		10uM	NCIH596	6h	1
LINCSCP_42577	NSC95397		10uM	NPC	24h	1
LINCSCP_43785	NSC95397		10uM	OV7	6h	1
LINCSCP_50490	NSC95397		3uM	PHH	6h	0
LINCSCP_50644	NSC95397		10uM	PL21	6h	1
LINCSCP_50825	NSC95397		10uM	RKO	6h	1
LINCSCP_51190	NSC95397		10uM	RMUGS	6h	1
LINCSCP_53213	NSC95397		10uM	SKM1	6h	1
LINCSCP_54297	NSC95397		10uM	SW620	6h	1
LINCSCP_54617	NSC95397		10uM	SW948	6h	1
LINCSCP_55236	NSC95397		10uM	TYKNU	6h	1
LINCSCP_55522	NSC95397		10uM	U937	6h	1
LINCSCP_57176	NSC95397		10uM	VCAP	6h	0
LINCSCP_66282	NSC95397		10uM	WSUDLCL2	6h	1
LINCSCP_6897	NSC95397		10uM	A549	24h	1
LINCSCP_6982	NSC95397		10uM	A549	6h	0
LINCSCP_779	NSC95397		10uM	A375	24h	1
