SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_100390	BS-181		10uM	HCC515	24h	
LINCSCP_100393	BS-181		0.37uM	HCC515	24h	
LINCSCP_100394	BS-181		0.12uM	HCC515	24h	
LINCSCP_100395	BS-181		0.04uM	HCC515	24h	
LINCSCP_112223	BS-181		10uM	HEPG2	24h	
LINCSCP_112224	BS-181		3.33uM	HEPG2	24h	
LINCSCP_112225	BS-181		1.11uM	HEPG2	24h	
LINCSCP_112226	BS-181		0.37uM	HEPG2	24h	
LINCSCP_112227	BS-181		0.12uM	HEPG2	24h	
LINCSCP_112228	BS-181		0.04uM	HEPG2	24h	
LINCSCP_113995	BS-181		10uM	HME1	24h	
LINCSCP_113996	BS-181		3.33uM	HME1	24h	
LINCSCP_117181	BS-181		10uM	HT29	24h	
LINCSCP_117184	BS-181		0.37uM	HT29	24h	
LINCSCP_117185	BS-181		0.12uM	HT29	24h	
LINCSCP_117186	BS-181		0.04uM	HT29	24h	
LINCSCP_128290	BS-181		10uM	HUES3	24h	
LINCSCP_128291	BS-181		3.33uM	HUES3	24h	
LINCSCP_128292	BS-181		1.11uM	HUES3	24h	
LINCSCP_128293	BS-181		0.37uM	HUES3	24h	
LINCSCP_128295	BS-181		0.04uM	HUES3	24h	
LINCSCP_128643	BS-181		10uM	HUVEC	24h	
LINCSCP_129691	BS-181		10uM	JURKAT	24h	
LINCSCP_133579	BS-181		10uM	MCF7	24h	
LINCSCP_133580	BS-181		3.33uM	MCF7	24h	
LINCSCP_133581	BS-181		1.11uM	MCF7	24h	
LINCSCP_133582	BS-181		0.37uM	MCF7	24h	
LINCSCP_133583	BS-181		0.12uM	MCF7	24h	
LINCSCP_133584	BS-181		0.04uM	MCF7	24h	
LINCSCP_146311	BS-181		10uM	MNEU.E	24h	
LINCSCP_146312	BS-181		3.33uM	MNEU.E	24h	
LINCSCP_146316	BS-181		0.04uM	MNEU.E	24h	
LINCSCP_146655	BS-181		10uM	NEU	24h	
LINCSCP_146656	BS-181		3.33uM	NEU	24h	
LINCSCP_146657	BS-181		1.11uM	NEU	24h	
LINCSCP_146658	BS-181		0.37uM	NEU	24h	
LINCSCP_146659	BS-181		0.12uM	NEU	24h	
LINCSCP_147688	BS-181		3.33uM	NPC.CAS9	24h	
LINCSCP_147689	BS-181		1.11uM	NPC.CAS9	24h	
LINCSCP_147691	BS-181		0.12uM	NPC.CAS9	24h	
LINCSCP_147692	BS-181		0.04uM	NPC.CAS9	24h	
LINCSCP_148716	BS-181		3.33uM	NPC	24h	
LINCSCP_148718	BS-181		0.37uM	NPC	24h	
LINCSCP_148719	BS-181		0.12uM	NPC	24h	
LINCSCP_148720	BS-181		0.04uM	NPC	24h	
LINCSCP_149843	BS-181		3.33uM	NPC.TAK	24h	
LINCSCP_149844	BS-181		1.11uM	NPC.TAK	24h	
LINCSCP_149845	BS-181		0.37uM	NPC.TAK	24h	
LINCSCP_149846	BS-181		0.12uM	NPC.TAK	24h	
LINCSCP_149847	BS-181		0.04uM	NPC.TAK	24h	
LINCSCP_151781	BS-181		10uM	PC3	24h	
LINCSCP_151782	BS-181		3.33uM	PC3	24h	
LINCSCP_151784	BS-181		0.37uM	PC3	24h	
LINCSCP_151785	BS-181		0.12uM	PC3	24h	
LINCSCP_164511	BS-181		10uM	SKL.C	24h	
LINCSCP_164512	BS-181		3.33uM	SKL.C	24h	
LINCSCP_164515	BS-181		0.12uM	SKL.C	24h	
LINCSCP_164516	BS-181		0.04uM	SKL.C	24h	
LINCSCP_165573	BS-181		10uM	SKL	24h	
LINCSCP_165575	BS-181		1.11uM	SKL	24h	
LINCSCP_165577	BS-181		0.12uM	SKL	24h	
LINCSCP_69995	BS-181		10uM	A375	24h	
LINCSCP_69996	BS-181		3.33uM	A375	24h	
LINCSCP_69997	BS-181		1.11uM	A375	24h	
LINCSCP_69998	BS-181		0.37uM	A375	24h	
LINCSCP_69999	BS-181		0.12uM	A375	24h	
LINCSCP_70000	BS-181		0.04uM	A375	24h	
LINCSCP_82044	BS-181		10uM	A549	24h	
LINCSCP_83288	BS-181		10uM	ASC.C	24h	
LINCSCP_83289	BS-181		3.33uM	ASC.C	24h	
LINCSCP_83293	BS-181		0.04uM	ASC.C	24h	
LINCSCP_84353	BS-181		3.33uM	ASC	24h	
LINCSCP_84354	BS-181		1.11uM	ASC	24h	
LINCSCP_84355	BS-181		0.37uM	ASC	24h	
LINCSCP_84357	BS-181		0.04uM	ASC	24h	
LINCSCP_86832	BS-181		10uM	CD34	24h	
LINCSCP_86834	BS-181		1.11uM	CD34	24h	
LINCSCP_86837	BS-181		0.04uM	CD34	24h	
LINCSCP_88583	BS-181		10uM	HA1E	24h	
LINCSCP_88584	BS-181		3.33uM	HA1E	24h	
LINCSCP_88585	BS-181		1.11uM	HA1E	24h	
LINCSCP_88586	BS-181		0.37uM	HA1E	24h	
LINCSCP_88587	BS-181		0.12uM	HA1E	24h	
LINCSCP_88588	BS-181		0.04uM	HA1E	24h	
