SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_109029	Nafronyl		10uM	HELA	24h	
LINCSCP_109033	Nafronyl		0.12uM	HELA	24h	
LINCSCP_125830	Nafronyl		10uM	HT29	24h	
LINCSCP_125831	Nafronyl		3.33uM	HT29	24h	
LINCSCP_125832	Nafronyl		1.11uM	HT29	24h	
LINCSCP_125834	Nafronyl		0.12uM	HT29	24h	
LINCSCP_125835	Nafronyl		0.04uM	HT29	24h	
LINCSCP_142415	Nafronyl		10uM	MCF7	24h	
LINCSCP_142416	Nafronyl		3.33uM	MCF7	24h	
LINCSCP_142417	Nafronyl		1.11uM	MCF7	24h	
LINCSCP_142419	Nafronyl		0.12uM	MCF7	24h	
LINCSCP_142420	Nafronyl		0.04uM	MCF7	24h	
LINCSCP_14653	Nafronyl		10uM	HA1E	24h	0
LINCSCP_174209	Nafronyl		10uM	YAPC	24h	
LINCSCP_174210	Nafronyl		3.33uM	YAPC	24h	
LINCSCP_174214	Nafronyl		0.04uM	YAPC	24h	
LINCSCP_176594	Nafronyl		10uM	A375	6h	0
LINCSCP_179468	Nafronyl		10uM	A375	6h	1
LINCSCP_18807	Nafronyl		10uM	HCC515	24h	0
LINCSCP_21479	Nafronyl		10uM	HEPG2	6h	1
LINCSCP_214823	Nafronyl		10uM	HCC515	6h	1
LINCSCP_240596	Nafronyl		10uM	MCF7	24h	0
LINCSCP_243652	Nafronyl		10uM	MCF7	6h	0
LINCSCP_30178	Nafronyl		10uM	MCF7	6h	1
LINCSCP_34254	Nafronyl		10uM	MCF7	24h	0
LINCSCP_44509	Nafronyl		10uM	PC3	24h	0
LINCSCP_56381	Nafronyl		10uM	VCAP	24h	0
LINCSCP_56504	Nafronyl		10uM	VCAP	6h	1
LINCSCP_6795	Nafronyl		10uM	A549	24h	0
LINCSCP_78866	Nafronyl		10uM	A375	24h	
LINCSCP_78867	Nafronyl		3.33uM	A375	24h	
LINCSCP_78870	Nafronyl		0.12uM	A375	24h	
LINCSCP_78871	Nafronyl		0.04uM	A375	24h	
LINCSCP_97199	Nafronyl		10uM	HA1E	24h	
LINCSCP_97200	Nafronyl		3.33uM	HA1E	24h	
LINCSCP_97204	Nafronyl		0.04uM	HA1E	24h	
