SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_104705	SPECTRUM_001092	NR3C1	10uM	HELA	24h	
LINCSCP_104706	SPECTRUM_001092	NR3C1	3.33uM	HELA	24h	
LINCSCP_104707	SPECTRUM_001092	NR3C1	1.11uM	HELA	24h	
LINCSCP_104708	SPECTRUM_001092	NR3C1	0.37uM	HELA	24h	
LINCSCP_104709	SPECTRUM_001092	NR3C1	0.12uM	HELA	24h	
LINCSCP_104710	SPECTRUM_001092	NR3C1	0.04uM	HELA	24h	
LINCSCP_121499	SPECTRUM_001092	NR3C1	10uM	HT29	24h	
LINCSCP_121500	SPECTRUM_001092	NR3C1	3.33uM	HT29	24h	
LINCSCP_121501	SPECTRUM_001092	NR3C1	1.11uM	HT29	24h	
LINCSCP_121503	SPECTRUM_001092	NR3C1	0.12uM	HT29	24h	
LINCSCP_121504	SPECTRUM_001092	NR3C1	0.04uM	HT29	24h	
LINCSCP_138078	SPECTRUM_001092	NR3C1	10uM	MCF7	24h	
LINCSCP_138079	SPECTRUM_001092	NR3C1	3.33uM	MCF7	24h	
LINCSCP_138080	SPECTRUM_001092	NR3C1	1.11uM	MCF7	24h	
LINCSCP_138081	SPECTRUM_001092	NR3C1	0.37uM	MCF7	24h	
LINCSCP_138082	SPECTRUM_001092	NR3C1	0.12uM	MCF7	24h	
LINCSCP_138083	SPECTRUM_001092	NR3C1	0.04uM	MCF7	24h	
LINCSCP_156282	SPECTRUM_001092	NR3C1	10uM	PC3	24h	
LINCSCP_156283	SPECTRUM_001092	NR3C1	3.33uM	PC3	24h	
LINCSCP_156284	SPECTRUM_001092	NR3C1	1.11uM	PC3	24h	
LINCSCP_156285	SPECTRUM_001092	NR3C1	0.37uM	PC3	24h	
LINCSCP_156286	SPECTRUM_001092	NR3C1	0.12uM	PC3	24h	
LINCSCP_156287	SPECTRUM_001092	NR3C1	0.04uM	PC3	24h	
LINCSCP_169885	SPECTRUM_001092	NR3C1	3.33uM	YAPC	24h	
LINCSCP_169886	SPECTRUM_001092	NR3C1	1.11uM	YAPC	24h	
LINCSCP_169887	SPECTRUM_001092	NR3C1	0.37uM	YAPC	24h	
LINCSCP_169888	SPECTRUM_001092	NR3C1	0.12uM	YAPC	24h	
LINCSCP_171	SPECTRUM_001092	NR3C1	10uM	A375	24h	1
LINCSCP_19156	SPECTRUM_001092	NR3C1	10uM	HCC515	6h	0
LINCSCP_25214	SPECTRUM_001092	NR3C1	10uM	HT29	24h	1
LINCSCP_266952	SPECTRUM_001092	NR3C1	10uM	PC3	6h	0
LINCSCP_406	SPECTRUM_001092	NR3C1	10uM	A375	6h	0
LINCSCP_4127	SPECTRUM_001092	NR3C1	10uM	A549	24h	1
LINCSCP_4265	SPECTRUM_001092	NR3C1	10uM	A549	6h	0
LINCSCP_44667	SPECTRUM_001092	NR3C1	10uM	PC3	24h	1
LINCSCP_74550	SPECTRUM_001092	NR3C1	10uM	A375	24h	
LINCSCP_74551	SPECTRUM_001092	NR3C1	3.33uM	A375	24h	
LINCSCP_74552	SPECTRUM_001092	NR3C1	1.11uM	A375	24h	
LINCSCP_74554	SPECTRUM_001092	NR3C1	0.12uM	A375	24h	
LINCSCP_74555	SPECTRUM_001092	NR3C1	0.04uM	A375	24h	
LINCSCP_92894	SPECTRUM_001092	NR3C1	10uM	HA1E	24h	
LINCSCP_92895	SPECTRUM_001092	NR3C1	3.33uM	HA1E	24h	
LINCSCP_92896	SPECTRUM_001092	NR3C1	1.11uM	HA1E	24h	
LINCSCP_92897	SPECTRUM_001092	NR3C1	0.37uM	HA1E	24h	
LINCSCP_92898	SPECTRUM_001092	NR3C1	0.12uM	HA1E	24h	
