SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_100422	Veliparib	PARP1|PARP2	10uM	HCC515	24h	
LINCSCP_100423	Veliparib	PARP1|PARP2	3.33uM	HCC515	24h	
LINCSCP_100424	Veliparib	PARP1|PARP2	1.11uM	HCC515	24h	
LINCSCP_100425	Veliparib	PARP1|PARP2	0.37uM	HCC515	24h	
LINCSCP_100426	Veliparib	PARP1|PARP2	0.12uM	HCC515	24h	
LINCSCP_100427	Veliparib	PARP1|PARP2	0.04uM	HCC515	24h	
LINCSCP_101100	Veliparib	PARP1|PARP2	10uM	HCC515	24h	
LINCSCP_101101	Veliparib	PARP1|PARP2	3.33uM	HCC515	24h	
LINCSCP_101103	Veliparib	PARP1|PARP2	0.37uM	HCC515	24h	
LINCSCP_101104	Veliparib	PARP1|PARP2	0.12uM	HCC515	24h	
LINCSCP_10441	Veliparib	PARP1|PARP2	10uM	A673	6h	1
LINCSCP_104411	Veliparib (ABT-888)		10uM	HELA	24h	
LINCSCP_104412	Veliparib (ABT-888)		3.33uM	HELA	24h	
LINCSCP_104413	Veliparib (ABT-888)		1.11uM	HELA	24h	
LINCSCP_104415	Veliparib (ABT-888)		0.12uM	HELA	24h	
LINCSCP_104416	Veliparib (ABT-888)		0.04uM	HELA	24h	
LINCSCP_112256	Veliparib	PARP1|PARP2	3.33uM	HEPG2	24h	
LINCSCP_112258	Veliparib	PARP1|PARP2	0.37uM	HEPG2	24h	
LINCSCP_112259	Veliparib	PARP1|PARP2	0.12uM	HEPG2	24h	
LINCSCP_112260	Veliparib	PARP1|PARP2	0.04uM	HEPG2	24h	
LINCSCP_112932	Veliparib	PARP1|PARP2	10uM	HEPG2	24h	
LINCSCP_112935	Veliparib	PARP1|PARP2	0.37uM	HEPG2	24h	
LINCSCP_112936	Veliparib	PARP1|PARP2	0.12uM	HEPG2	24h	
LINCSCP_112937	Veliparib	PARP1|PARP2	0.04uM	HEPG2	24h	
LINCSCP_114027	Veliparib	PARP1|PARP2	10uM	HME1	24h	
LINCSCP_114028	Veliparib	PARP1|PARP2	3.33uM	HME1	24h	
LINCSCP_117213	Veliparib	PARP1|PARP2	10uM	HT29	24h	
LINCSCP_117214	Veliparib	PARP1|PARP2	3.33uM	HT29	24h	
LINCSCP_117215	Veliparib	PARP1|PARP2	1.11uM	HT29	24h	
LINCSCP_117216	Veliparib	PARP1|PARP2	0.37uM	HT29	24h	
LINCSCP_117217	Veliparib	PARP1|PARP2	0.12uM	HT29	24h	
LINCSCP_117218	Veliparib	PARP1|PARP2	0.04uM	HT29	24h	
LINCSCP_117892	Veliparib	PARP1|PARP2	3.33uM	HT29	24h	
LINCSCP_117895	Veliparib	PARP1|PARP2	0.12uM	HT29	24h	
LINCSCP_117896	Veliparib	PARP1|PARP2	0.04uM	HT29	24h	
LINCSCP_121208	Veliparib (ABT-888)		0.37uM	HT29	24h	
LINCSCP_121210	Veliparib (ABT-888)		0.04uM	HT29	24h	
LINCSCP_128675	Veliparib	PARP1|PARP2	10uM	HUVEC	24h	
LINCSCP_128676	Veliparib	PARP1|PARP2	3.33uM	HUVEC	24h	
LINCSCP_128678	Veliparib	PARP1|PARP2	0.37uM	HUVEC	24h	
LINCSCP_129350	Veliparib	PARP1|PARP2	0.37uM	HUVEC	24h	
LINCSCP_133611	Veliparib	PARP1|PARP2	10uM	MCF7	24h	
LINCSCP_133612	Veliparib	PARP1|PARP2	3.33uM	MCF7	24h	
LINCSCP_133613	Veliparib	PARP1|PARP2	1.11uM	MCF7	24h	
LINCSCP_133614	Veliparib	PARP1|PARP2	0.37uM	MCF7	24h	
LINCSCP_133615	Veliparib	PARP1|PARP2	0.12uM	MCF7	24h	
LINCSCP_133616	Veliparib	PARP1|PARP2	0.04uM	MCF7	24h	
LINCSCP_134289	Veliparib	PARP1|PARP2	10uM	MCF7	24h	
LINCSCP_134291	Veliparib	PARP1|PARP2	1.11uM	MCF7	24h	
LINCSCP_134293	Veliparib	PARP1|PARP2	0.12uM	MCF7	24h	
LINCSCP_134294	Veliparib	PARP1|PARP2	0.04uM	MCF7	24h	
LINCSCP_137784	Veliparib (ABT-888)		10uM	MCF7	24h	
LINCSCP_137785	Veliparib (ABT-888)		3.33uM	MCF7	24h	
LINCSCP_137787	Veliparib (ABT-888)		0.37uM	MCF7	24h	
LINCSCP_137789	Veliparib (ABT-888)		0.04uM	MCF7	24h	
LINCSCP_146687	Veliparib	PARP1|PARP2	10uM	NEU	24h	
LINCSCP_146688	Veliparib	PARP1|PARP2	3.33uM	NEU	24h	
LINCSCP_146689	Veliparib	PARP1|PARP2	1.11uM	NEU	24h	
LINCSCP_146690	Veliparib	PARP1|PARP2	0.37uM	NEU	24h	
LINCSCP_146691	Veliparib	PARP1|PARP2	0.12uM	NEU	24h	
LINCSCP_146692	Veliparib	PARP1|PARP2	0.04uM	NEU	24h	
LINCSCP_147355	Veliparib	PARP1|PARP2	0.37uM	NEU	24h	
LINCSCP_147356	Veliparib	PARP1|PARP2	0.12uM	NEU	24h	
LINCSCP_147357	Veliparib	PARP1|PARP2	0.04uM	NEU	24h	
LINCSCP_147719	Veliparib	PARP1|PARP2	10uM	NPC.CAS9	24h	
LINCSCP_147720	Veliparib	PARP1|PARP2	3.33uM	NPC.CAS9	24h	
LINCSCP_147722	Veliparib	PARP1|PARP2	0.37uM	NPC.CAS9	24h	
LINCSCP_148384	Veliparib	PARP1|PARP2	10uM	NPC.CAS9	24h	
LINCSCP_148386	Veliparib	PARP1|PARP2	1.11uM	NPC.CAS9	24h	
LINCSCP_148387	Veliparib	PARP1|PARP2	0.37uM	NPC.CAS9	24h	
LINCSCP_148388	Veliparib	PARP1|PARP2	0.12uM	NPC.CAS9	24h	
LINCSCP_148389	Veliparib	PARP1|PARP2	0.04uM	NPC.CAS9	24h	
LINCSCP_148748	Veliparib	PARP1|PARP2	3.33uM	NPC	24h	
LINCSCP_148750	Veliparib	PARP1|PARP2	0.37uM	NPC	24h	
LINCSCP_148752	Veliparib	PARP1|PARP2	0.04uM	NPC	24h	
LINCSCP_149419	Veliparib	PARP1|PARP2	0.12uM	NPC	24h	
LINCSCP_149420	Veliparib	PARP1|PARP2	0.04uM	NPC	24h	
LINCSCP_149874	Veliparib	PARP1|PARP2	10uM	NPC.TAK	24h	
LINCSCP_149875	Veliparib	PARP1|PARP2	3.33uM	NPC.TAK	24h	
LINCSCP_149877	Veliparib	PARP1|PARP2	0.37uM	NPC.TAK	24h	
LINCSCP_150540	Veliparib	PARP1|PARP2	0.37uM	NPC.TAK	24h	
LINCSCP_150541	Veliparib	PARP1|PARP2	0.12uM	NPC.TAK	24h	
LINCSCP_150542	Veliparib	PARP1|PARP2	0.04uM	NPC.TAK	24h	
LINCSCP_151813	Veliparib	PARP1|PARP2	10uM	PC3	24h	
LINCSCP_151814	Veliparib	PARP1|PARP2	3.33uM	PC3	24h	
LINCSCP_151815	Veliparib	PARP1|PARP2	1.11uM	PC3	24h	
LINCSCP_151816	Veliparib	PARP1|PARP2	0.37uM	PC3	24h	
LINCSCP_151818	Veliparib	PARP1|PARP2	0.04uM	PC3	24h	
LINCSCP_152492	Veliparib	PARP1|PARP2	3.33uM	PC3	24h	
LINCSCP_152493	Veliparib	PARP1|PARP2	1.11uM	PC3	24h	
LINCSCP_152494	Veliparib	PARP1|PARP2	0.37uM	PC3	24h	
