SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_100442	GSK-461364	PLK1	10uM	HCC515	24h	
LINCSCP_100443	GSK-461364	PLK1	3.33uM	HCC515	24h	
LINCSCP_100444	GSK-461364	PLK1	1.11uM	HCC515	24h	
LINCSCP_100445	GSK-461364	PLK1	0.37uM	HCC515	24h	
LINCSCP_100446	GSK-461364	PLK1	0.12uM	HCC515	24h	
LINCSCP_100447	GSK-461364	PLK1	0.04uM	HCC515	24h	
LINCSCP_10954	GSK-461364	PLK1	10uM	ASC	24h	1
LINCSCP_110845	GSK-461364	PLK1	10uM	HELA	24h	
LINCSCP_110846	GSK-461364	PLK1	3.33uM	HELA	24h	
LINCSCP_110847	GSK-461364	PLK1	1.11uM	HELA	24h	
LINCSCP_110848	GSK-461364	PLK1	0.37uM	HELA	24h	
LINCSCP_110849	GSK-461364	PLK1	0.12uM	HELA	24h	
LINCSCP_110850	GSK-461364	PLK1	0.04uM	HELA	24h	
LINCSCP_112275	GSK-461364	PLK1	10uM	HEPG2	24h	
LINCSCP_112276	GSK-461364	PLK1	3.33uM	HEPG2	24h	
LINCSCP_112277	GSK-461364	PLK1	1.11uM	HEPG2	24h	
LINCSCP_112278	GSK-461364	PLK1	0.37uM	HEPG2	24h	
LINCSCP_112279	GSK-461364	PLK1	0.12uM	HEPG2	24h	
LINCSCP_112280	GSK-461364	PLK1	0.04uM	HEPG2	24h	
LINCSCP_114047	GSK-461364	PLK1	10uM	HME1	24h	
LINCSCP_114048	GSK-461364	PLK1	3.33uM	HME1	24h	
LINCSCP_114049	GSK-461364	PLK1	1.11uM	HME1	24h	
LINCSCP_114050	GSK-461364	PLK1	0.37uM	HME1	24h	
LINCSCP_114051	GSK-461364	PLK1	0.12uM	HME1	24h	
LINCSCP_114052	GSK-461364	PLK1	0.04uM	HME1	24h	
LINCSCP_117233	GSK-461364	PLK1	10uM	HT29	24h	
LINCSCP_117234	GSK-461364	PLK1	3.33uM	HT29	24h	
LINCSCP_117235	GSK-461364	PLK1	1.11uM	HT29	24h	
LINCSCP_117236	GSK-461364	PLK1	0.37uM	HT29	24h	
LINCSCP_117237	GSK-461364	PLK1	0.12uM	HT29	24h	
LINCSCP_117238	GSK-461364	PLK1	0.04uM	HT29	24h	
LINCSCP_11825	GSK-461364	PLK1	0.1uM	BT20	24h	0
LINCSCP_11826	GSK-461364	PLK1	0.5uM	BT20	24h	0
LINCSCP_11827	GSK-461364	PLK1	10uM	BT20	24h	0
