SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_10895	SCHEMBL1564574	CHEK1|CHEK2	10uM	ASC	24h	1
LINCSCP_111781	SCHEMBL1564574	CHEK1|CHEK2	10uM	HEPG2	24h	
LINCSCP_111782	SCHEMBL1564574	CHEK1|CHEK2	3.33uM	HEPG2	24h	
LINCSCP_111783	SCHEMBL1564574	CHEK1|CHEK2	1.11uM	HEPG2	24h	
LINCSCP_111784	SCHEMBL1564574	CHEK1|CHEK2	0.37uM	HEPG2	24h	
LINCSCP_111785	SCHEMBL1564574	CHEK1|CHEK2	0.12uM	HEPG2	24h	
LINCSCP_111786	SCHEMBL1564574	CHEK1|CHEK2	0.04uM	HEPG2	24h	
LINCSCP_113200	SCHEMBL1564574	CHEK1|CHEK2	10uM	HME1	24h	
LINCSCP_113201	SCHEMBL1564574	CHEK1|CHEK2	3.33uM	HME1	24h	
LINCSCP_113202	SCHEMBL1564574	CHEK1|CHEK2	1.11uM	HME1	24h	
LINCSCP_113203	SCHEMBL1564574	CHEK1|CHEK2	0.37uM	HME1	24h	
LINCSCP_113204	SCHEMBL1564574	CHEK1|CHEK2	0.12uM	HME1	24h	
LINCSCP_113205	SCHEMBL1564574	CHEK1|CHEK2	0.04uM	HME1	24h	
LINCSCP_113553	SCHEMBL1564574	CHEK1|CHEK2	10uM	HME1	3h	
LINCSCP_113554	SCHEMBL1564574	CHEK1|CHEK2	3.33uM	HME1	3h	
LINCSCP_113555	SCHEMBL1564574	CHEK1|CHEK2	1.11uM	HME1	3h	
LINCSCP_113556	SCHEMBL1564574	CHEK1|CHEK2	0.37uM	HME1	3h	
LINCSCP_113557	SCHEMBL1564574	CHEK1|CHEK2	0.12uM	HME1	3h	
LINCSCP_113558	SCHEMBL1564574	CHEK1|CHEK2	0.04uM	HME1	3h	
LINCSCP_115679	SCHEMBL1564574	CHEK1|CHEK2	3.33uM	HS578T	24h	
LINCSCP_115680	SCHEMBL1564574	CHEK1|CHEK2	1.11uM	HS578T	24h	
LINCSCP_115681	SCHEMBL1564574	CHEK1|CHEK2	0.37uM	HS578T	24h	
LINCSCP_115682	SCHEMBL1564574	CHEK1|CHEK2	0.12uM	HS578T	24h	
LINCSCP_115683	SCHEMBL1564574	CHEK1|CHEK2	0.04uM	HS578T	24h	
LINCSCP_116032	SCHEMBL1564574	CHEK1|CHEK2	10uM	HS578T	3h	
LINCSCP_116033	SCHEMBL1564574	CHEK1|CHEK2	3.33uM	HS578T	3h	
LINCSCP_116035	SCHEMBL1564574	CHEK1|CHEK2	0.37uM	HS578T	3h	
LINCSCP_116036	SCHEMBL1564574	CHEK1|CHEK2	0.12uM	HS578T	3h	
LINCSCP_116037	SCHEMBL1564574	CHEK1|CHEK2	0.04uM	HS578T	3h	
LINCSCP_116739	SCHEMBL1564574	CHEK1|CHEK2	10uM	HT29	24h	
LINCSCP_116740	SCHEMBL1564574	CHEK1|CHEK2	3.33uM	HT29	24h	
LINCSCP_116741	SCHEMBL1564574	CHEK1|CHEK2	1.11uM	HT29	24h	
LINCSCP_116742	SCHEMBL1564574	CHEK1|CHEK2	0.37uM	HT29	24h	
LINCSCP_116743	SCHEMBL1564574	CHEK1|CHEK2	0.12uM	HT29	24h	
LINCSCP_116744	SCHEMBL1564574	CHEK1|CHEK2	0.04uM	HT29	24h	
