SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_11137	SCHEMBL14177979	TUBB	10uM	ASC	24h	1
LINCSCP_11248	vincristine	TUBB	10uM	ASC	24h	1
LINCSCP_14000	vincristine	TUBB	10uM	HA1E	24h	0
LINCSCP_14199	vincristine	TUBB	10uM	HA1E	6h	0
LINCSCP_14370	SCHEMBL14177979	TUBB	10uM	HA1E	24h	0
LINCSCP_16210	UNII-5J49Q6B70F	TUBB	10uM	HA1E	6h	1
LINCSCP_17054	vincristine	TUBB	10uM	HA1E	24h	0
LINCSCP_17067	vincristine	TUBB	10uM	HA1E	6h	0
LINCSCP_17091	vincristine	TUBB	10uM	HA1E	24h	1
LINCSCP_18179	vincristine	TUBB	10uM	HCC515	24h	0
LINCSCP_18371	vincristine	TUBB	10uM	HCC515	6h	0
LINCSCP_18499	SCHEMBL14177979	TUBB	10uM	HCC515	24h	0
LINCSCP_18663	SCHEMBL14177979	TUBB	10uM	HCC515	6h	0
LINCSCP_1936	UNII-5J49Q6B70F	TUBB	10uM	A375	6h	1
LINCSCP_208846	SCHEMBL14177979	TUBB	10uM	HA1E	6h	0
LINCSCP_22670	SCHEMBL14177979	TUBB	10uM	HEPG2	6h	0
LINCSCP_22724	vincristine	TUBB	10uM	HEPG2	6h	0
LINCSCP_253617	vincristine	TUBB	10uM	MCF7	6h	0
LINCSCP_2558	SCHEMBL14177979	TUBB	10uM	A375	6h	0
LINCSCP_26354	UNII-5J49Q6B70F	TUBB	10uM	HT29	6h	1
LINCSCP_26794	SCHEMBL14177979	TUBB	10uM	HT29	6h	0
LINCSCP_2680	vincristine	TUBB	10uM	A375	6h	0
LINCSCP_26887	vincristine	TUBB	10uM	HT29	6h	0
LINCSCP_290262	SCHEMBL14177979	TUBB	10uM	VCAP	6h	0
LINCSCP_31824	UNII-5J49Q6B70F	TUBB	10uM	MCF7	6h	1
LINCSCP_32844	SCHEMBL14177979	TUBB	10uM	MCF7	24h	0
LINCSCP_33054	vincristine	TUBB	10uM	MCF7	24h	0
LINCSCP_37612	vincristine	TUBB	0.5uM	MCF7	24h	0
LINCSCP_37613	vincristine	TUBB	10uM	MCF7	24h	0
LINCSCP_37614	vincristine	TUBB	1uM	MCF7	24h	0
LINCSCP_37615	vincristine	TUBB	3uM	MCF7	24h	0
LINCSCP_37755	vincristine	TUBB	0.5uM	MCF7	6h	0
LINCSCP_37756	vincristine	TUBB	1uM	MCF7	6h	0
LINCSCP_37757	vincristine	TUBB	3uM	MCF7	6h	1
LINCSCP_40961	vincristine	TUBB	10uM	NEU	24h	1
LINCSCP_42527	SCHEMBL14177979	TUBB	10uM	NPC	24h	1
LINCSCP_42611	vincristine	TUBB	10uM	NPC	24h	1
LINCSCP_44184	vincristine	TUBB	10uM	PC3	24h	0
LINCSCP_44343	SCHEMBL14177979	TUBB	10uM	PC3	24h	0
LINCSCP_44432	SCHEMBL14177979	TUBB	10uM	PC3	6h	0
LINCSCP_46120	UNII-5J49Q6B70F	TUBB	10uM	PC3	24h	0
LINCSCP_46173	UNII-5J49Q6B70F	TUBB	10uM	PC3	6h	1
LINCSCP_52547	vincristine	TUBB	10uM	SKB	24h	1
LINCSCP_55906	vincristine	TUBB	10uM	VCAP	24h	0
LINCSCP_56228	SCHEMBL14177979	TUBB	10uM	VCAP	24h	0
LINCSCP_5783	UNII-5J49Q6B70F	TUBB	10uM	A549	24h	0
LINCSCP_58192	UNII-5J49Q6B70F	TUBB	10uM	VCAP	24h	0
LINCSCP_5901	UNII-5J49Q6B70F	TUBB	10uM	A549	6h	1
LINCSCP_6791	SCHEMBL14177979	TUBB	10uM	A549	24h	0
LINCSCP_6947	SCHEMBL14177979	TUBB	10uM	A549	6h	0
LINCSCP_7014	vincristine	TUBB	10uM	A549	24h	0
LINCSCP_7136	vincristine	TUBB	10uM	A549	6h	0
