SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_100300	BRD-A25736793	MTOR	10uM	HCC515	24h	
LINCSCP_100301	BRD-A25736793	MTOR	3.33uM	HCC515	24h	
LINCSCP_100302	BRD-A25736793	MTOR	1.11uM	HCC515	24h	
LINCSCP_100303	BRD-A25736793	MTOR	0.37uM	HCC515	24h	
LINCSCP_100304	BRD-A25736793	MTOR	0.12uM	HCC515	24h	
LINCSCP_100305	BRD-A25736793	MTOR	0.04uM	HCC515	24h	
LINCSCP_104513	Everolimus	FKBP1A|MTOR	10uM	HELA	24h	
LINCSCP_104514	Everolimus	FKBP1A|MTOR	3.33uM	HELA	24h	
LINCSCP_104515	Everolimus	FKBP1A|MTOR	1.11uM	HELA	24h	
LINCSCP_104516	Everolimus	FKBP1A|MTOR	0.37uM	HELA	24h	
LINCSCP_104517	Everolimus	FKBP1A|MTOR	0.12uM	HELA	24h	
LINCSCP_104518	Everolimus	FKBP1A|MTOR	0.04uM	HELA	24h	
LINCSCP_11006	Everolimus	FKBP1A|MTOR	10uM	ASC	24h	1
LINCSCP_112133	BRD-A25736793	MTOR	10uM	HEPG2	24h	
LINCSCP_112134	BRD-A25736793	MTOR	3.33uM	HEPG2	24h	
LINCSCP_112135	BRD-A25736793	MTOR	1.11uM	HEPG2	24h	
LINCSCP_112136	BRD-A25736793	MTOR	0.37uM	HEPG2	24h	
LINCSCP_112137	BRD-A25736793	MTOR	0.12uM	HEPG2	24h	
LINCSCP_113905	BRD-A25736793	MTOR	10uM	HME1	24h	
LINCSCP_113906	BRD-A25736793	MTOR	3.33uM	HME1	24h	
LINCSCP_113907	BRD-A25736793	MTOR	1.11uM	HME1	24h	
LINCSCP_113908	BRD-A25736793	MTOR	0.37uM	HME1	24h	
LINCSCP_113909	BRD-A25736793	MTOR	0.12uM	HME1	24h	
LINCSCP_113910	BRD-A25736793	MTOR	0.04uM	HME1	24h	
LINCSCP_117091	BRD-A25736793	MTOR	10uM	HT29	24h	
LINCSCP_117092	BRD-A25736793	MTOR	3.33uM	HT29	24h	
LINCSCP_117093	BRD-A25736793	MTOR	1.11uM	HT29	24h	
LINCSCP_117094	BRD-A25736793	MTOR	0.37uM	HT29	24h	
LINCSCP_117095	BRD-A25736793	MTOR	0.12uM	HT29	24h	
LINCSCP_117096	BRD-A25736793	MTOR	0.04uM	HT29	24h	
LINCSCP_121307	Everolimus	FKBP1A|MTOR	10uM	HT29	24h	
LINCSCP_121308	Everolimus	FKBP1A|MTOR	3.33uM	HT29	24h	
LINCSCP_121309	Everolimus	FKBP1A|MTOR	1.11uM	HT29	24h	
LINCSCP_121310	Everolimus	FKBP1A|MTOR	0.37uM	HT29	24h	
LINCSCP_121311	Everolimus	FKBP1A|MTOR	0.12uM	HT29	24h	
LINCSCP_121312	Everolimus	FKBP1A|MTOR	0.04uM	HT29	24h	
LINCSCP_128212	BRD-A25736793	MTOR	10uM	HUES3	24h	
LINCSCP_128213	BRD-A25736793	MTOR	3.33uM	HUES3	24h	
LINCSCP_128214	BRD-A25736793	MTOR	1.11uM	HUES3	24h	
LINCSCP_128215	BRD-A25736793	MTOR	0.37uM	HUES3	24h	
LINCSCP_128216	BRD-A25736793	MTOR	0.12uM	HUES3	24h	
LINCSCP_128217	BRD-A25736793	MTOR	0.04uM	HUES3	24h	
LINCSCP_128554	BRD-A25736793	MTOR	10uM	HUVEC	24h	
LINCSCP_128555	BRD-A25736793	MTOR	3.33uM	HUVEC	24h	
LINCSCP_128556	BRD-A25736793	MTOR	1.11uM	HUVEC	24h	
LINCSCP_128557	BRD-A25736793	MTOR	0.37uM	HUVEC	24h	
LINCSCP_128558	BRD-A25736793	MTOR	0.12uM	HUVEC	24h	
LINCSCP_128559	BRD-A25736793	MTOR	0.04uM	HUVEC	24h	
LINCSCP_129607	BRD-A25736793	MTOR	10uM	JURKAT	24h	
LINCSCP_129608	BRD-A25736793	MTOR	3.33uM	JURKAT	24h	
LINCSCP_129609	BRD-A25736793	MTOR	1.11uM	JURKAT	24h	
LINCSCP_129610	BRD-A25736793	MTOR	0.37uM	JURKAT	24h	
LINCSCP_129611	BRD-A25736793	MTOR	0.12uM	JURKAT	24h	
LINCSCP_129612	BRD-A25736793	MTOR	0.04uM	JURKAT	24h	
LINCSCP_133490	BRD-A25736793	MTOR	10uM	MCF7	24h	
LINCSCP_133491	BRD-A25736793	MTOR	3.33uM	MCF7	24h	
LINCSCP_133492	BRD-A25736793	MTOR	1.11uM	MCF7	24h	
LINCSCP_133493	BRD-A25736793	MTOR	0.37uM	MCF7	24h	
LINCSCP_133494	BRD-A25736793	MTOR	0.12uM	MCF7	24h	
LINCSCP_133495	BRD-A25736793	MTOR	0.04uM	MCF7	24h	
LINCSCP_137886	Everolimus	FKBP1A|MTOR	10uM	MCF7	24h	
LINCSCP_137887	Everolimus	FKBP1A|MTOR	3.33uM	MCF7	24h	
LINCSCP_137888	Everolimus	FKBP1A|MTOR	1.11uM	MCF7	24h	
LINCSCP_137889	Everolimus	FKBP1A|MTOR	0.37uM	MCF7	24h	
LINCSCP_137890	Everolimus	FKBP1A|MTOR	0.12uM	MCF7	24h	
LINCSCP_137891	Everolimus	FKBP1A|MTOR	0.04uM	MCF7	24h	
LINCSCP_146223	BRD-A25736793	MTOR	10uM	MNEU.E	24h	
LINCSCP_146224	BRD-A25736793	MTOR	3.33uM	MNEU.E	24h	
LINCSCP_146225	BRD-A25736793	MTOR	1.11uM	MNEU.E	24h	
LINCSCP_146226	BRD-A25736793	MTOR	0.37uM	MNEU.E	24h	
LINCSCP_146227	BRD-A25736793	MTOR	0.12uM	MNEU.E	24h	
LINCSCP_146228	BRD-A25736793	MTOR	0.04uM	MNEU.E	24h	
LINCSCP_146567	BRD-A25736793	MTOR	10uM	NEU	24h	
LINCSCP_146568	BRD-A25736793	MTOR	3.33uM	NEU	24h	
LINCSCP_146569	BRD-A25736793	MTOR	1.11uM	NEU	24h	
