SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_10	PLX-4720	BRAF	0.5uM	A375	24h	0
LINCSCP_10861	PLX-4720	BRAF	10uM	ASC	24h	0
LINCSCP_11	PLX-4720	BRAF	10uM	A375	24h	0
LINCSCP_11010	PLX-4720	BRAF	10uM	ASC	24h	1
LINCSCP_111403	PLX-4720	BRAF	10uM	HEPG2	24h	
LINCSCP_111404	PLX-4720	BRAF	3.33uM	HEPG2	24h	
LINCSCP_111405	PLX-4720	BRAF	1.11uM	HEPG2	24h	
LINCSCP_111406	PLX-4720	BRAF	0.37uM	HEPG2	24h	
LINCSCP_111407	PLX-4720	BRAF	0.12uM	HEPG2	24h	
LINCSCP_111408	PLX-4720	BRAF	0.04uM	HEPG2	24h	
LINCSCP_114950	PLX-4720	BRAF	3.33uM	HS578T	24h	
LINCSCP_114951	PLX-4720	BRAF	1.11uM	HS578T	24h	
LINCSCP_114952	PLX-4720	BRAF	0.37uM	HS578T	24h	
LINCSCP_114954	PLX-4720	BRAF	0.04uM	HS578T	24h	
LINCSCP_115303	PLX-4720	BRAF	3.33uM	HS578T	3h	
LINCSCP_115304	PLX-4720	BRAF	1.11uM	HS578T	3h	
LINCSCP_115305	PLX-4720	BRAF	0.37uM	HS578T	3h	
LINCSCP_116361	PLX-4720	BRAF	10uM	HT29	24h	
LINCSCP_116363	PLX-4720	BRAF	1.11uM	HT29	24h	
LINCSCP_116364	PLX-4720	BRAF	0.37uM	HT29	24h	
LINCSCP_116365	PLX-4720	BRAF	0.12uM	HT29	24h	
LINCSCP_116366	PLX-4720	BRAF	0.04uM	HT29	24h	
LINCSCP_11661	PLX-4720	BRAF	10uM	BT20	24h	0
LINCSCP_11662	PLX-4720	BRAF	1uM	BT20	24h	0
LINCSCP_11914	PLX-4720	BRAF	10uM	BT20	6h	0
LINCSCP_11915	PLX-4720	BRAF	1uM	BT20	6h	1
LINCSCP_12	PLX-4720	BRAF	3uM	A375	24h	0
LINCSCP_130643	PLX-4720	BRAF	10uM	MCF10A	24h	
LINCSCP_130644	PLX-4720	BRAF	3.33uM	MCF10A	24h	
LINCSCP_130645	PLX-4720	BRAF	1.11uM	MCF10A	24h	
LINCSCP_130646	PLX-4720	BRAF	0.37uM	MCF10A	24h	
LINCSCP_130647	PLX-4720	BRAF	0.12uM	MCF10A	24h	
LINCSCP_130648	PLX-4720	BRAF	0.04uM	MCF10A	24h	
LINCSCP_130997	PLX-4720	BRAF	10uM	MCF10A	3h	
LINCSCP_130999	PLX-4720	BRAF	1.11uM	MCF10A	3h	
LINCSCP_131000	PLX-4720	BRAF	0.37uM	MCF10A	3h	
LINCSCP_131001	PLX-4720	BRAF	0.12uM	MCF10A	3h	
LINCSCP_131002	PLX-4720	BRAF	0.04uM	MCF10A	3h	
LINCSCP_132054	PLX-4720	BRAF	10uM	MCF7	24h	
LINCSCP_132055	PLX-4720	BRAF	3.33uM	MCF7	24h	
LINCSCP_132056	PLX-4720	BRAF	1.11uM	MCF7	24h	
LINCSCP_132057	PLX-4720	BRAF	0.37uM	MCF7	24h	
LINCSCP_132058	PLX-4720	BRAF	0.12uM	MCF7	24h	
LINCSCP_132408	PLX-4720	BRAF	10uM	MCF7	3h	
LINCSCP_132409	PLX-4720	BRAF	3.33uM	MCF7	3h	
LINCSCP_132410	PLX-4720	BRAF	1.11uM	MCF7	3h	
