SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_1021	Menadione		10uM	A375	6h	0
LINCSCP_10426	Menadione		10uM	A673	6h	1
LINCSCP_110018	Menadione		10uM	HELA	24h	
LINCSCP_110019	Menadione		3.33uM	HELA	24h	
LINCSCP_11595	Menadione		10uM	ASC	24h	1
LINCSCP_12654	Menadione		10uM	CORL23	6h	1
LINCSCP_12861	Menadione		10uM	DV90	6h	1
LINCSCP_12986	Menadione		10uM	EFO27	6h	1
LINCSCP_13575	Menadione		10uM	H1299	6h	1
LINCSCP_143405	Menadione		10uM	MCF7	24h	
LINCSCP_143406	Menadione		3.33uM	MCF7	24h	
LINCSCP_143407	Menadione		1.11uM	MCF7	24h	
LINCSCP_147	Menadione		10uM	A375	6h	0
LINCSCP_14782	Menadione		10uM	HA1E	24h	0
LINCSCP_14945	Menadione		10uM	HA1E	6h	0
LINCSCP_15415	Menadione		10uM	HA1E	24h	1
LINCSCP_15653	Menadione		10uM	HA1E	6h	0
LINCSCP_161606	Menadione		10uM	PC3	24h	
LINCSCP_161607	Menadione		3.33uM	PC3	24h	
LINCSCP_161608	Menadione		1.11uM	PC3	24h	
LINCSCP_175196	Menadione		10uM	YAPC	24h	
LINCSCP_175197	Menadione		3.33uM	YAPC	24h	
LINCSCP_188058	Menadione		10uM	A549	24h	0
LINCSCP_188196	Menadione		10uM	A549	6h	0
LINCSCP_193508	Menadione		10uM	A549	6h	0
LINCSCP_201802	Menadione		10uM	A549	24h	1
LINCSCP_201967	Menadione		0.5uM	A549	6h	0
LINCSCP_201968	Menadione		10uM	A549	6h	0
LINCSCP_205794	Menadione		10uM	CL34	6h	1
LINCSCP_20703	Phylloquinone		10uM	HCC515	6h	1
LINCSCP_21258	Menadione		10uM	HCT116	6h	1
LINCSCP_213395	Menadione		10uM	HCC15	6h	1
LINCSCP_21401	Menadione		10uM	HEC108	6h	1
LINCSCP_214760	Menadione		10uM	HCC515	24h	1
LINCSCP_214951	Menadione		10uM	HCC515	6h	0
LINCSCP_215379	Menadione		10uM	HCC515	24h	0
LINCSCP_215552	Menadione		10uM	HCC515	6h	0
LINCSCP_219242	Menadione		10uM	HEPG2	6h	0
LINCSCP_219376	Menadione		10uM	HEPG2	6h	0
LINCSCP_221286	Menadione		10uM	HEPG2	6h	0
LINCSCP_224196	Menadione		10uM	HT29	6h	0
LINCSCP_227542	Menadione		10uM	HT29	6h	0
LINCSCP_236578	Menadione		10uM	MCF7	24h	0
LINCSCP_242147	Menadione		10uM	MCF7	24h	1
LINCSCP_251075	Menadione		0.001uM	MCF7	24h	0
LINCSCP_251076	Menadione		0.001uM	MCF7	24h	0
LINCSCP_251079	Menadione		10uM	MCF7	24h	0
LINCSCP_251238	Menadione		0.01uM	MCF7	6h	0
LINCSCP_251241	Menadione		3uM	MCF7	6h	0
LINCSCP_252940	Menadione		10uM	MCF7	6h	1
LINCSCP_252941	Menadione		1uM	MCF7	6h	0
LINCSCP_25610	Menadione		10uM	HT29	24h	1
LINCSCP_256728	Menadione		10uM	NCIH1694	6h	1
LINCSCP_260634	Menadione		10uM	NKDBA	24h	1
LINCSCP_271953	Phylloquinone		10uM	PC3	24h	0
LINCSCP_290955	Menadione		10uM	VCAP	6h	0
LINCSCP_29165	Menadione		10uM	JHUEM2	6h	1
LINCSCP_291753	Menadione		10uM	VCAP	6h	0
LINCSCP_2919	Menadione		10uM	A375	6h	0
LINCSCP_29391	Menadione		10uM	LOVO	6h	1
LINCSCP_296199	Phylloquinone		10uM	VCAP	6h	1
LINCSCP_30221	Menadione		10uM	MCF7	6h	0
LINCSCP_3062	Phylloquinone		10uM	A375	6h	1
LINCSCP_30858	Menadione		10uM	MCF7	6h	0
LINCSCP_33792	Menadione		10uM	MCF7	6h	0
LINCSCP_36290	Menadione		0.01uM	MCF7	24h	0
LINCSCP_36291	Menadione		0.1uM	MCF7	24h	0
LINCSCP_36292	Menadione		3uM	MCF7	24h	0
LINCSCP_36416	Menadione		0.001uM	MCF7	6h	0
LINCSCP_36417	Menadione		10uM	MCF7	6h	0
LINCSCP_36418	Menadione		1uM	MCF7	6h	0
LINCSCP_37376	Menadione		0.5uM	MCF7	6h	0
LINCSCP_37377	Menadione		3uM	MCF7	6h	0
LINCSCP_39810	Menadione		10uM	MDST8	6h	1
LINCSCP_39976	Menadione		10uM	NCIH1836	6h	1
LINCSCP_40127	Menadione		10uM	NCIH2073	6h	1
LINCSCP_40392	Menadione		10uM	NCIH596	6h	1
LINCSCP_41898	Menadione		10uM	NOMO1	6h	1
LINCSCP_42925	Menadione		10uM	NPC	24h	1
LINCSCP_44589	Menadione		10uM	PC3	24h	0
LINCSCP_44654	Menadione		10uM	PC3	6h	0
LINCSCP_45020	Menadione		10uM	PC3	24h	1
LINCSCP_45225	Menadione		10uM	PC3	6h	0
LINCSCP_47371	Phylloquinone		10uM	PC3	6h	1
LINCSCP_50841	Menadione		10uM	RKO	6h	1
LINCSCP_51003	Menadione		10uM	RMGI	6h	1
LINCSCP_51216	Menadione		10uM	RMUGS	6h	1
LINCSCP_53057	Menadione		10uM	SKLU1	6h	1
LINCSCP_53231	Menadione		10uM	SKM1	6h	1
LINCSCP_53374	Menadione		10uM	SKMEL1	6h	1
LINCSCP_53500	Menadione		10uM	SKMEL28	6h	1
LINCSCP_53608	Menadione		10uM	SNGM	6h	1
LINCSCP_53836	Menadione		10uM	SNUC4	6h	1
LINCSCP_54042	Menadione		10uM	SW480	6h	1
LINCSCP_54328	Menadione		10uM	SW620	6h	1
LINCSCP_54644	Menadione		10uM	SW948	6h	1
LINCSCP_54801	Menadione		10uM	T3M10	6h	1
LINCSCP_55014	Menadione		10uM	THP1	6h	1
LINCSCP_55535	Menadione		10uM	U937	6h	1
LINCSCP_56456	Menadione		10uM	VCAP	24h	0
LINCSCP_56942	Menadione		10uM	VCAP	24h	1
LINCSCP_59434	Phylloquinone		10uM	VCAP	24h	0
LINCSCP_66298	Menadione		10uM	WSUDLCL2	6h	1
LINCSCP_79851	Menadione		10uM	A375	24h	
LINCSCP_79852	Menadione		3.33uM	A375	24h	
LINCSCP_79853	Menadione		1.11uM	A375	24h	
LINCSCP_809	Menadione		10uM	A375	24h	1
LINCSCP_9737	Menadione		0.001uM	A549	24h	0
LINCSCP_9738	Menadione		0.01uM	A549	24h	0
LINCSCP_9739	Menadione		1uM	A549	24h	0
