SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_102274	Lapatinib	EGFR|ERBB2	10uM	HELA	24h	
LINCSCP_11016	Lapatinib	EGFR|ERBB2	10uM	ASC	24h	1
LINCSCP_111823	Lapatinib	EGFR|ERBB2	10uM	HEPG2	24h	
LINCSCP_111824	Lapatinib	EGFR|ERBB2	3.33uM	HEPG2	24h	
LINCSCP_111825	Lapatinib	EGFR|ERBB2	1.11uM	HEPG2	24h	
LINCSCP_111826	Lapatinib	EGFR|ERBB2	0.37uM	HEPG2	24h	
LINCSCP_111827	Lapatinib	EGFR|ERBB2	0.12uM	HEPG2	24h	
LINCSCP_111828	Lapatinib	EGFR|ERBB2	0.04uM	HEPG2	24h	
LINCSCP_113241	Lapatinib	EGFR|ERBB2	10uM	HME1	24h	
LINCSCP_113242	Lapatinib	EGFR|ERBB2	3.33uM	HME1	24h	
LINCSCP_113243	Lapatinib	EGFR|ERBB2	1.11uM	HME1	24h	
LINCSCP_113244	Lapatinib	EGFR|ERBB2	0.37uM	HME1	24h	
LINCSCP_113245	Lapatinib	EGFR|ERBB2	0.12uM	HME1	24h	
LINCSCP_113595	Lapatinib	EGFR|ERBB2	10uM	HME1	3h	
LINCSCP_113596	Lapatinib	EGFR|ERBB2	3.33uM	HME1	3h	
LINCSCP_113597	Lapatinib	EGFR|ERBB2	1.11uM	HME1	3h	
LINCSCP_113599	Lapatinib	EGFR|ERBB2	0.12uM	HME1	3h	
LINCSCP_113600	Lapatinib	EGFR|ERBB2	0.04uM	HME1	3h	
LINCSCP_115720	Lapatinib	EGFR|ERBB2	10uM	HS578T	24h	
LINCSCP_115721	Lapatinib	EGFR|ERBB2	3.33uM	HS578T	24h	
LINCSCP_115724	Lapatinib	EGFR|ERBB2	0.12uM	HS578T	24h	
LINCSCP_115725	Lapatinib	EGFR|ERBB2	0.04uM	HS578T	24h	
LINCSCP_116074	Lapatinib	EGFR|ERBB2	10uM	HS578T	3h	
LINCSCP_116075	Lapatinib	EGFR|ERBB2	3.33uM	HS578T	3h	
LINCSCP_116076	Lapatinib	EGFR|ERBB2	1.11uM	HS578T	3h	
LINCSCP_116078	Lapatinib	EGFR|ERBB2	0.12uM	HS578T	3h	
LINCSCP_116079	Lapatinib	EGFR|ERBB2	0.04uM	HS578T	3h	
LINCSCP_11666	Lapatinib	EGFR|ERBB2	0.1uM	BT20	24h	0
LINCSCP_11667	Lapatinib	EGFR|ERBB2	0.5uM	BT20	24h	0
