SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_100940	VX-745	MAPK14	1.11uM	HCC515	24h	
LINCSCP_112770	VX-745	MAPK14	10uM	HEPG2	24h	
LINCSCP_112771	VX-745	MAPK14	3.33uM	HEPG2	24h	
LINCSCP_112773	VX-745	MAPK14	0.37uM	HEPG2	24h	
LINCSCP_112774	VX-745	MAPK14	0.12uM	HEPG2	24h	
LINCSCP_114541	VX-745	MAPK14	10uM	HME1	24h	
LINCSCP_114542	VX-745	MAPK14	3.33uM	HME1	24h	
LINCSCP_114543	VX-745	MAPK14	1.11uM	HME1	24h	
LINCSCP_114545	VX-745	MAPK14	0.12uM	HME1	24h	
LINCSCP_114546	VX-745	MAPK14	0.04uM	HME1	24h	
LINCSCP_117730	VX-745	MAPK14	3.33uM	HT29	24h	
LINCSCP_117731	VX-745	MAPK14	1.11uM	HT29	24h	
LINCSCP_117732	VX-745	MAPK14	0.37uM	HT29	24h	
LINCSCP_117734	VX-745	MAPK14	0.04uM	HT29	24h	
LINCSCP_12346	VX-745	MAPK14	1uM	BT20	6h	1
LINCSCP_129185	VX-745	MAPK14	10uM	HUVEC	24h	
LINCSCP_129186	VX-745	MAPK14	3.33uM	HUVEC	24h	
LINCSCP_134127	VX-745	MAPK14	10uM	MCF7	24h	
LINCSCP_134129	VX-745	MAPK14	1.11uM	MCF7	24h	
LINCSCP_134130	VX-745	MAPK14	0.37uM	MCF7	24h	
LINCSCP_134131	VX-745	MAPK14	0.12uM	MCF7	24h	
LINCSCP_134132	VX-745	MAPK14	0.04uM	MCF7	24h	
LINCSCP_147191	VX-745	MAPK14	3.33uM	NEU	24h	
LINCSCP_147192	VX-745	MAPK14	1.11uM	NEU	24h	
LINCSCP_147193	VX-745	MAPK14	0.37uM	NEU	24h	
LINCSCP_147195	VX-745	MAPK14	0.04uM	NEU	24h	
LINCSCP_148223	VX-745	MAPK14	10uM	NPC.CAS9	24h	
LINCSCP_148224	VX-745	MAPK14	3.33uM	NPC.CAS9	24h	
LINCSCP_148225	VX-745	MAPK14	1.11uM	NPC.CAS9	24h	
LINCSCP_148226	VX-745	MAPK14	0.37uM	NPC.CAS9	24h	
LINCSCP_148227	VX-745	MAPK14	0.12uM	NPC.CAS9	24h	
LINCSCP_148228	VX-745	MAPK14	0.04uM	NPC.CAS9	24h	
LINCSCP_150375	VX-745	MAPK14	10uM	NPC.TAK	24h	
LINCSCP_150377	VX-745	MAPK14	1.11uM	NPC.TAK	24h	
LINCSCP_150378	VX-745	MAPK14	0.37uM	NPC.TAK	24h	
LINCSCP_150380	VX-745	MAPK14	0.04uM	NPC.TAK	24h	
LINCSCP_152329	VX-745	MAPK14	10uM	PC3	24h	
LINCSCP_152330	VX-745	MAPK14	3.33uM	PC3	24h	
LINCSCP_152331	VX-745	MAPK14	1.11uM	PC3	24h	
LINCSCP_152332	VX-745	MAPK14	0.37uM	PC3	24h	
LINCSCP_152333	VX-745	MAPK14	0.12uM	PC3	24h	
LINCSCP_152334	VX-745	MAPK14	0.04uM	PC3	24h	
LINCSCP_165054	VX-745	MAPK14	10uM	SKL.C	24h	
LINCSCP_165056	VX-745	MAPK14	1.11uM	SKL.C	24h	
LINCSCP_166114	VX-745	MAPK14	10uM	SKL	24h	
LINCSCP_166115	VX-745	MAPK14	3.33uM	SKL	24h	
LINCSCP_166116	VX-745	MAPK14	1.11uM	SKL	24h	
LINCSCP_166118	VX-745	MAPK14	0.12uM	SKL	24h	
LINCSCP_16731	VX-745	MAPK14	10uM	HA1E	6h	1
LINCSCP_191509	VX-745	MAPK14	10uM	A549	24h	0
LINCSCP_205142	VX-745	MAPK14	1uM	BT20	24h	0
LINCSCP_205378	VX-745	MAPK14	0.5uM	BT20	6h	0
LINCSCP_22620	VX-745	MAPK14	10uM	HEPG2	6h	1
LINCSCP_235566	VX-745	MAPK14	1uM	MCF10A	6h	0
LINCSCP_240362	VX-745	MAPK14	10uM	MCF7	24h	0
LINCSCP_2466	VX-745	MAPK14	10uM	A375	6h	1
LINCSCP_24990	VX-745	MAPK14	0.5uM	HS578T	6h	1
LINCSCP_251893	VX-745	MAPK14	10uM	MCF7	24h	0
LINCSCP_271215	VX-745	MAPK14	10uM	PC3	24h	0
LINCSCP_29920	VX-745	MAPK14	0.5uM	MCF10A	24h	0
LINCSCP_30084	VX-745	MAPK14	0.1uM	MCF10A	6h	1
LINCSCP_36840	VX-745	MAPK14	0.5uM	MCF7	24h	0
LINCSCP_36989	VX-745	MAPK14	0.1uM	MCF7	6h	0
LINCSCP_36990	VX-745	MAPK14	10uM	MCF7	6h	1
LINCSCP_39658	VX-745	MAPK14	0.5uM	MDAMB231	6h	1
LINCSCP_39659	VX-745	MAPK14	10uM	MDAMB231	6h	0
LINCSCP_42476	VX-745	MAPK14	10uM	NPC	24h	1
LINCSCP_51913	VX-745	MAPK14	10uM	SKBR3	24h	1
LINCSCP_51914	VX-745	MAPK14	1uM	SKBR3	24h	0
LINCSCP_52089	VX-745	MAPK14	10uM	SKBR3	6h	0
LINCSCP_52451	VX-745	MAPK14	10uM	SKB	24h	1
LINCSCP_58964	VX-745	MAPK14	10uM	VCAP	24h	0
LINCSCP_70542	VX-745	MAPK14	10uM	A375	24h	
LINCSCP_70543	VX-745	MAPK14	3.33uM	A375	24h	
LINCSCP_70544	VX-745	MAPK14	1.11uM	A375	24h	
LINCSCP_70546	VX-745	MAPK14	0.12uM	A375	24h	
LINCSCP_70547	VX-745	MAPK14	0.04uM	A375	24h	
LINCSCP_82593	VX-745	MAPK14	0.37uM	A549	24h	
LINCSCP_82594	VX-745	MAPK14	0.12uM	A549	24h	
LINCSCP_83837	VX-745	MAPK14	3.33uM	ASC.C	24h	
LINCSCP_83838	VX-745	MAPK14	1.11uM	ASC.C	24h	
LINCSCP_83839	VX-745	MAPK14	0.37uM	ASC.C	24h	
LINCSCP_84901	VX-745	MAPK14	3.33uM	ASC	24h	
LINCSCP_84903	VX-745	MAPK14	0.37uM	ASC	24h	
LINCSCP_87366	VX-745	MAPK14	3.33uM	CD34	24h	
LINCSCP_87367	VX-745	MAPK14	1.11uM	CD34	24h	
LINCSCP_87368	VX-745	MAPK14	0.37uM	CD34	24h	
LINCSCP_89130	VX-745	MAPK14	3.33uM	HA1E	24h	
LINCSCP_89131	VX-745	MAPK14	1.11uM	HA1E	24h	
LINCSCP_89132	VX-745	MAPK14	0.37uM	HA1E	24h	
