SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_110749	PF-562271	PTK2|PTK2B	10uM	HELA	24h	
LINCSCP_110750	PF-562271	PTK2|PTK2B	3.33uM	HELA	24h	
LINCSCP_110751	PF-562271	PTK2|PTK2B	1.11uM	HELA	24h	
LINCSCP_110754	PF-562271	PTK2|PTK2B	0.04uM	HELA	24h	
LINCSCP_11098	PF-562271	PTK2|PTK2B	10uM	ASC	24h	1
LINCSCP_111655	PF-562271	PTK2|PTK2B	10uM	HEPG2	24h	
LINCSCP_111656	PF-562271	PTK2|PTK2B	3.33uM	HEPG2	24h	
LINCSCP_111657	PF-562271	PTK2|PTK2B	1.11uM	HEPG2	24h	
LINCSCP_111658	PF-562271	PTK2|PTK2B	0.37uM	HEPG2	24h	
LINCSCP_111659	PF-562271	PTK2|PTK2B	0.12uM	HEPG2	24h	
LINCSCP_111660	PF-562271	PTK2|PTK2B	0.04uM	HEPG2	24h	
LINCSCP_113075	PF-562271	PTK2|PTK2B	10uM	HME1	24h	
LINCSCP_113076	PF-562271	PTK2|PTK2B	3.33uM	HME1	24h	
LINCSCP_113077	PF-562271	PTK2|PTK2B	1.11uM	HME1	24h	
LINCSCP_113078	PF-562271	PTK2|PTK2B	0.37uM	HME1	24h	
LINCSCP_113079	PF-562271	PTK2|PTK2B	0.12uM	HME1	24h	
LINCSCP_113080	PF-562271	PTK2|PTK2B	0.04uM	HME1	24h	
LINCSCP_113427	PF-562271	PTK2|PTK2B	10uM	HME1	3h	
LINCSCP_113428	PF-562271	PTK2|PTK2B	3.33uM	HME1	3h	
LINCSCP_113429	PF-562271	PTK2|PTK2B	1.11uM	HME1	3h	
LINCSCP_113430	PF-562271	PTK2|PTK2B	0.37uM	HME1	3h	
LINCSCP_113431	PF-562271	PTK2|PTK2B	0.12uM	HME1	3h	
LINCSCP_113432	PF-562271	PTK2|PTK2B	0.04uM	HME1	3h	
LINCSCP_115554	PF-562271	PTK2|PTK2B	10uM	HS578T	24h	
LINCSCP_115555	PF-562271	PTK2|PTK2B	3.33uM	HS578T	24h	
LINCSCP_115556	PF-562271	PTK2|PTK2B	1.11uM	HS578T	24h	
LINCSCP_115557	PF-562271	PTK2|PTK2B	0.37uM	HS578T	24h	
LINCSCP_115558	PF-562271	PTK2|PTK2B	0.12uM	HS578T	24h	
LINCSCP_115559	PF-562271	PTK2|PTK2B	0.04uM	HS578T	24h	
LINCSCP_115906	PF-562271	PTK2|PTK2B	10uM	HS578T	3h	
LINCSCP_115907	PF-562271	PTK2|PTK2B	3.33uM	HS578T	3h	
LINCSCP_115908	PF-562271	PTK2|PTK2B	1.11uM	HS578T	3h	
LINCSCP_115909	PF-562271	PTK2|PTK2B	0.37uM	HS578T	3h	
LINCSCP_115911	PF-562271	PTK2|PTK2B	0.04uM	HS578T	3h	
LINCSCP_116613	PF-562271	PTK2|PTK2B	10uM	HT29	24h	
LINCSCP_116615	PF-562271	PTK2|PTK2B	1.11uM	HT29	24h	
LINCSCP_116616	PF-562271	PTK2|PTK2B	0.37uM	HT29	24h	
LINCSCP_116618	PF-562271	PTK2|PTK2B	0.04uM	HT29	24h	
LINCSCP_11858	PF-562271	PTK2|PTK2B	0.5uM	BT20	24h	0
LINCSCP_11859	PF-562271	PTK2|PTK2B	10uM	BT20	24h	1
LINCSCP_11860	PF-562271	PTK2|PTK2B	1uM	BT20	24h	0
LINCSCP_12080	PF-562271	PTK2|PTK2B	0.5uM	BT20	6h	0
LINCSCP_12081	PF-562271	PTK2|PTK2B	10uM	BT20	6h	0
LINCSCP_12082	PF-562271	PTK2|PTK2B	1uM	BT20	6h	0
LINCSCP_127552	PF-562271	PTK2|PTK2B	10uM	HT29	24h	
LINCSCP_127553	PF-562271	PTK2|PTK2B	3.33uM	HT29	24h	
LINCSCP_127554	PF-562271	PTK2|PTK2B	1.11uM	HT29	24h	
LINCSCP_127556	PF-562271	PTK2|PTK2B	0.12uM	HT29	24h	
LINCSCP_129835	PF-562271	PTK2|PTK2B	10uM	LNCAP	24h	
LINCSCP_129836	PF-562271	PTK2|PTK2B	3.33uM	LNCAP	24h	
LINCSCP_129837	PF-562271	PTK2|PTK2B	1.11uM	LNCAP	24h	
LINCSCP_129838	PF-562271	PTK2|PTK2B	0.37uM	LNCAP	24h	
LINCSCP_129839	PF-562271	PTK2|PTK2B	0.12uM	LNCAP	24h	
LINCSCP_130188	PF-562271	PTK2|PTK2B	10uM	LNCAP	3h	
LINCSCP_130189	PF-562271	PTK2|PTK2B	3.33uM	LNCAP	3h	
LINCSCP_130190	PF-562271	PTK2|PTK2B	1.11uM	LNCAP	3h	
